battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scoped_accuracy,scoped_critical_hits,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,venom_mine_kills,weapon_accuracy,win_percentage
LeGrosdu06#2233,2622,11963,3104,0,0.11,11,15,0,20,0,10,1,1,0,1,0,8318,4,3,0,1,0,0,5,7,0,0,9,0.41,10,0,6,0,1020,0,0,4,0.23,0.56
Broken#21371,1504,21718,0,0,0.14,49,24,0,56,0,40,2,3,0,2,0,0,9,4,3,3,0,0,4,22,0,0,0,0.41,26,0,20,0,2160,123,5,11,0.38,0.49
Ocelo7#1235,1886,8154,1861,0,0.09,12,6,0,11,0,7,0,1,0,1,0,6273,3,2,0,1,0,0,3,0,0,0,4,0.59,7,0,3,0,540,0,0,2,0.34,1.0
River#12168,2383,2462,627,0,0.05,3,2,0,5,0,2,0,0,0,0,0,1835,1,0,0,0,0,0,0,0,0,0,4,0.45,2,0,3,0,180,0,0,1,0.35,0
limit#22601,2709,46551,12347,2,0.12,53,26,0,92,0,60,2,4,0,1,0,33757,11,2,8,2,0,0,37,68,0,1,27,0.53,37,0,24,0,2340,546,1,6,0.38,0.33
munkeydung#1290,2444,17774,2785,0,0.1,22,20,0,28,0,17,1,2,0,1,0,14515,4,1,1,2,0,1,9,32,0,0,12,0.46,10,0,4,0,1620,0,1,9,0.41,0.26
NotSwitching#1709,3074,10271,1462,0,0.16,15,16,0,19,0,11,1,2,0,0,0,8507,2,1,0,1,0,0,5,5,0,1,9,0.56,13,0,6,0,900,99,3,2,0.33,0.31
Chanysmodex#2219,2531,283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,42,0,0,0,0.43,0
Valcryon#1893,2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
PooDooSki#1424,2082,949,0,0,0.11,1,2,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0.64,1,0,0,0,60,0,1,0,0.69,0
Seahorse#11154,2753,10444,2440,0,0.15,18,12,0,19,0,13,1,1,0,1,0,8004,4,1,1,2,0,0,1,2,0,0,1,0.54,9,0,6,0,720,0,0,2,0.36,0.41
MeTiRambo#21370,2863,7944,1320,0,0.12,11,17,0,16,0,5,1,1,0,0,0,6625,1,0,0,0,0,0,4,1,0,0,6,0.35,5,0,1,0,900,0,0,6,0.27,0.12
MFD22#2605,3127,128370,17952,0,0.15,220,189,0,261,0,167,11,17,1,6,0,107920,32,13,10,10,2,0,60,330,0,0,82,0.44,167,0,65,0,7200,458,3,8,0.35,0.35
Arkavin#1601,3117,27422,5122,0,0.16,38,26,0,66,0,43,2,3,0,1,0,21891,6,1,2,2,0,0,19,117,0,0,26,0.48,31,0,17,0,2220,263,1,3,0.38,0.48
Muramasa#21925,1920,34627,7293,0,0.23,85,45,0,58,0,41,6,6,0,0,0,26805,9,3,3,3,0,0,12,3,0,0,11,0.54,41,0,21,0,3540,19,1,4,0.41,0.06
JarGibbo#1115,3077,6000,484,0,0.18,8,3,0,11,0,7,0,1,1,0,0,4766,2,1,0,2,0,1,3,0,0,0,1,0.44,8,0,2,0,360,0,1,0,0.38,0
Renegader#2393,2409,350,0,0,0,0,2,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,60,0,0,0,0.13,0.0
SHOTGUN2HEAD#1497,3279,35880,2174,0,0.14,48,35,0,97,0,54,1,3,0,2,0,33547,10,5,2,3,0,0,31,23,0,0,40,0.5,41,0,16,0,2640,437,0,7,0.45,0.59
JoEcheva#1148,2575,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,18,0,0,0,1.0,0
EoNZ#1671,2265,5734,2309,0,0.13,6,5,0,13,0,7,1,1,0,0,0,3336,2,1,0,1,0,0,6,11,0,0,0,0.47,6,0,2,0,360,0,3,0,0.29,0.45
Farufaru#1552,2384,6325,1310,0,0.13,10,7,0,13,0,7,1,1,0,0,0,4808,2,0,1,1,0,0,5,1,0,0,5,0.48,8,0,4,0,540,0,0,1,0.18,0
limux#21859,4300,241903,27819,3,0.21,501,268,0,591,0,451,14,25,0,11,0,210551,56,23,15,18,4,0,129,336,0,0,207,0.5,403,0,135,1,14400,2440,8,15,0.45,0.43
RobertTheCat#11679,2455,6424,2051,0,0.13,9,12,0,6,0,1,1,2,0,0,0,4372,2,1,0,0,0,0,3,21,0,0,0,0.6,7,0,0,0,540,0,0,0,0.21,0
empty#11732,1972,34931,6954,0,0.06,35,40,0,58,0,29,4,5,0,1,0,27570,7,4,1,2,1,0,17,75,0,0,20,0.49,19,0,9,0,3060,18,6,8,0.26,0.25
Jeroeneey#2379,3121,12073,3085,0,0.13,10,12,0,26,0,14,1,1,0,0,0,8988,4,2,0,1,0,0,8,8,0,1,4,0.44,10,0,2,0,840,59,0,3,0.25,0.31
HrSebfie#2338,1663,18652,3660,0,0.12,42,28,0,44,0,23,2,3,0,1,0,14868,6,2,2,3,1,0,13,45,0,0,13,0.4,20,0,8,0,1800,0,3,2,0.31,0.31
Up2YoU#11507,2750,25264,4461,0,0.11,35,32,0,53,0,33,1,3,0,2,0,20586,5,1,0,3,0,0,7,26,0,0,30,0.4,22,0,9,0,1740,242,0,4,0.3,0.75
Noah#13435,3429,119005,27726,1,0.17,224,112,0,244,0,145,7,13,0,6,0,90737,29,14,8,8,1,0,47,123,0,0,90,0.56,173,0,52,0,7200,488,2,15,0.46,0.42
nICOL#2296,2558,49803,7418,0,0.16,73,53,0,96,0,60,4,5,0,1,0,42241,13,8,2,3,0,0,25,114,0,0,20,0.47,64,0,21,0,3600,0,0,2,0.42,0.25
Dryen#2109,2888,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,24,0,0,0,0.33,1.0
NoodleMCGee#1949,2538,50751,8281,1,0.13,83,55,0,105,0,73,3,6,0,3,0,42383,14,4,7,3,1,0,28,23,0,0,44,0.48,54,0,31,0,3600,291,3,6,0.34,0.48
FalcoNN#21887,2748,7936,1434,0,0.17,13,8,0,18,0,10,1,1,0,0,0,6425,0,0,0,0,0,0,9,20,0,0,7,0.61,12,0,5,0,540,62,0,3,0.45,0
Xplode#21163,2897,509686,77157,10,0.11,931,410,0,1136,0,679,20,44,1,23,0,427358,104,24,39,41,8,6,332,726,0,0,388,0.53,550,0,190,0,28800,4003,10,116,0.41,0.53
Nicckz#11300,2780,5695,1557,0,0.17,5,6,0,9,0,7,1,1,0,0,0,4062,3,0,3,0,0,0,5,0,0,0,1,0.65,5,0,3,0,360,0,0,1,0.56,0
Sabbage#1350,2528,32473,4267,0,0.12,43,44,0,67,0,45,1,5,1,3,0,27669,10,3,2,5,0,0,19,62,0,0,20,0.42,37,0,17,0,3420,80,2,1,0.37,0.68
imanpro#1851,2699,331,13,0,0.05,1,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,41,0,1,0,0.59,0
WAYNE#12747,3045,6060,839,0,0.17,15,8,0,15,0,9,1,1,0,0,0,5221,4,2,1,0,0,0,2,0,0,0,5,0.44,9,0,5,0,480,0,0,2,0.42,0
MaJJeK#1151,2699,4479,474,0,0.13,6,3,0,9,0,6,0,0,0,0,0,4005,1,0,0,1,0,0,4,7,0,0,2,0.51,5,0,3,0,360,0,0,0,0.49,0.38
Wexar#2121,2824,15955,5891,0,0.12,14,17,0,24,0,13,1,1,0,1,0,10064,2,2,0,0,0,0,7,10,0,0,6,0.5,13,0,2,0,1140,0,0,3,0.37,0.56
Nanotech#21114,2609,67573,13804,1,0.18,118,76,0,155,0,101,5,8,0,3,0,53281,13,8,2,3,1,1,56,88,0,0,39,0.46,92,0,28,0,3600,398,1,21,0.42,0.33
xlandk1200s#1602,2501,18048,3087,0,0.12,32,26,0,30,0,15,2,2,0,0,0,14948,3,1,0,2,0,0,4,13,0,0,8,0.54,13,0,3,0,1560,0,0,0,0.36,0.09
DAZZLENOVAK#2354,2953,14430,4573,0,0.18,24,14,0,28,0,16,1,2,0,0,0,9763,4,1,1,2,0,0,11,29,0,1,3,0.53,18,0,5,0,1080,0,0,0,0.32,0.25
FLASH#25367,3615,17837,1579,0,0.17,33,21,0,40,0,27,1,2,0,0,0,16027,3,0,2,1,0,0,8,31,0,0,12,0.45,26,0,12,0,1320,265,1,2,0.36,0.24
Hitsugayya#2609,2503,1362,0,0,0.11,5,6,0,5,0,4,1,1,0,0,0,1349,1,0,0,1,0,0,1,20,0,0,0,0.31,0,0,3,0,300,0,0,0,0.19,0
Ihasflavour#1939,3283,44309,10437,0,0.2,82,34,0,77,0,54,2,3,0,1,0,33794,8,3,2,3,0,1,24,76,0,0,19,0.53,63,0,21,0,2520,301,0,6,0.42,0.42
Genji#12837,1824,42856,5532,1,0.15,91,36,0,93,0,65,0,3,0,3,0,36805,8,3,2,4,0,0,22,53,0,1,25,0.5,57,0,33,0,2700,559,0,6,0.39,0.87
meekboaster#1461,2514,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,14,0,0,0,0,0
Lostcoco#21376,2383,3405,0,0,0.09,7,10,0,7,0,4,0,1,0,0,0,542,1,0,0,1,0,0,2,7,0,0,0,0.41,2,0,2,0,300,0,0,3,0.38,0.19
VesPixX#1117,3413,3941,671,0,0.11,4,6,0,3,0,3,1,1,0,0,0,3270,1,1,0,0,0,0,0,0,0,0,0,0.5,3,0,3,0,300,0,0,0,0.43,0
CHEN#1440,2152,138752,32400,0,0.11,218,123,0,241,0,146,10,17,0,6,0,104488,28,11,7,10,4,0,61,146,0,0,104,0.55,120,0,49,0,7200,276,4,29,0.36,0.38
bloodnexus#1443,2676,4998,235,0,0.04,3,6,0,9,0,4,1,1,0,0,0,4681,2,2,0,0,0,0,4,14,0,0,0,0.5,3,0,1,0,300,44,0,2,0.37,0
floogulinc#1841,2372,28506,5888,0,0.12,32,27,0,54,0,35,1,3,0,2,0,22434,4,2,1,1,0,0,13,13,0,0,14,0.48,27,0,13,0,2100,14,0,7,0.38,0.57
ChokeMe#11951,3944,13767,4183,0,0.08,10,10,0,30,0,17,0,1,0,1,0,9430,2,0,0,1,0,0,7,36,0,0,12,0.63,10,0,7,0,660,16,0,2,0.46,0.88
Raspberry#1883,2786,4955,446,0,0.09,11,4,0,5,0,3,1,1,0,0,0,4508,1,1,0,0,0,0,1,2,0,0,5,0.5,3,0,2,0,480,18,0,1,0.53,0
ZachC#2909,2777,465,74,0,0,0,1,0,1,0,0,0,0,0,0,0,391,0,0,0,0,0,0,1,0,0,0,0,0.44,0,0,0,0,46,0,0,0,0.47,0
Bow#11850,3068,1531,0,0,0.1,3,7,0,7,0,7,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0.37,2,0,3,0,300,0,0,0,0.21,0.5
Icarus#13322,2641,216282,41119,7,0.21,400,172,0,472,0,359,9,19,0,10,0,173176,48,14,20,14,1,4,118,184,0,0,185,0.5,359,0,152,0,10800,2846,3,34,0.36,0.54
hehexd#21816,2851,107341,9038,1,0.17,235,144,0,248,0,168,6,11,0,5,0,96361,26,11,9,7,2,0,60,219,0,0,82,0.47,168,0,73,0,7200,678,9,19,0.43,0.47
ptm#21262,3411,12078,965,0,0.23,34,13,0,26,0,22,1,2,0,1,0,10930,1,0,0,1,1,0,2,0,0,0,7,0.52,19,0,11,0,900,23,0,2,0.53,0.39
Oasis#11422,3973,1873,444,0,0.19,4,1,0,4,0,2,0,0,0,0,0,1329,0,0,0,0,0,0,2,3,0,0,2,0.44,2,0,1,0,120,0,0,0,0.33,1.0
RyuGa#21819,3363,13168,1434,0,0.12,36,9,0,30,0,19,1,1,0,0,0,3059,3,1,1,1,0,0,8,32,0,0,1,0.55,23,0,3,0,780,108,4,1,0.43,0.38
WeebMaster#2159,2325,1725,120,0,0.05,1,2,0,4,0,3,0,0,0,0,0,1605,0,0,0,0,0,0,2,0,0,0,1,0.35,1,0,1,0,120,0,0,0,0.23,0
Vodkita#11583,3000,6071,804,0,0.09,6,8,0,13,0,5,0,1,0,0,0,5268,2,0,1,1,0,0,2,6,0,0,2,0.51,5,0,2,0,480,0,0,1,0.37,0.56
Reven#1599,3024,67491,9603,0,0.12,108,75,0,106,0,62,5,9,0,4,0,57232,18,6,6,6,1,0,26,135,0,0,53,0.46,58,0,19,0,3600,156,1,7,0.39,0.43
DayNightHour#2883,1734,542,92,0,0.11,1,1,0,3,0,3,0,0,0,0,0,450,0,0,0,0,0,0,1,0,0,0,0,0.66,0,0,0,0,60,0,0,0,0.36,0
Chicken#12317,3917,67621,21792,1,0.17,82,54,0,86,0,51,4,5,0,2,0,44964,13,5,4,4,0,1,19,36,0,0,37,0.56,70,0,14,0,3600,95,1,7,0.38,0.32
Happyfeet#122661,3208,37062,6273,1,0.14,62,35,0,61,0,36,1,3,1,1,0,30576,10,1,6,3,0,1,24,63,0,1,26,0.53,38,0,17,0,2160,183,1,3,0.46,0.37
KornstiK#1177,2740,1397,120,0,0.18,2,1,0,3,0,3,0,0,0,0,0,1277,0,0,0,0,0,0,2,0,0,0,0,0.54,2,0,1,0,60,0,0,1,0.5,0.51
RICEHARD#1905,2648,20625,5113,0,0.09,26,15,0,52,0,26,1,2,0,1,0,15454,4,2,0,1,2,0,21,87,0,1,13,0.44,17,0,4,0,1680,95,0,9,0.33,0.49
Elpikot#2844,2227,17269,3137,0,0.14,29,16,0,43,0,26,1,3,0,2,0,14005,3,2,0,1,0,0,8,32,0,0,13,0.47,17,0,14,0,1560,190,0,3,0.25,0.66
Alex#115598,2473,44911,6484,1,0.19,103,50,0,118,0,80,2,5,0,3,0,37207,13,5,3,5,0,0,28,44,0,0,32,0.5,79,0,42,0,3300,330,3,12,0.46,0.54
PrinceKael#1116,3531,9902,876,0,0.16,17,6,0,30,0,16,0,1,0,1,0,9025,2,0,0,1,1,0,6,10,0,0,8,0.5,15,0,3,0,660,52,0,3,0.46,1.0
Andreya#2441,2327,6572,2011,0,0.11,5,11,0,8,0,5,1,1,0,0,0,4561,3,1,0,2,0,0,2,2,0,0,5,0.57,5,0,2,0,480,18,0,0,0.32,0.07
ScottPilgrim#2792,3015,292,146,0,0,0,2,0,1,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,120,0,0,1,0.14,1.0
jc911142#1518,3203,397756,58630,15,0.21,767,454,0,985,0,679,16,40,2,23,0,333995,80,30,32,19,6,2,243,717,0,0,355,0.53,674,0,225,1,25200,6325,17,28,0.44,0.59
nines#1240,2456,2077,450,0,0.21,3,3,0,5,0,3,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,1,0,0.4,3,0,1,0,180,0,0,0,0.28,0.0
Anthros#21299,1954,2377,0,0,0.26,6,4,0,7,0,2,1,1,0,0,0,2377,1,0,0,1,0,0,1,0,0,0,4,0.42,4,0,1,0,300,0,0,0,0.29,0
Momario#1746,1967,11049,2328,0,0.07,9,16,0,15,0,8,0,2,0,1,0,7969,3,1,1,1,0,0,4,9,0,0,0,0.52,9,0,2,0,900,0,5,1,0.37,0.8
Toxicman#11796,2719,32071,3224,1,0.15,83,34,0,92,0,72,1,4,0,3,0,28201,10,2,4,4,2,0,20,42,0,0,27,0.44,59,0,35,0,2580,416,1,7,0.43,0.69
Randyotter#2627,2312,760,445,0,0.06,1,5,0,1,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,0,0,0,0.06,0
Kiri#11484,3553,5827,1783,0,0.12,6,10,0,15,0,9,1,1,0,1,0,4044,2,1,1,0,1,0,5,62,0,1,1,0.39,4,0,1,0,660,0,0,0,0.26,0.47
Illushionzz#1372,3211,244257,32731,3,0.2,479,313,0,593,0,428,16,27,1,10,0,207583,55,24,12,19,3,2,163,284,0,0,217,0.53,418,0,160,1,18000,2177,16,0,0.43,0.38
LazyTitan#215890,2138,14435,0,0,0.11,28,16,0,33,0,21,2,2,0,1,0,0,2,0,0,2,0,0,15,43,0,0,0,0.42,20,0,6,0,1500,79,0,3,0.23,0.26
Potvisjong#2571,2962,310,120,0,0,0,1,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,44,0,0,0,0.09,0
binch#11264,2415,15801,4992,0,0.08,20,21,0,19,0,12,1,2,0,1,0,9902,4,1,1,2,0,0,4,13,0,0,6,0.6,10,0,6,0,1260,0,2,2,0.34,0.29
Satol#4438,3632,28771,3536,0,0.12,42,31,0,72,0,51,1,3,0,2,0,24549,9,3,2,3,0,1,22,51,0,0,16,0.55,39,0,17,0,1860,172,2,1,0.5,0.65
Pentium#11250,2857,16518,3912,0,0.28,36,12,0,36,0,27,0,2,0,1,0,12394,3,2,0,1,0,0,10,20,0,0,7,0.51,28,0,6,0,1140,5,1,4,0.39,0.7
Wolf#18793,2731,122303,13198,0,0.15,203,154,0,241,0,163,5,13,0,7,0,107325,24,8,9,7,0,1,64,203,0,1,99,0.51,158,0,54,0,7200,472,2,28,0.39,0.56
REAPER#19990,3000,2630,542,0,0.04,1,4,0,3,0,2,0,1,0,0,0,2088,1,0,0,0,0,0,0,0,0,0,1,0.4,1,0,0,0,240,0,0,0,0.28,0.26
PrincessPuma#2568,2317,14096,1238,0,0.15,22,13,0,43,0,22,0,2,0,2,0,12800,3,2,0,1,1,0,18,40,0,1,13,0.5,17,0,11,0,1260,43,0,6,0.32,0.89
Slumpen#2511,2792,95988,12381,2,0.15,170,83,0,248,0,156,4,11,0,8,0,82882,25,10,8,6,4,1,81,126,0,1,96,0.52,140,0,49,0,3600,905,2,10,0.45,0.66
TheRealDust#2551,1897,56657,4737,2,0.17,111,44,0,157,0,111,2,5,0,3,0,49945,12,4,3,5,0,0,41,121,0,0,48,0.57,79,0,46,0,3600,420,12,15,0.42,0.63
YamiOne#2996,2793,12043,785,0,0.08,13,20,0,31,0,20,3,3,0,0,0,11255,8,4,2,2,0,0,11,16,0,0,5,0.35,8,0,5,0,1500,39,0,3,0.33,0
AIMGOD#1855,3385,65684,8785,0,0.13,116,66,0,131,0,81,3,6,0,3,0,55947,16,5,5,7,1,0,28,44,0,1,64,0.53,87,0,21,0,3600,557,5,6,0.46,0.45
EmeraldDuo#1147,2552,245,120,0,0,0,0,0,1,0,1,0,0,0,0,0,125,0,0,0,0,1,0,0,0,0,1,0,0.13,0,0,0,0,60,0,0,0,0.07,1.0
Mudkipir#1502,3634,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,12,0,0,0,0.33,0
Joerind#21482,2062,7966,2057,0,0.12,8,7,0,20,0,11,0,1,0,0,0,5797,2,0,0,1,0,0,6,4,0,0,7,0.48,5,0,4,0,660,0,0,1,0.3,0.52
Radagar#6815,3006,2955,586,0,0.06,5,4,0,7,0,5,0,0,0,0,0,2369,1,0,0,0,1,0,2,21,0,1,0,0.46,2,0,1,0,180,0,0,1,0.36,0
VictorMiles#2377,2654,10358,3008,0,0.1,12,18,0,12,0,9,1,1,0,0,0,7234,2,1,0,1,0,0,3,1,0,0,9,0.5,10,0,6,0,960,0,0,0,0.24,0.34
Rhapsodie#11983,3546,1384,0,0,0.18,4,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,0,0,0,0,13,0,0,0,0.62,1,0,0,0,60,0,0,0,0.42,0
doctorkush#11275,3574,47212,8792,0,0.13,95,38,0,123,0,79,1,4,0,3,0,38341,10,4,3,3,0,0,34,76,0,0,43,0.51,72,0,24,0,3300,209,3,2,0.49,0.65
JujuSneezaer#1832,1817,22138,3390,0,0.11,38,22,0,50,0,25,3,3,0,0,0,18744,4,2,1,1,0,0,15,20,0,1,16,0.45,21,0,12,0,1920,66,3,7,0.31,0
KinSenpai#1315,2033,1948,1004,0,0.22,2,4,0,2,0,1,0,0,0,0,0,944,1,0,1,0,0,0,0,0,0,0,0,0.6,2,0,1,0,120,0,0,0,0.2,1.0
Lit#21714,3170,1302,106,0,0.21,4,5,0,3,0,2,0,0,0,0,0,1196,0,0,0,0,0,0,0,0,0,0,0,0.31,4,0,0,0,240,0,0,0,0.25,0
ramon#22267,2595,11912,1294,0,0.13,35,19,0,22,0,15,1,1,0,0,0,10590,4,1,1,2,0,0,3,2,0,0,13,0.45,11,0,7,0,1020,74,0,2,0.42,0.41
DaOrgest#1827,2134,303,215,0,0,0,2,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,55,0,0,0,0.5,0
BlondeGetCrz#2194,3200,275844,49405,0,0.15,382,236,0,541,0,357,15,27,0,12,0,222602,57,23,14,20,3,3,149,160,0,0,196,0.5,308,0,117,0,18000,1519,12,16,0.43,0.43
Shadow#113224,3228,42123,9537,1,0.16,77,32,0,96,0,59,1,3,0,2,0,32558,10,4,2,3,0,0,25,112,0,0,32,0.49,58,0,19,0,2340,442,0,6,0.41,0.8
Danusional#1897,4107,13225,3890,0,0.15,14,8,0,15,0,10,1,1,0,0,0,9335,2,0,1,1,0,0,4,9,0,0,6,0.58,13,0,6,0,780,54,0,4,0.44,0.1
Darkxan#2274,1347,3318,1551,0,0.1,2,2,0,4,0,3,0,0,0,0,0,1767,0,0,0,0,0,0,0,0,0,0,2,0.58,2,0,0,0,240,0,0,0,0.3,1.0
RustyKrieger#1125,3075,1320,120,1,0,0,0,0,2,0,2,0,0,0,0,0,1200,1,0,1,0,0,0,0,0,0,0,4,0.53,0,0,0,0,60,0,0,0,0.56,0
KingSavage#21955,2929,551,0,0,0.33,1,3,0,2,0,1,0,0,0,0,0,551,1,1,0,0,0,0,1,0,0,0,0,0.13,1,0,1,0,120,0,0,0,0.11,0.98
iStrykr#1785,3016,179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,48,0,0,0,0.08,1.0
barbell123#1764,2133,8521,267,1,0.14,23,5,0,13,0,8,0,1,0,1,0,8193,2,1,1,0,0,0,10,23,0,0,4,0.61,12,0,2,0,360,19,0,0,0.59,0.8
CharlieMadaB#1310,1358,34416,7326,0,0.13,63,32,0,63,0,38,2,3,0,1,0,26753,8,4,2,2,1,0,17,24,0,0,25,0.58,36,0,20,0,2460,107,1,2,0.4,0.45
Gre7n#11184,3975,11377,3690,0,0.14,12,9,0,17,0,12,1,1,0,0,0,7487,4,1,1,2,1,0,3,0,0,0,8,0.53,10,0,4,0,660,0,0,2,0.31,0.05
TomWang#11814,3000,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,17,0,0,0,0.5,0
NightWishe#1415,2523,12930,1179,0,0.15,20,18,0,33,0,23,1,1,0,0,0,10913,3,0,1,1,0,0,12,14,0,0,7,0.47,20,0,9,0,1080,56,2,2,0.37,0.33
Estysis#1475,2667,13401,2941,0,0.23,32,13,0,47,0,27,0,1,0,1,0,10274,3,1,1,1,0,0,13,59,0,0,6,0.44,22,0,8,0,1020,270,0,3,0.36,0.72
Akaomi#11337,2598,599,220,0,0,0,3,0,1,0,0,0,0,0,0,0,378,0,0,0,0,0,0,1,0,0,0,0,0.54,0,0,0,0,60,0,0,0,0.43,1.0
THEXX#2777,2548,237474,39760,0,0.11,318,265,0,463,0,278,12,26,1,13,0,194589,45,19,10,16,6,1,141,344,0,0,183,0.4,209,0,99,1,18000,599,11,87,0.32,0.52
sungmunhei#1462,2816,295,0,0,0,0,0,0,3,0,2,0,0,0,0,0,295,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0,0,0,58,0,0,0,0.25,1.0
phazyr#1991,3654,2766,120,0,0.07,4,3,0,11,0,5,0,0,0,0,0,2645,2,1,0,0,0,0,2,11,0,0,4,0.43,1,0,2,0,300,0,0,0,0.39,1.0
o5r#1717,3703,48205,0,1,0.1,100,31,0,106,0,68,3,4,0,1,0,0,11,4,3,4,1,0,29,164,0,0,0,0.61,55,0,30,0,2820,253,1,7,0.53,0.25
Yemenmohi#2176,2843,923,251,0,0.12,1,3,0,1,0,1,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0.36,1,0,1,0,120,0,0,0,0.25,0
winkkyy#2875,2581,267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,20,0,0,0,0.6,0
aracoon#1859,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SAiLyM#1837,2005,11498,1298,0,0.13,18,32,0,23,0,15,1,2,0,1,0,10200,2,2,0,0,0,0,5,27,0,1,17,0.37,12,0,9,0,1620,0,0,5,0.3,0.51
CongPow#1809,2675,35829,6144,0,0.15,65,40,0,96,0,56,2,4,0,1,0,29360,8,3,1,4,0,0,37,40,0,0,31,0.55,50,0,13,0,2700,67,0,3,0.46,0.35
Jeckal#2354,2370,32283,4656,0,0.11,52,24,0,72,0,40,3,4,0,0,0,27162,7,2,2,3,0,0,13,8,0,0,19,0.53,30,0,17,0,2220,54,2,10,0.39,0.13
Repaer#11158,2916,430,0,0,0.33,1,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0.17,1,0,0,0,57,0,0,0,0.17,0
PepperHood#1415,2151,16152,2202,0,0.16,35,13,0,45,0,30,0,2,0,2,0,13756,5,2,1,1,0,0,15,20,0,1,17,0.55,21,0,14,0,1260,55,0,8,0.33,0.87
Theatrics#11465,1915,6644,1277,0,0.08,8,9,0,9,0,6,1,1,0,0,0,5366,2,0,0,1,0,0,4,7,0,0,1,0.52,5,0,3,0,540,0,0,1,0.44,0
LovePhoton#6159,1646,18252,4885,0,0.13,18,11,0,29,0,19,1,2,0,0,0,11771,3,1,1,1,0,0,14,19,0,0,7,0.52,16,0,6,0,1080,19,5,1,0.37,0.31
Holy#1376,2088,239563,169,4,0.12,533,168,0,484,0,321,14,24,2,9,0,1131,54,22,12,20,4,0,132,659,0,0,2,0.47,295,0,130,0,14400,1191,21,33,0.4,0.37
Puppy#11335,2602,375,0,0,0.33,1,2,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0,57,0,0,0,0.3,0
Donut#21158,2793,23486,3429,1,0.2,42,20,0,53,0,37,1,2,0,1,0,19939,4,1,1,1,0,0,16,70,0,0,16,0.46,33,0,19,0,1620,210,1,8,0.38,0.59
Metsik#1836,1677,11589,1656,0,0.1,22,20,0,21,0,15,2,3,0,0,0,9725,5,2,1,2,0,0,9,20,0,0,4,0.47,11,0,6,0,1440,0,0,1,0.24,0.12
Shiyo#1636,2736,74564,14703,1,0.1,109,59,0,168,0,100,3,7,0,3,0,58516,15,7,3,4,1,1,54,128,0,0,79,0.56,70,0,45,0,3600,940,2,24,0.39,0.47
Icewem#2288,1858,360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,44,0,0,0,0.6,0
