battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scoped_accuracy,scoped_critical_hits,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,venom_mine_kills,weapon_accuracy,win_percentage
Shinrey#2644,2500,48824,6792,1,0.08,59,48,0,112,0,77,3,5,0,2,0,40950,13,5,4,4,1,1,26,79,0,0,57,0.52,34,0,35,0,3600,330,2,14,0.47,0.44
Billy2K17#2151,914,7477,1939,0,0.25,16,13,0,13,0,8,0,2,0,1,0,5463,3,2,0,1,0,0,3,25,0,0,10,0.39,13,0,2,0,840,7,0,2,0.18,0.87
Aky#2908,3554,8287,4234,0,0.09,5,9,0,9,0,3,1,1,0,0,0,4053,4,1,2,1,0,0,3,1,0,0,0,0.57,2,0,0,0,660,0,0,0,0.22,0.34
N3kr0#11594,2266,240,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,34,0,0,0,0,1.0
Akuz#2236,1551,3391,1760,0,0.03,1,1,0,3,0,2,0,0,0,0,0,1631,1,0,0,0,0,0,2,0,0,0,2,0.48,1,0,1,0,120,0,0,0,0.48,1.0
Botsman#2262,3277,159798,27595,3,0.17,273,140,0,349,0,213,5,16,0,10,0,131582,31,9,11,11,5,0,94,228,0,0,137,0.51,244,0,75,0,7200,958,5,13,0.44,0.66
EkalaAnte#21782,2827,93042,8895,6,0.21,227,71,0,239,0,182,4,8,0,5,0,83663,24,1,19,5,7,0,76,140,0,1,57,0.54,179,0,76,0,3600,2080,1,9,0.46,0.54
Emelcanyon#2789,2325,1379,469,0,0.3,3,3,0,4,0,4,0,0,0,0,0,911,0,0,0,0,0,0,1,0,0,0,0,0.5,3,0,2,0,120,0,0,0,0.25,1.0
SoiledX#1555,3046,1269,826,0,0,0,2,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,60,0,0,0,0.4,0
Nohbody#1267,2276,1059,803,0,0.1,2,1,0,1,0,1,0,0,0,0,0,256,0,0,0,0,1,0,0,4,0,1,0,0.71,0,0,1,0,120,0,0,0,0.09,0
USR#11366,3460,27220,4685,0,0.23,58,36,0,70,0,52,1,3,0,1,0,22309,2,1,0,1,0,0,19,43,0,0,26,0.43,50,0,14,0,2280,102,0,8,0.33,0.54
Apple#22789,2998,52026,0,0,0.17,106,45,0,113,0,74,3,4,0,0,0,0,9,4,2,3,0,0,36,47,0,0,0,0.54,76,0,31,1,3480,408,3,11,0.45,0.02
Abdala#11302,3963,16493,3968,0,0.15,39,34,0,33,0,15,3,3,0,0,0,12053,4,1,1,3,0,0,7,55,0,0,13,0.52,19,1,4,0,1440,83,0,1,0.36,0.04
Minkii#2721,2596,33763,4325,0,0.15,72,42,0,76,0,52,2,4,0,2,0,29190,6,3,1,2,3,1,14,72,0,0,21,0.46,45,0,16,0,2520,159,0,8,0.39,0.47
Flarez#11231,1958,2945,0,0,0.04,2,2,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0.45,1,0,1,0,180,0,2,1,0.3,0
SabreMogDawg#2169,2686,1706,248,0,0.11,2,6,0,1,0,1,0,1,0,0,0,1458,2,1,0,1,0,0,1,1,0,0,0,0.33,1,0,0,0,300,0,0,1,0.27,0
Ek326#1354,1589,1409,375,0,0.11,1,3,0,2,0,1,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0.61,1,0,1,0,120,0,0,1,0.56,0
teacuphero#6222,1976,38332,3965,2,0.18,86,35,0,97,0,61,1,3,0,2,0,33120,11,4,2,5,1,0,21,51,0,0,36,0.54,67,0,19,0,2340,376,7,11,0.5,0.62
BR34K#2909,2963,112949,0,1,0.11,137,67,0,205,0,118,5,9,0,4,0,0,22,10,6,6,0,0,58,182,0,0,0,0.57,110,0,38,0,3600,384,1,9,0.5,0.45
zila#11804,1139,8603,339,0,0.11,23,8,0,15,0,9,0,1,0,1,0,5828,4,1,0,2,0,0,4,16,0,0,1,0.41,10,0,4,0,780,0,2,3,0.36,0.61
Lagertha#21754,2531,36115,3271,0,0.1,55,62,0,96,0,59,3,6,0,3,0,31318,15,8,3,4,0,1,31,40,0,0,30,0.47,34,0,25,1,3600,278,3,17,0.39,0.5
Foti#11726,4164,159357,22784,4,0.12,293,147,0,365,0,273,6,14,0,8,0,131174,46,14,16,16,3,0,94,260,0,0,106,0.58,200,0,95,0,7200,1648,20,2,0.52,0.54
Kraiter#21414,3835,14857,1678,0,0.22,36,24,0,30,0,25,1,1,0,0,0,12779,4,2,1,2,0,0,6,5,0,0,6,0.44,27,1,12,0,1200,0,0,0,0.34,0.31
EmersonM#1940,1377,956,120,0,0.1,3,1,0,2,0,2,0,0,0,0,0,721,0,0,0,0,0,0,1,0,0,0,0,0.42,0,0,1,0,60,0,0,1,0.42,1.0
Mercy#15345,2292,63748,6883,0,0.12,90,43,0,144,0,83,1,6,0,5,0,55149,11,3,3,5,1,0,37,80,0,1,66,0.49,65,0,32,0,3600,270,2,10,0.4,0.81
Art5555em#2531,2561,9666,600,0,0.14,15,10,0,12,0,10,1,1,0,0,0,9064,2,1,0,0,0,0,2,26,0,0,7,0.43,10,0,3,0,720,0,0,1,0.4,0.36
hakkee#2443,4128,9742,1888,0,0.23,16,4,0,19,0,12,1,1,0,0,0,7555,3,0,2,0,0,0,4,5,0,0,9,0.57,16,0,5,0,480,55,0,0,0.52,0.36
Bends#11782,3365,45165,8707,0,0.24,85,58,0,80,0,56,4,5,0,2,0,35843,12,5,5,2,0,0,19,102,0,0,32,0.5,75,0,23,0,3540,320,0,1,0.42,0.32
Weeaboo#12417,2497,1976,438,0,0.17,3,2,0,5,0,4,0,0,0,0,0,1538,0,0,0,0,0,0,0,5,0,0,0,0.48,2,0,1,0,120,0,0,0,0.38,0.91
Unsung#1669,2951,3541,514,0,0.2,10,1,0,7,0,3,0,0,0,0,0,3026,1,0,0,0,0,0,1,3,0,0,6,0.42,6,0,1,0,180,0,0,1,0.46,1.0
msih#1394,2924,7564,1766,0,0.14,16,10,0,15,0,6,0,1,0,0,0,5798,1,0,0,0,0,0,5,25,0,1,3,0.47,5,0,2,0,540,18,0,0,0.41,0.28
Rios#11735,3432,62098,10467,1,0.24,118,64,0,126,0,91,3,5,0,2,0,51190,11,4,4,3,1,0,30,76,0,0,28,0.54,106,0,30,0,3600,630,2,7,0.44,0.41
HaRambo#2462,2684,718,0,0,0.16,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,1,0,1,0,54,0,0,0,0.37,0
LEGEND#14998,1965,18313,0,0,0.14,48,26,0,46,0,28,2,2,0,1,0,0,6,3,1,2,0,0,15,17,0,0,0,0.4,30,0,16,0,1680,80,0,5,0.39,0.27
xhoniuj#2187,2304,1166,72,0,0,0,4,0,3,0,1,0,0,0,0,0,1094,1,0,0,0,0,0,0,1,0,0,0,0.35,0,0,1,0,180,0,0,1,0.23,0
Andyxzw#21797,3000,1098,240,0,0.12,1,1,0,2,0,2,0,0,0,0,0,858,0,0,0,0,0,0,1,0,0,0,0,0.52,1,0,1,0,120,0,0,0,0.42,0.61
celaithien#2101,2913,235739,54177,4,0.14,328,183,0,449,0,301,16,25,1,8,0,179783,55,16,18,21,2,0,139,302,0,0,127,0.52,258,0,105,0,14400,680,3,9,0.4,0.34
SibHun#2903,2727,2089,26,0,0.09,3,1,0,5,0,5,0,0,0,0,0,2063,1,0,0,1,0,0,0,0,0,1,0,0.43,3,0,2,0,120,0,0,0,0.34,0
Lyaison#1551,1080,2973,452,0,0.05,5,3,0,6,0,4,0,1,0,0,0,2521,1,0,1,0,0,0,1,8,0,0,4,0.38,3,0,2,0,360,16,0,1,0.27,0.52
Nemesis#14122,2809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
Trib2Win#1964,2438,44908,5974,1,0.13,82,42,0,101,0,58,3,5,0,2,0,38444,10,3,3,4,0,0,43,104,0,0,29,0.45,54,0,23,0,3600,319,1,4,0.29,0.39
Tankypoo#11798,2568,5625,240,0,0.12,7,5,0,6,0,2,0,1,0,0,0,5310,1,1,0,0,0,0,2,0,0,0,3,0.44,7,0,1,0,360,0,0,0,0.4,0.75
TariqALharbi#2952,2820,1247,120,0,0.1,1,4,0,1,0,1,0,0,0,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,0.39,1,0,0,0,120,0,0,0,0.41,1.0
killer#25123,2462,4708,1176,0,0.11,6,4,0,8,0,5,1,1,0,0,0,3532,1,0,0,0,0,0,1,8,0,0,0,0.47,4,0,1,0,360,0,0,1,0.43,0
Aragorn77#21703,3269,3242,1232,0,0.28,4,1,0,1,0,1,0,0,0,0,0,2003,1,0,0,0,0,0,1,0,0,0,1,0.65,4,0,0,0,120,0,0,0,0.26,0.74
wolfy#2539,2673,1234,270,0,0.1,1,1,0,1,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0.44,1,0,0,0,60,0,2,0,0.4,0.54
JaSoN#18208,2450,6225,928,0,0.15,8,2,0,20,0,11,0,1,0,1,0,5297,2,0,1,0,1,0,5,0,0,0,8,0.46,7,0,3,0,360,0,0,3,0.31,1.0
Vettelfan#2667,2605,15437,3004,1,0.14,37,29,0,41,0,25,2,2,0,0,0,12130,4,1,1,2,0,0,11,102,0,0,12,0.47,20,0,8,0,1440,71,0,6,0.34,0.15
Sparkleton#21927,3000,2912,0,0,0.31,9,5,0,7,0,5,0,0,0,0,0,2912,2,1,1,0,0,0,1,0,0,0,2,0.35,5,0,1,0,300,0,0,0,0.23,0.13
LazyGhost#1871,2238,2365,120,0,0.11,4,1,0,11,0,9,0,0,0,0,0,2245,1,1,0,0,0,0,0,1,0,0,3,0.56,3,0,3,0,180,77,0,0,0.31,1.0
Self#21140,2700,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,14,0,0,0,0.33,0
silent#22915,2884,128582,29638,0,0.13,143,140,0,235,0,146,10,14,1,4,0,96534,29,12,6,11,1,0,76,209,0,0,89,0.51,111,0,52,0,7200,344,5,30,0.36,0.26
esatom#2617,2468,116087,10516,1,0.16,196,94,0,276,0,185,9,16,0,7,0,105255,26,9,10,6,0,0,85,32,0,0,96,0.44,152,0,81,0,7200,571,1,47,0.35,0.44
iiNeoShimaii#2396,2736,4828,120,0,0.22,13,6,0,9,0,8,1,1,0,0,0,4336,2,1,1,0,0,0,1,0,0,0,4,0.46,8,0,4,0,420,0,2,0,0.39,0
Jay#18916,2397,8834,1819,0,0.18,23,7,0,17,0,14,1,1,0,0,0,6751,1,0,1,0,0,0,6,81,0,0,7,0.51,17,0,5,0,540,37,3,0,0.4,0
DeluxeME#1313,2869,13930,2263,0,0.18,24,23,0,28,0,18,2,3,0,0,0,11367,3,1,1,0,1,0,11,7,0,1,1,0.51,17,0,8,0,1140,39,1,5,0.41,0.1
ATURBO#1672,2218,117911,19060,1,0.19,208,90,0,245,0,183,5,11,0,5,0,97209,29,9,11,9,2,3,57,158,0,1,84,0.59,183,0,67,0,3600,1231,7,23,0.47,0.5
M1racle#11258,1275,4461,687,0,0.09,5,5,0,7,0,5,1,1,0,0,0,3659,0,0,0,0,0,0,3,3,0,0,3,0.43,2,0,0,0,480,0,0,0,0.27,0
LuckyBastard#1916,2774,19668,6114,0,0.12,21,20,0,31,0,22,1,2,0,1,0,13553,4,3,0,1,0,0,9,5,0,0,12,0.51,15,0,7,0,1260,19,0,4,0.32,0.61
silvanomilia#2738,2462,16418,1413,0,0.17,24,7,0,42,0,27,0,3,0,3,0,15004,7,2,3,2,0,0,10,11,0,0,10,0.49,21,0,10,0,1140,110,0,6,0.4,1.0
Sinjin#1505,2225,17508,2682,0,0.08,15,29,0,28,0,18,2,2,0,1,0,14827,7,3,1,3,0,0,8,40,0,0,2,0.53,13,0,3,0,1680,0,0,2,0.35,0.26
kRYSTIAN#22803,2378,600,360,0,0,0,0,0,2,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,57,0,0,0,0.22,1.0
Omareto#2763,2267,22750,4477,0,0.12,31,33,0,28,0,17,1,3,0,2,0,17090,7,4,1,2,0,0,12,38,0,0,15,0.37,18,0,4,0,2160,55,5,4,0.28,0.58
Crysdale13#1288,2897,10564,1982,0,0.21,18,16,0,16,0,12,1,2,0,1,0,8430,4,1,1,2,0,0,1,30,0,0,1,0.45,17,0,5,0,840,0,0,0,0.37,0.64
Exerit#2876,2949,1066,0,0,0.12,4,1,0,2,0,2,0,0,0,0,0,1066,0,0,0,0,0,0,1,2,0,0,0,0.5,1,0,1,0,60,0,0,0,0.46,0
poortea#2424,1695,96443,10170,2,0.14,171,124,0,217,0,149,8,14,0,6,0,83949,22,6,4,12,3,0,68,195,0,0,73,0.48,143,0,45,0,7200,802,4,9,0.44,0.42
NoneGrasse#2429,2898,2053,335,0,0.11,3,2,0,2,0,2,0,0,0,0,0,1378,1,0,1,0,0,0,1,0,0,0,1,0.53,3,0,1,0,120,0,0,0,0.38,0
processtuna#1726,2090,867,0,0,0.04,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,1,0,1,0,60,0,0,0,0.45,0
Neltique#1442,2587,16677,2423,0,0.2,25,7,0,36,0,22,1,1,0,1,0,14003,5,0,2,3,0,0,16,7,0,0,13,0.49,25,0,9,0,960,19,1,0,0.38,0.38
CleanUpCrew#21173,2332,863,166,0,0.04,1,4,0,1,0,0,1,1,0,0,0,696,1,1,0,0,0,0,0,0,0,0,3,0.3,0,0,0,0,120,0,0,1,0.26,0
PlaNKarN#1597,895,2798,0,0,0.08,2,2,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.47,2,0,3,0,180,0,0,1,0.42,0.49
YOGAMANCER#1511,2718,4851,383,0,0.11,6,8,0,8,0,3,1,1,0,0,0,4387,2,1,1,1,0,0,2,2,0,0,4,0.45,4,0,2,0,480,0,4,1,0.38,0
SrDebethdeth#1775,1481,1379,0,0,0.05,1,2,0,3,0,1,1,1,0,0,0,1378,0,0,0,0,0,0,2,0,0,0,1,0.25,1,0,0,0,240,0,0,0,0.24,0
GENJI#15897,2991,17866,0,0,0.14,27,25,0,40,0,25,1,2,0,1,0,0,7,2,2,2,0,0,11,41,0,0,0,0.52,19,0,11,0,1440,234,0,2,0.41,0.31
MrStelpan1#2307,1942,12435,0,1,0.1,15,7,0,30,0,15,1,1,1,0,0,0,3,0,1,1,0,0,8,40,0,0,0,0.42,14,0,6,0,1020,0,0,7,0.31,0.26
SealSteven#1837,2537,11412,1787,0,0.17,24,23,0,19,0,14,2,2,0,0,0,9443,2,1,1,0,0,0,5,64,0,1,5,0.43,15,0,8,0,1200,102,1,1,0.33,0
REAT1VEONE#2852,2197,24876,5561,0,0.15,42,23,0,53,0,37,1,2,0,1,0,18142,4,3,1,1,0,0,15,44,0,0,27,0.48,36,0,17,0,1980,28,1,5,0.34,0.39
PepsiColaSux#1316,1974,6522,475,0,0.17,17,13,0,15,0,11,1,1,0,0,0,5968,3,1,2,1,0,0,4,2,0,0,5,0.37,12,0,5,0,720,0,3,0,0.3,0
NotGenjiMain#2623,2705,48466,8691,0,0.14,76,58,0,88,0,62,4,5,0,1,0,39440,9,2,3,4,0,0,21,109,0,0,29,0.48,51,0,27,0,3600,197,1,2,0.34,0.17
Lycheeballz#6266,2591,2463,0,0,0.23,5,1,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,5,0,3,0,60,6,0,0,0.63,1.0
Renegod#1920,1544,192528,9842,0,0.07,310,215,0,301,0,151,19,22,1,3,0,39810,38,16,12,10,2,0,92,198,0,0,34,0.47,127,0,60,1,14400,224,6,68,0.31,0.12
Birdman#11314,2554,104018,11310,1,0.18,195,90,0,261,0,181,6,12,0,6,0,92343,27,11,6,9,0,0,64,169,0,0,90,0.51,153,0,63,0,7200,813,0,14,0.41,0.5
Sunwave#2177,3082,4233,1112,0,0.08,4,4,0,8,0,4,1,1,0,0,0,3121,1,1,1,0,0,0,4,0,0,0,2,0.59,1,0,1,0,240,0,0,2,0.39,0
OliTheGreat#11249,3021,240,0,0,0,0,2,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,60,0,0,0,0.18,0
Artist#22910,1282,169648,33700,1,0.13,328,194,0,326,0,204,16,27,1,10,0,133391,36,16,8,13,1,0,100,314,0,0,103,0.47,194,0,88,0,14400,299,13,19,0.33,0.38
Ohhitzghost1#2816,3662,8541,2879,0,0.12,8,3,0,20,0,14,0,1,0,1,0,5593,2,1,1,1,0,0,3,7,0,0,6,0.61,8,0,2,0,480,19,0,1,0.38,0.95
tryhard420#11197,2772,5175,280,0,0.16,12,4,0,16,0,11,0,0,0,0,0,4890,1,1,0,0,0,0,3,1,0,0,4,0.39,7,0,3,0,420,227,0,1,0.36,0
Zekro#2784,1909,521,0,0,0,0,3,0,0,0,0,0,0,0,0,0,510,1,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,120,0,0,0,0.13,0
AseTyr#2870,2406,33915,4628,0,0.17,52,45,0,73,0,40,3,4,0,1,0,28337,9,6,1,2,0,0,27,83,0,0,26,0.48,45,0,17,0,2820,99,4,7,0.44,0.17
Oswin#11986,3525,633,162,0,0,0,1,0,1,0,1,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,60,0,0,0,0.25,1.0
Hetarack#2455,3634,91142,19920,2,0.16,193,73,0,167,0,118,3,8,0,4,0,69835,21,5,9,7,2,0,45,75,0,0,60,0.54,118,0,26,0,3600,511,3,10,0.46,0.53
juicymangoes#11321,2770,4669,696,0,0.09,4,5,0,9,0,5,0,0,0,0,0,3973,0,0,0,0,0,0,0,8,0,0,3,0.52,4,0,1,0,360,0,0,1,0.5,0.13
Apple#14680,1834,2668,0,0,0.04,5,4,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.3,0,0,1,0,300,0,0,1,0.46,0
Doomfist#21984,2988,24110,5644,0,0.15,34,15,0,51,0,33,1,2,0,1,0,18363,7,3,2,2,1,0,14,21,0,1,11,0.45,29,0,13,0,1740,102,1,0,0.38,0.52
REINHARDT27#2515,2506,15519,2701,0,0.2,34,24,0,41,0,30,2,3,0,1,0,12818,4,2,0,2,0,0,16,17,0,0,10,0.44,26,0,11,0,1620,0,0,0,0.38,0.37
StopTrying#11819,2818,182659,38646,2,0.15,310,172,0,389,0,248,7,17,0,10,0,141614,32,10,9,13,5,0,106,276,0,0,115,0.48,217,0,71,0,10800,1261,9,27,0.36,0.58
Babo#22986,3043,5956,2311,0,0.07,5,10,0,9,0,4,1,1,0,0,0,3513,4,2,2,1,0,0,5,12,0,0,3,0.45,3,0,2,0,600,0,2,0,0.28,0.35
diar#21257,2786,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
KevinDinkel#1643,2465,216322,27846,1,0.13,345,193,0,471,0,340,12,21,1,9,0,113298,53,23,14,15,0,0,134,276,0,0,104,0.51,300,0,118,0,14400,1175,10,10,0.47,0.42
Quizmania#6622,1228,13091,1671,0,0.14,18,15,0,30,0,23,1,2,0,0,0,11418,4,1,2,1,0,0,5,22,0,1,10,0.48,16,0,7,0,900,232,0,5,0.4,0.28
DVA#21359,3528,10211,0,0,0.15,23,15,0,11,0,8,1,1,0,0,0,0,1,1,0,1,0,0,2,3,0,0,0,0.53,8,0,5,0,900,0,0,1,0.48,0.04
Cathcart#2493,3736,51310,10341,0,0.21,112,66,0,113,0,79,1,5,0,4,0,40766,15,5,6,4,1,0,14,40,0,0,31,0.5,81,0,34,0,3600,281,0,12,0.41,0.73
crow#21358,1411,18051,4446,0,0.1,22,19,0,39,0,17,1,3,0,2,0,13324,2,0,1,1,0,0,10,27,0,0,8,0.39,12,0,7,0,1800,0,1,9,0.18,0.69
Mino#11698,1879,735,144,0,0.66,2,3,0,0,0,0,0,0,0,0,0,591,1,1,0,0,0,0,0,8,0,0,0,0.23,1,0,0,0,60,0,0,0,0.05,0
YOURMOMSD#1360,2330,173098,29798,2,0.18,289,163,0,344,0,246,8,16,0,8,0,142115,39,13,12,15,5,1,67,114,0,0,106,0.51,234,0,96,0,10800,755,1,25,0.4,0.47
Noncadia#2659,1707,1041,283,0,0.33,2,1,0,1,0,1,0,0,0,0,0,758,0,0,0,0,0,0,0,1,0,0,0,0.75,2,0,0,0,60,0,0,0,0.5,1.0
Zimbo#2776,3211,337,337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,21,0,0,0,0,0
ZGRaz0rBlade#2654,2515,7145,886,0,0.23,19,5,0,20,0,16,0,1,0,0,0,6109,2,0,1,1,0,0,8,5,0,0,2,0.61,16,0,7,0,420,95,1,0,0.46,0.6
wulfdora#1379,1871,2491,153,0,0.08,2,0,0,2,0,0,0,0,0,0,0,2307,0,0,0,0,0,0,2,5,0,0,1,0.51,2,0,0,0,120,0,0,0,0.53,1.0
GorillaJelly#1771,2201,21110,5556,0,0.13,22,30,0,43,0,27,2,3,0,1,0,15553,4,3,0,0,0,0,12,8,0,0,7,0.48,18,0,9,0,1920,92,0,4,0.27,0.37
HentaiFlex#1965,4046,47713,3732,4,0.21,129,37,0,139,0,100,1,4,0,3,0,43966,11,1,8,3,1,0,45,60,0,0,29,0.55,111,0,37,0,2640,1301,0,6,0.49,0.65
Jimmy#14247,2927,152552,22529,6,0.17,284,119,0,367,0,260,4,14,0,10,0,128326,35,8,15,11,2,2,78,112,0,0,119,0.52,233,0,98,0,7200,1598,8,17,0.42,0.72
Jaraz#1509,2780,1780,88,0,0.27,6,3,0,5,0,5,0,0,0,0,0,1692,1,0,0,1,0,0,0,0,0,0,1,0.41,4,0,4,0,120,0,0,0,0.4,0
RattleSnake#2652,1919,8423,690,0,0.16,20,7,0,22,0,11,0,1,0,0,0,6434,1,1,0,0,0,0,11,175,0,1,12,0.54,7,0,3,0,840,0,4,1,0.34,0.47
FforFun#2174,2137,18860,3342,1,0.09,24,8,0,39,0,19,1,2,0,2,0,14822,7,3,1,3,1,1,12,27,0,1,15,0.52,17,0,10,0,900,230,1,4,0.34,0.75
spoon#21574,3177,7724,307,0,0.11,18,17,0,14,0,10,0,1,0,1,0,6941,2,1,0,0,1,0,6,6,0,0,9,0.38,8,0,3,0,900,10,0,2,0.31,0.79
Cryzy#2427,2559,8860,1348,0,0.16,14,10,0,14,0,8,1,1,0,0,0,7511,4,2,1,0,0,0,3,45,0,0,8,0.48,11,0,3,0,660,0,0,4,0.32,0
Sexypancake#2756,2153,282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,33,0,0,0,0.33,0
Vellamia#1881,2868,2505,732,0,0.1,2,3,0,4,0,4,1,1,0,0,0,1772,1,0,0,0,0,0,0,0,0,0,0,0.35,1,0,1,0,180,0,0,0,0.22,0
jigglysmu#1376,2891,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,365,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,60,0,0,0,0.28,0
CosmicReaper#11528,2856,159704,19534,0,0.17,252,134,0,350,0,215,8,15,1,6,0,138085,35,12,12,11,5,1,93,50,0,0,113,0.48,218,0,105,0,10800,997,3,26,0.4,0.41
Gubbins#2603,2607,1456,0,0,0.15,3,2,0,5,0,3,0,0,0,0,0,1456,1,0,0,1,0,0,0,5,0,0,0,0.54,3,0,0,0,120,0,0,0,0.33,0
LeDawson#1988,2900,1704,168,0,0.03,1,2,0,6,0,3,0,0,0,0,0,1536,1,0,0,1,0,0,0,0,0,0,0,0.45,1,0,0,0,120,0,0,1,0.46,0
JackieDrinks#1831,3000,38172,8739,0,0.16,65,32,0,89,0,64,1,3,0,2,0,29026,9,4,3,2,0,0,32,43,0,0,26,0.54,51,0,24,0,2460,551,2,5,0.39,0.71
Danger#22539,1964,48329,9009,0,0.15,76,47,0,90,0,53,5,6,0,1,0,38826,13,7,2,5,0,0,23,57,0,1,31,0.47,52,0,22,0,3600,172,0,15,0.32,0.24
Spanky#2630,2655,38422,9105,0,0.1,39,26,0,81,0,38,3,4,0,1,0,28829,10,4,3,3,0,0,25,16,0,0,26,0.5,31,0,11,0,2760,133,1,6,0.35,0.24
RayRay#1317,2411,60004,8797,0,0.14,99,64,0,128,0,80,5,7,0,2,0,49327,10,7,1,2,2,0,35,52,0,0,52,0.47,73,0,28,0,3600,90,7,14,0.42,0.33
Toxic#2232,2655,53198,10108,1,0.13,68,33,0,117,0,74,3,6,0,3,0,42302,11,2,5,4,0,0,27,75,0,0,33,0.51,46,0,28,0,3600,125,1,12,0.39,0.47
MaGiCdAkInG#1458,3149,89844,13253,0,0.17,192,81,0,192,0,127,4,8,0,4,0,75960,19,6,8,4,2,1,57,278,0,0,45,0.52,127,0,45,0,3600,1306,1,7,0.45,0.47
Fanboy#11847,3307,15653,1758,0,0.14,27,22,0,38,0,24,1,2,0,0,0,13719,3,1,1,1,0,1,10,15,0,0,7,0.36,22,0,7,0,1320,68,0,7,0.4,0.28
Wolf#18222,2337,6171,431,0,0.06,4,5,0,11,0,5,1,1,0,1,0,4888,3,1,1,2,0,0,3,9,0,0,4,0.42,4,0,1,0,600,0,7,1,0.24,0.38
Stack#21421,2691,4388,724,0,0.08,5,7,0,13,0,8,0,1,0,1,0,3664,2,1,0,1,0,0,3,21,0,0,0,0.51,5,0,3,0,360,0,0,0,0.45,1.0
Suttin#1773,2216,634,0,0,0.07,1,2,0,1,0,1,0,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,60,0,0,0,0.42,1.0
imdeadinside#21547,4051,212101,23527,2,0.17,442,267,0,557,0,402,15,27,0,12,0,187242,54,21,15,19,2,3,155,324,0,0,170,0.52,357,0,149,0,18000,1831,9,23,0.4,0.45
FUNKe#1700,3881,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,39,0,0,0,1.0,0
Stats#31177,3332,66489,14309,0,0.11,104,66,0,139,0,75,2,6,0,4,0,52058,12,6,3,4,0,1,44,167,0,0,51,0.54,69,0,21,0,3600,94,0,13,0.33,0.62
coffer990#2677,2931,79068,6962,1,0.24,200,72,0,231,0,190,4,8,1,3,0,69811,16,3,6,7,0,0,49,78,0,0,48,0.51,179,0,79,0,3600,789,3,9,0.48,0.43
Navi#12828,1820,5925,768,0,0.19,15,3,0,16,0,8,0,1,0,1,0,5152,2,0,1,0,0,0,1,1,0,0,11,0.62,12,0,4,0,300,127,5,2,0.45,0.99
HiImCalder#1869,2345,220906,0,2,0.13,406,162,0,467,0,309,11,22,1,10,0,0,49,21,13,15,2,1,141,275,0,0,0,0.47,298,0,117,1,14400,2374,4,25,0.41,0.44
Milarkor#2814,2222,1734,1049,0,0.14,1,3,0,2,0,2,0,0,0,0,0,685,1,1,0,1,0,0,0,0,0,0,1,0.42,1,0,1,0,120,0,0,0,0.17,0
