battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deadeye_kills,deaths,defensive_assists,eliminations,environmental_kills,fan_the_hammer_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Galva#21881,2880,35473,7997,0,0.08,34,8,43,0,57,0,9,32,2,3,0,1,0,27406,9,3,1,5,0,0,20,182,0,1,0,9,0,2280,223,0,0.39,0.2
Maeksense#2374,3000,14826,3749,1,0.06,12,5,6,0,30,0,2,18,0,1,1,0,0,11076,2,0,2,0,0,0,15,40,0,0,0,2,0,660,275,1,0.53,1.0
Methgoddess#1832,2269,122282,24659,1,0.1,128,71,120,0,298,0,38,189,5,12,0,7,0,96638,32,13,7,12,5,7,121,419,0,0,0,43,0,7200,1228,2,0.35,0.59
Huginn#2924,2361,1153,839,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,8,0,0,0,0,0,60,0,0,0.29,0
ATimeWizard#1803,2188,4430,210,0,0.05,3,4,14,0,7,0,1,7,1,1,0,0,0,4220,1,1,0,1,1,0,1,1,0,1,0,5,0,480,50,0,0.34,0
color#11490,3631,211130,57145,6,0.09,214,51,200,0,401,1,86,236,10,15,0,5,0,148926,41,10,18,13,3,3,129,461,0,0,0,58,1,10800,2315,17,0.45,0.33
Chubby#2226,2988,8980,140,0,0.05,6,1,21,0,9,0,0,6,1,1,0,0,0,165,2,0,2,0,0,0,5,31,0,0,0,1,0,840,0,0,0.33,0
Kaiza#21984,2360,79088,13226,0,0.09,78,38,140,0,173,0,9,103,7,10,1,3,0,63396,24,11,6,7,3,3,64,427,0,1,0,29,0,3600,314,8,0.46,0.29
LazyTitan#41606,1498,39000,5176,1,0.11,55,9,23,0,93,0,0,69,1,3,0,2,0,32609,9,4,3,2,1,0,43,188,0,0,0,15,0,2040,789,4,0.49,0.67
LaDragon#1467,2215,46952,16702,1,0.06,37,17,50,0,77,0,4,45,4,5,0,1,0,29013,12,7,2,4,0,0,21,157,0,0,0,16,0,2940,268,2,0.46,0.17
Lukkyy#11510,2105,349345,99653,4,0.13,455,92,309,0,614,0,44,361,16,28,0,13,0,245641,66,21,18,27,3,3,281,2053,0,0,0,92,1,18000,1787,14,0.39,0.44
Floyt#1421,2919,58189,0,0,0.05,43,11,36,0,101,0,1,53,1,4,0,3,0,0,14,2,4,8,1,0,39,246,0,0,0,12,0,2820,533,4,0.43,0.71
Noodles#22868,1472,220868,0,2,0.08,247,63,226,0,418,0,9,268,10,20,1,9,0,0,44,16,13,14,2,8,177,1351,0,0,0,61,0,14400,1855,18,0.56,0.43
GINGERvater#1907,2018,20492,5830,0,0.05,11,4,18,0,21,0,1,17,2,2,0,0,0,13778,4,1,2,0,2,0,11,48,0,0,0,3,0,960,82,0,0.4,0
ZhBlade312#1139,3535,123214,27459,3,0.09,129,30,125,0,280,0,39,166,5,11,1,4,0,94801,30,13,9,8,3,0,119,453,0,0,0,27,0,3600,1156,5,0.39,0.44
G4liX#2558,3120,148729,31525,2,0.11,180,51,145,0,291,0,32,191,7,13,0,6,0,115642,31,7,9,14,1,7,126,389,0,0,0,49,0,7200,847,6,0.43,0.45
Brumhard#2935,3282,22720,4454,0,0.11,28,5,12,0,43,0,4,27,1,2,0,1,0,17954,2,1,1,0,0,0,18,38,0,0,0,6,0,1140,166,0,0.5,0.6
midas#3182,2971,19609,0,0,0.06,17,3,18,0,33,0,9,19,1,2,0,1,0,0,3,2,0,1,0,0,12,39,0,0,0,9,0,1200,78,0,0.41,0.57
Bagner#2501,2692,22779,7228,0,0.01,5,4,23,0,45,0,12,23,0,2,0,1,0,15368,4,3,0,0,0,0,15,116,0,0,0,7,0,1500,1,0,0.3,0.79
maxipad21972#1976,2443,47536,12297,0,0.07,44,16,61,0,101,0,24,64,3,5,0,2,0,35022,11,7,2,3,1,2,44,191,0,0,0,5,0,3600,58,1,0.34,0.47
Blokkito#1490,2998,167780,49013,3,0.12,199,42,129,0,302,0,15,185,4,10,0,6,0,117828,27,10,8,9,3,3,118,425,0,0,0,42,0,7200,1265,0,0.4,0.6
Albi#22380,3259,145111,35639,1,0.1,148,43,170,0,265,0,13,160,10,14,0,4,0,108188,33,12,12,9,3,1,98,801,0,0,0,38,0,7200,675,5,0.34,0.3
etongamer#11333,1591,1407,412,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,995,1,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0.3,0
Pollorobot09#1179,2816,4211,870,0,0.09,5,0,6,0,6,0,2,5,1,1,0,0,0,3316,3,1,1,1,0,0,3,15,0,0,0,2,0,360,19,0,0.42,0
EFFECT#21281,3109,101669,20198,3,0.11,137,26,77,0,202,0,30,119,2,8,0,5,0,80818,22,10,5,8,5,1,68,505,0,0,0,25,0,3600,577,0,0.39,0.68
eliwen#21646,2519,1063,653,0,0.16,1,0,1,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.3,0
Gamanis#1331,2013,10326,1423,0,0.1,15,6,13,0,22,0,6,11,0,1,0,1,0,8766,1,1,0,0,0,0,6,11,0,0,0,7,0,780,0,0,0.42,0.98
Lermons#1529,2696,14445,4053,1,0.16,23,2,10,0,31,0,6,24,0,1,0,1,0,10393,1,0,1,0,0,0,9,60,0,0,0,3,0,540,286,0,0.52,1.0
RafSimons#11386,2281,200,70,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,3,0,0,0,0,0,38,0,0,0.18,0
Turin#1836,2550,25722,6860,0,0.07,18,6,29,0,43,0,2,24,1,2,0,1,0,18861,5,3,1,1,1,0,16,109,0,0,0,6,0,1560,28,0,0.34,0.48
Krzykillax#1168,2101,135394,14854,3,0.12,208,46,153,0,354,0,30,230,8,15,0,6,0,118234,35,13,14,8,2,3,148,815,0,0,0,71,0,7200,2111,6,0.46,0.43
xp3rs0nne#2765,3606,191057,38518,2,0.1,210,49,189,0,361,0,41,210,9,14,0,5,0,151356,33,10,13,10,2,3,117,604,0,0,0,45,0,7200,1360,0,0.49,0.33
HOBOteo#1376,2352,472932,60825,8,0.09,530,147,436,0,1097,0,108,671,19,44,1,25,0,406481,82,26,19,36,2,9,394,1942,0,0,0,214,1,32400,3268,31,0.48,0.57
Hogey#2754,3117,42349,8415,0,0.07,34,14,47,0,90,0,5,51,3,4,0,1,0,33606,11,5,1,5,0,1,30,156,0,0,0,5,0,2640,439,0,0.4,0.27
DAD#12228,2492,21815,2982,0,0.1,26,9,35,0,43,0,1,23,2,2,0,1,0,18765,4,1,1,2,0,0,9,67,0,0,0,9,0,1920,18,0,0.38,0.2
Tranxie#2620,2559,99124,24941,0,0.07,80,24,59,0,176,0,14,111,3,6,1,2,0,72465,14,5,4,5,0,1,62,298,0,0,0,11,0,3600,655,4,0.44,0.35
JESway#1972,2643,3353,1325,0,0.16,5,0,5,0,6,0,2,3,0,0,0,0,0,1996,1,0,0,0,0,0,3,13,0,0,0,0,0,180,0,0,0.34,0
RapidMaster#1367,2317,7263,901,0,0.06,6,1,10,0,17,0,6,12,1,1,0,0,0,6292,2,1,0,1,0,0,3,21,0,0,0,8,0,660,0,0,0.38,0.17
MetaC#2353,2413,55513,15085,0,0.15,83,13,50,0,96,0,8,58,3,5,0,2,0,39629,8,2,5,0,0,1,31,187,0,0,0,20,0,3180,194,8,0.33,0.35
Phumbles#11689,2456,9575,2015,0,0.09,12,0,8,0,12,0,2,5,0,1,0,1,0,7560,2,1,0,1,0,0,4,35,0,0,0,1,0,600,0,0,0.39,0.74
Lione3#2350,2793,4250,687,0,0.14,8,3,6,0,6,0,0,5,0,0,0,0,0,3563,0,0,0,0,0,0,2,9,0,0,0,1,0,300,0,0,0.51,0
zarp#2872,3195,65889,18040,0,0.06,54,22,70,0,102,0,16,63,3,4,0,1,0,47235,12,3,4,5,1,0,34,217,0,0,0,8,0,3360,344,0,0.46,0.18
rocc#11181,2685,36229,6867,1,0.1,45,8,42,0,58,0,2,37,3,4,0,1,0,29040,13,4,5,3,0,0,26,163,0,0,0,4,0,2220,87,0,0.46,0.28
Unexist#21667,2279,1338,165,0,0.05,1,1,3,0,4,0,1,3,0,0,0,0,0,1173,1,1,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.4,1.0
Nenco#1479,3144,178163,0,0,0.08,219,20,129,0,240,0,23,122,8,11,0,3,0,0,32,11,10,12,2,1,84,519,0,0,0,30,0,7200,471,4,0.52,0.28
RawrXD#2227,2580,36028,7176,0,0.07,31,8,36,0,74,0,11,44,3,4,0,1,0,28634,9,3,1,5,1,1,32,101,0,0,0,9,0,2340,18,0,0.43,0.27
Fury#31704,3624,1540,313,0,0.06,1,0,2,0,3,0,0,2,0,0,0,0,0,1227,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.2,0.97
honeydew#12780,2484,32362,4502,2,0.14,52,7,13,0,66,0,1,48,1,2,0,1,0,27771,5,0,4,1,0,0,19,92,0,0,0,12,0,1080,591,0,0.54,0.54
JonasK1604#21483,2747,1502,559,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,939,1,0,0,0,0,0,0,0,0,0,0,0,0,60,63,0,0.45,0.64
Skort#21772,3400,9371,2670,0,0.11,12,1,17,0,19,0,3,10,1,1,0,1,0,6701,2,1,0,1,1,0,8,35,0,0,0,2,0,720,0,0,0.32,0.43
pelaaja1#21571,1675,12975,1301,0,0.06,10,7,20,0,41,0,0,24,1,2,0,1,0,11572,3,3,0,0,0,1,24,83,0,0,0,5,0,1260,30,0,0.4,0.68
Erner0#2373,3366,44832,6694,1,0.07,41,9,40,0,79,0,1,47,1,4,0,2,0,37972,11,3,4,4,0,0,43,153,0,0,0,11,0,2640,358,0,0.47,0.64
Sscia#2468,2941,260136,0,12,0.12,419,89,137,0,578,0,41,421,4,17,2,11,0,0,46,7,29,11,3,10,213,750,0,0,0,143,0,10800,4155,8,0.55,0.65
NSXTX21#1471,2462,286,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.17,0
Sioc58#2285,2369,553,280,0,0.33,1,0,0,0,1,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0.11,1.0
FluffyWalrus#11973,3153,19334,4417,0,0.12,24,5,19,0,37,0,0,17,0,1,0,1,0,14710,3,1,1,1,0,0,17,127,0,0,0,4,0,1080,316,1,0.36,0.7
BubbaLs#1830,2988,2197,288,0,0.19,5,0,4,0,2,0,0,2,0,0,0,0,0,1909,1,0,0,0,0,0,1,3,0,0,0,1,0,180,0,0,0.36,0
shanakan#1350,1887,1818,1286,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.49,1.0
Skoll#11616,2717,758086,170865,7,0.08,694,291,698,0,1506,0,82,858,38,68,1,29,0,579666,147,56,41,51,10,22,529,2592,0,0,0,191,2,50400,4721,30,0.38,0.43
BazzBarge#2154,2007,5960,2191,0,0.22,11,1,6,0,5,0,0,5,1,1,0,0,0,3749,1,1,0,0,0,0,0,13,0,0,0,2,0,300,56,0,0.44,0.06
BoBBy#13259,3752,67794,20583,0,0.12,73,22,61,0,105,0,9,70,3,4,0,1,0,46610,13,4,5,4,1,2,47,207,0,0,0,10,0,3060,345,0,0.46,0.34
sayonara#11439,2700,25527,2262,0,0.1,35,7,28,0,65,0,6,50,0,3,0,2,0,22424,7,5,1,1,0,1,28,116,0,0,0,7,0,1740,168,0,0.47,0.94
Slamocalypse#21641,3797,97280,18405,2,0.12,145,15,99,0,149,0,8,97,6,8,0,2,0,78013,19,7,5,6,0,2,31,175,0,0,0,19,0,3600,358,0,0.45,0.21
TheSaint#1823,2804,61090,13264,0,0.08,57,11,70,0,102,0,24,56,2,6,2,2,0,45870,15,6,3,6,0,0,36,209,0,0,0,11,0,3600,294,3,0.43,0.54
CzarWizard#1380,2839,1410,0,0,0.1,2,0,3,0,1,0,0,1,0,0,0,0,0,1410,0,0,0,0,0,0,0,2,0,0,0,0,0,120,0,0,0.34,1.0
Spookymayne#1727,3195,36029,0,0,0.06,31,3,35,0,55,0,9,31,2,3,0,1,0,0,7,1,4,1,0,0,19,136,0,0,0,14,0,1980,67,3,0.48,0.31
Weeaboo#12804,2479,1821,840,0,0,0,0,5,0,4,0,1,1,0,0,0,0,0,981,0,0,0,0,0,0,1,1,0,0,0,0,0,180,0,0,0.57,0
GoxiZHD#2407,3019,349735,84271,6,0.08,339,47,298,0,738,0,86,406,11,30,0,19,0,261443,69,24,22,23,2,1,250,1485,0,0,0,70,0,18000,2190,8,0.42,0.63
Orion#13919,2834,51696,0,4,0.12,95,7,26,0,150,0,0,101,1,5,0,4,0,0,16,3,12,2,0,0,50,126,0,0,0,25,0,2760,1170,9,0.51,0.79
Vertonic#1499,1998,72255,18108,1,0.1,81,18,52,0,123,0,18,76,2,6,0,4,0,53181,14,5,6,4,1,3,41,200,0,0,0,29,0,3600,603,0,0.41,0.59
Tjirp#1226,2727,912,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,33,0,0,0.6,1.0
Bigfoot#22949,2212,51189,11152,2,0.13,70,18,63,0,89,0,6,64,5,5,0,1,0,39374,15,4,6,5,0,1,28,155,0,0,0,24,0,3060,438,0,0.45,0.12
yore#2987,2020,4659,1845,0,0.05,2,0,6,0,6,0,0,3,0,0,0,0,0,2814,1,0,0,0,0,0,1,14,0,0,0,0,0,240,0,0,0.33,0.51
Onza#1496,2210,1939,808,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1131,0,0,0,0,0,0,1,8,0,0,0,0,0,60,0,0,0.45,0
davebow#2378,1696,13425,3634,0,0.01,3,1,21,0,23,0,6,13,2,2,0,0,0,9788,5,3,1,2,0,0,7,22,0,0,0,7,0,1200,0,2,0.42,0.21
Zouky#2213,2711,346539,79868,4,0.04,206,88,285,0,652,0,162,357,16,32,1,14,0,264466,72,23,26,24,5,2,206,1079,0,0,0,81,0,18000,1817,23,0.38,0.46
Flazeda#2829,3175,18404,3542,0,0.08,19,2,8,0,36,0,6,21,0,2,1,1,0,14257,4,1,1,2,0,0,11,35,0,0,0,2,0,840,97,1,0.48,0.86
LazyTitan#118601,3000,385739,0,8,0.06,401,70,236,0,639,0,79,348,13,27,1,13,0,0,69,21,25,23,6,4,207,1364,0,0,0,72,0,18000,1910,8,0.5,0.5
JxRevolution#1380,2057,74236,20693,0,0.06,50,11,97,0,143,0,47,89,6,8,0,2,0,52942,16,10,3,3,0,0,51,386,0,0,0,20,0,3600,213,2,0.41,0.27
fAst#12821,3849,120159,31605,1,0.07,102,31,103,0,218,0,25,137,5,8,0,3,0,87551,24,8,10,6,1,2,72,384,0,0,0,32,0,3600,751,0,0.43,0.42
Anulbrigader#1159,3056,42191,5193,0,0.11,62,14,45,0,78,0,7,49,2,3,0,1,0,36700,8,2,2,5,0,0,39,152,0,0,0,8,0,2460,325,0,0.46,0.46
ZUBAKINNY#1596,2383,67962,15839,0,0.06,50,22,81,0,99,0,3,51,4,7,0,2,0,50741,16,6,3,7,1,2,44,409,0,1,0,14,0,3600,162,2,0.43,0.34
Solreeper#11481,2814,312110,0,9,0.05,230,104,247,0,578,0,137,333,10,24,1,13,0,0,67,18,29,20,5,10,221,1577,0,0,0,88,0,18000,2605,19,0.49,0.53
EvilMiles#1698,2566,7339,0,0,0.09,9,2,9,0,10,0,1,6,1,1,0,0,0,7269,1,0,0,0,0,0,6,43,0,0,0,1,0,660,0,0,0.32,0.28
IceCreamKami#1402,2684,528,231,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0.5,0
JakobDenGode#2281,3473,99332,13385,3,0.13,153,27,70,0,191,0,3,119,3,6,0,3,0,85156,19,5,8,6,1,2,76,280,0,0,0,26,0,3600,657,2,0.47,0.49
Arnie#11127,3014,46584,15240,0,0.06,27,10,48,0,70,0,9,38,2,4,0,2,0,30998,11,3,2,6,0,0,25,238,0,0,0,11,0,2760,214,4,0.39,0.55
HANZOSUCKS#2907,1937,5882,236,0,0.13,11,0,10,0,15,0,1,9,0,1,0,1,0,5496,1,0,0,1,0,0,2,3,0,0,0,6,0,540,32,1,0.48,0.54
Nighthawkz#2968,1857,131030,34822,0,0.02,63,38,125,0,242,0,97,143,7,15,2,5,0,92544,26,7,7,12,5,1,81,317,0,0,0,35,0,7200,219,11,0.45,0.43
DonutMonkey#1530,2917,129,129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
Krunky#1656,2301,70841,14599,2,0.09,78,23,63,0,137,0,18,75,3,6,1,2,0,54845,16,2,7,6,1,0,56,334,0,1,0,11,0,3600,538,1,0.43,0.33
gerbodis#1285,2859,124235,23108,4,0.1,148,33,76,0,227,0,1,146,5,10,0,4,0,99897,24,5,13,6,1,1,62,241,0,0,0,30,0,3600,903,7,0.53,0.44
Sabrehawk#11699,1045,2864,1372,0,0.09,2,0,3,0,7,0,3,3,0,0,0,0,0,1493,1,0,0,1,0,0,4,36,0,0,0,1,0,180,0,0,0.15,0.36
ProfessaD#11182,3000,24127,8661,1,0.08,20,3,19,0,48,0,8,25,1,2,0,0,0,15236,4,1,1,2,0,0,24,262,0,0,0,4,0,1200,490,1,0.35,0.28
Rogue#13834,2276,9273,0,0,0.04,6,5,10,0,27,0,0,14,0,1,0,1,0,0,2,1,0,1,0,0,19,83,0,0,0,1,0,780,73,0,0.39,1.0
Jax#12141,2743,444716,95713,12,0.11,543,124,331,0,854,0,75,512,15,33,1,17,0,344725,100,24,48,28,1,8,301,1187,0,0,0,116,1,21600,3928,10,0.44,0.52
EricFung#4131,2318,2686,571,0,0.09,3,0,3,0,8,0,2,4,0,1,0,0,0,2114,1,0,1,0,0,0,4,3,0,0,0,0,0,180,9,0,0.4,0.66
Ricebowl#11910,2191,37363,13692,0,0.09,32,4,24,0,58,0,11,30,1,2,0,1,0,23081,5,2,1,2,0,0,20,260,0,0,0,6,0,1920,223,1,0.38,0.46
xCBASSx#1322,1926,1430,249,0,0.12,2,0,4,0,0,0,0,0,0,0,0,0,0,1181,1,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0.22,0
Tom#28586,3086,422600,89306,5,0.07,364,114,293,0,803,0,167,476,16,31,0,15,0,330089,83,23,30,30,3,6,334,1604,0,0,0,89,0,21600,3095,2,0.44,0.48
GoodOldMelli#2773,2450,1466,1152,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,0,0.21,0
Kapu#21452,2348,15513,3998,1,0.14,21,2,11,0,28,0,1,18,1,1,0,1,0,11066,4,1,2,1,1,0,12,100,0,0,0,4,0,720,17,0,0.39,0.39
Legend#32190,2354,181845,46925,0,0.08,170,51,200,0,371,0,64,208,10,21,1,9,0,133672,55,21,17,17,1,3,141,1348,0,0,0,49,0,10800,1101,5,0.38,0.47
Lezhy#21662,2256,103882,15797,0,0.07,97,46,127,0,210,0,15,131,6,10,0,4,0,86496,21,9,4,8,0,1,69,245,0,0,0,42,0,7200,429,13,0.34,0.43
Eqo#21180,4637,74462,15450,2,0.15,120,14,55,0,135,0,5,77,2,5,0,3,0,58545,14,2,6,5,5,1,43,249,0,0,0,12,0,3540,704,0,0.51,0.57
Scape#11262,1335,2373,165,0,0.23,7,1,4,0,7,0,0,6,0,0,0,0,0,2188,1,0,0,0,0,0,1,5,0,0,0,1,0,240,0,0,0.43,1.0
specops281#1292,2157,598,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.36,1.0
Tyurru#2469,2888,8512,215,0,0.05,7,0,21,0,16,0,3,5,1,1,0,1,0,8268,3,1,1,1,1,0,5,32,0,0,0,1,0,780,37,0,0.38,0.43
joreL#1423,3802,59171,9985,1,0.12,84,22,39,0,132,0,5,81,1,4,0,3,0,48815,12,4,6,1,1,0,58,201,0,0,0,9,0,2940,685,0,0.43,0.66
HarryNutshac#1793,3018,122139,24730,3,0.1,139,28,113,0,250,0,46,141,5,9,0,4,0,96309,28,8,10,9,0,2,101,420,0,0,0,36,0,3600,903,0,0.43,0.45
Veras#2979,2435,2009,359,0,0.08,3,0,4,0,2,0,0,0,0,0,0,0,0,1650,1,0,0,0,0,0,1,15,0,0,0,0,0,180,0,0,0.4,0
GoldenX#11610,1748,59628,13523,0,0.07,58,21,85,0,139,0,12,78,2,8,0,6,0,44969,10,6,2,3,5,2,30,294,0,0,0,29,1,3600,200,3,0.39,0.75
MimaW#11728,3190,4155,1381,0,0.07,3,0,7,0,4,0,0,1,0,0,0,0,0,2775,1,0,0,0,0,0,2,0,0,0,0,0,0,360,0,0,0.28,0.3
VriiiZ#2755,2936,27476,3234,0,0.07,28,5,24,0,59,0,12,39,2,2,0,0,0,23920,5,2,3,1,0,0,19,38,0,0,0,6,0,1500,361,0,0.5,0.2
Notorious#1670,2632,58980,16158,0,0.12,82,9,48,0,95,0,3,59,4,6,0,2,0,42347,9,2,3,4,0,0,18,175,0,0,0,15,0,3600,383,1,0.37,0.28
ElLorenzo#2618,2685,470,0,0,0.75,3,0,1,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.8,0
DaFran#21708,3147,89007,25337,1,0.1,91,14,167,0,152,0,7,102,12,13,0,1,0,62989,15,7,5,3,1,0,37,169,0,0,0,21,0,7200,240,1,0.34,0.07
Sythril#21494,2057,5469,0,0,0.03,3,1,5,0,7,0,2,3,0,1,0,0,0,0,2,1,0,1,0,0,3,4,0,0,0,1,0,300,0,0,0.45,0.55
Nekibri#2398,2856,30866,5156,0,0.1,37,14,38,0,68,0,4,36,1,3,0,2,0,25645,4,3,0,1,1,1,33,117,0,0,0,7,0,1980,299,0,0.39,0.7
SilentStorm#161724,1933,8217,1740,0,0.03,4,2,10,0,6,0,0,4,0,1,0,0,0,6236,2,1,1,1,0,0,3,22,0,1,0,1,0,480,0,0,0.37,0.58
FAZE#31362,2571,240353,40087,7,0.08,231,78,215,0,541,0,59,353,12,18,0,6,0,195867,51,10,25,15,6,4,214,1262,0,0,0,83,0,10800,2743,8,0.45,0.35
CarlM#21857,3148,193367,41234,2,0.12,273,45,166,0,397,0,36,214,4,14,0,10,0,150506,41,14,14,12,2,2,146,896,0,0,0,35,0,7200,1353,6,0.48,0.72
Skull#1804,2071,4234,1264,0,0.07,3,0,3,0,1,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,6,0,0,0,0,0,180,0,0,0.48,0.63
DHPolar#1608,2280,11507,0,1,0.05,10,4,15,0,25,0,6,15,0,1,0,1,0,0,4,0,3,0,0,0,16,48,0,0,0,2,0,900,237,0,0.48,0.59
NEXTRAGE#1269,2523,77066,0,3,0.05,54,14,44,0,105,0,17,66,5,5,0,0,0,0,12,4,7,2,0,0,56,471,0,0,0,18,0,3240,744,0,0.44,0.06
Jose#14471,2024,528,0,0,0.12,1,0,3,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0,0,0,1,0,120,0,0,0.28,0
GVKHAN#1705,3883,664977,138359,7,0.13,972,131,564,0,1371,0,99,806,27,49,2,21,0,522555,114,35,32,46,16,8,500,2389,0,0,0,107,0,32400,5605,7,0.46,0.44
LogicYS301#2572,1962,18727,3240,0,0.07,16,5,30,0,40,0,3,19,1,3,0,2,0,15316,3,2,1,0,0,2,10,87,0,0,0,2,0,1620,26,2,0.33,0.62
stroqles#2937,2331,4393,1340,0,0.11,7,2,1,0,11,0,0,11,0,0,0,0,0,2983,1,0,0,0,0,0,2,22,0,0,0,4,0,180,19,0,0.55,0.98
ITSNOTJACOB#1595,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.0
Aerogon#11579,2327,6748,2100,0,0.04,4,0,6,0,11,0,3,4,0,1,0,0,0,4649,2,1,0,0,0,0,5,73,0,0,0,1,0,360,86,0,0.38,0.71
Vinizao47#1958,2038,117602,34002,0,0.05,63,38,128,0,203,0,79,119,6,12,0,6,0,82564,23,9,2,12,4,3,60,712,0,0,0,27,0,7200,553,12,0.37,0.52
Stapelfeld#2346,4040,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.25,0
Frenzyyy#2320,2204,555,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,555,0,0,0,0,0,0,1,0,0,0,0,1,0,43,0,0,0.35,0
Cohen#1635,1877,1245,437,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,1,0,0,0,0,0,0,120,0,0,0.4,0
Toast#12314,3074,270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0.22,0
JamieJones#21384,2622,20992,6223,1,0.09,18,6,17,0,36,0,2,19,1,2,0,0,0,14561,6,2,3,1,2,0,13,34,0,0,0,1,0,1140,147,0,0.42,0.04
ScorchedOne#1898,1325,41659,24122,0,0.04,13,2,42,0,37,0,16,16,3,4,1,1,0,17440,6,3,2,1,0,0,16,103,0,0,0,1,0,3060,0,0,0.26,0.24
metron#1389,2373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1.0
GamingFatMan#1849,1346,31847,10920,0,0.04,15,14,50,0,58,0,12,39,2,4,0,2,0,20883,9,3,3,4,0,0,34,251,0,0,0,13,0,2640,84,0,0.35,0.42
ElitePhoenix#11221,1862,433,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.16,0
cdscoates#2773,2213,3182,788,0,0,0,0,1,0,14,0,4,5,0,1,0,1,0,2394,1,1,0,0,0,0,9,23,0,0,0,1,0,300,0,0,0.35,1.0
sebi#22150,3000,100894,19886,2,0.12,139,34,72,0,211,0,2,124,4,8,0,4,0,80687,24,8,7,9,0,1,77,199,0,0,0,23,0,3600,734,0,0.4,0.52
Yikamizi#4625,2891,45581,7862,1,0.08,57,13,52,0,92,0,13,56,2,5,0,2,0,37577,14,6,2,5,0,1,35,131,0,0,0,12,0,3060,100,0,0.42,0.5
PainTer#2801,3331,138372,22980,8,0.11,176,48,68,0,305,0,15,197,1,10,0,9,0,114398,25,5,16,5,3,4,113,307,0,0,0,43,0,3600,1913,2,0.5,0.9
NerR#21912,2828,11455,4675,0,0.03,5,5,7,0,15,0,5,12,1,1,0,0,0,6767,2,0,1,1,0,1,8,22,0,0,0,1,0,480,19,12,0.58,0
Turismo#11886,2938,5037,1199,0,0.09,5,1,0,0,7,0,2,3,0,0,0,0,0,3686,1,0,0,0,0,0,1,0,0,0,0,1,0,120,0,0,0.5,1.0
Blaze#14355,2093,2833,0,0,0.09,4,0,7,0,2,0,1,0,1,1,0,0,0,2703,2,1,0,0,0,0,0,19,0,0,0,0,0,300,0,0,0.37,0
