battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_reflected,deaths,defensive_assists,dragonblade_kills,dragonblades,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
LeGrosdu06#2233,2622,17115,1866,1,0.08,24,5907,28,0,4,9,28,0,16,2,2,0,0,0,15022,5,4,1,0,1,0,8,111,0,0,0,0,5,0,1560,67,5,0.24,0
Broken#21371,1504,1537,0,0,0.02,1,166,2,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,0,60,0,0,0.44,1.0
River#12168,2383,11843,2486,0,0.13,26,3449,23,0,4,6,32,0,19,1,1,0,0,0,9129,3,1,1,1,4,0,5,42,0,0,0,0,11,0,1020,73,0,0.25,0.08
limit#22601,2709,239633,67641,8,0.09,301,33171,160,0,91,88,372,0,201,9,14,1,4,0,169883,45,13,23,10,8,7,133,1134,0,1,0,0,30,1,7200,1489,11,0.33,0.3
munkeydung#1290,2444,1584,392,0,0,0,290,5,0,0,1,1,0,0,1,1,0,0,0,1192,0,0,0,0,0,0,0,6,0,0,0,0,0,0,240,0,0,0.26,0
NotSwitching#1709,3074,1430,168,0,0.03,1,42,1,0,0,1,6,0,2,0,0,0,0,0,1192,0,0,0,0,0,0,1,5,0,0,0,0,0,0,60,0,0,0.25,1.0
Chanysmodex#2219,2531,38956,8091,0,0.07,66,8495,47,0,10,16,89,0,48,2,4,0,2,0,30720,10,3,4,3,3,0,20,249,0,0,0,0,17,0,3000,50,2,0.36,0.43
Valcryon#1893,2164,6283,1864,0,0.07,9,1398,5,0,0,2,12,0,5,0,0,0,0,0,4417,2,0,1,0,0,0,6,31,0,0,0,0,2,0,240,5,0,0.4,0.29
PooDooSki#1424,2082,17598,5415,0,0.06,20,4081,20,0,3,7,40,0,16,1,2,0,1,0,11734,5,3,0,1,1,0,20,190,0,0,0,0,1,0,1260,100,0,0.3,0.7
Seahorse#11154,2753,43879,11541,0,0.09,65,6614,46,0,20,16,89,0,49,3,3,0,0,0,31385,9,3,5,1,4,2,28,211,0,0,0,0,10,0,2520,103,0,0.26,0.11
MeTiRambo#21370,2863,18274,2201,0,0.1,37,5306,28,0,13,10,36,0,18,2,2,0,0,0,15947,6,3,2,2,0,1,15,104,0,0,0,0,4,0,1380,43,0,0.25,0.17
Galino#2797,2926,2816,805,0,0.11,6,774,4,0,0,1,1,0,1,0,0,0,0,0,2011,1,0,0,0,0,0,0,5,0,0,0,0,0,0,180,0,0,0.35,1.0
MFD22#2605,3127,712907,159822,8,0.1,1149,133882,672,0,340,286,1469,0,734,31,57,2,24,0,539496,154,55,45,54,69,22,536,5009,0,1,0,1,109,0,36000,5348,47,0.29,0.44
JarGibbo#1115,3077,21582,5192,0,0.11,30,2479,11,0,14,9,53,0,31,0,2,0,2,0,15964,5,1,3,2,2,2,23,122,0,1,0,0,4,0,780,309,0,0.33,1.0
SHOTGUN2HEAD#1497,3279,15441,4405,0,0.13,36,3057,20,0,5,7,31,0,16,0,1,0,1,0,10664,3,2,0,1,1,2,16,96,0,0,0,0,1,0,1080,37,0,0.27,0.68
GnarNinja23#1464,2552,27937,10496,0,0.06,27,6674,30,0,11,8,43,0,23,3,3,0,0,0,17356,7,2,1,4,1,1,14,157,0,1,0,0,6,0,1980,52,0,0.25,0.11
Farufaru#1552,2384,33046,9747,0,0.08,44,5199,31,0,14,11,53,0,27,2,3,0,1,0,22594,5,2,2,1,0,1,14,165,0,0,0,0,2,1,2340,0,10,0.21,0.28
limux#21859,4300,520327,92435,11,0.1,904,97048,440,0,235,196,1104,1,614,22,40,1,17,0,418237,99,37,28,35,38,17,333,2523,0,0,0,0,114,2,25200,4445,11,0.37,0.43
RobertTheCat#11679,2455,8574,2411,0,0.06,14,1129,25,0,1,3,9,0,1,2,2,0,0,0,6134,5,3,1,1,0,0,3,63,0,0,0,0,1,0,1080,0,1,0.31,0
Jeroeneey#2379,3121,494,0,0,0,0,170,1,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.61,1.0
HrSebfie#2338,1663,9139,3201,0,0.06,9,1702,18,0,2,3,11,0,3,2,2,0,0,0,5748,0,0,0,0,0,0,6,99,0,0,0,0,0,0,840,0,5,0.22,0.02
Up2YoU#11507,2750,9899,3310,0,0.15,21,2781,13,0,3,4,30,0,12,1,1,0,0,0,6589,2,1,0,1,0,1,6,54,0,0,0,0,3,0,840,18,0,0.16,0.37
Noah#13435,3429,432790,84973,10,0.09,703,65051,346,0,162,156,1005,0,516,16,37,1,20,0,340153,109,32,36,41,41,12,363,2890,0,0,0,0,79,1,25200,3241,12,0.31,0.55
nICOL#2296,2558,7953,2587,0,0.03,4,1032,11,0,0,3,12,0,3,1,1,0,0,0,5340,4,1,2,1,0,0,2,47,0,1,0,0,0,0,480,0,0,0.24,0.02
Dryen#2109,2888,12540,2831,0,0.06,13,1936,9,0,5,6,30,0,14,1,1,0,0,0,9680,3,2,0,1,0,0,12,79,0,0,0,0,1,0,780,27,0,0.24,0
dissantro#2626,2502,27886,4089,1,0.08,47,3854,22,0,14,13,49,0,23,3,3,0,0,0,23733,10,2,6,2,1,1,23,160,0,0,0,0,11,0,2100,50,0,0.25,0.11
Gideon#11677,2416,368,0,0,0.4,2,150,3,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,6,0,0,0,0,0,0,120,0,0,0.1,1.0
NoodleMCGee#1949,2538,1180391,234635,26,0.09,1921,207225,1147,0,483,408,2449,0,1365,41,100,2,57,0,929908,274,83,93,98,121,40,825,7419,0,0,0,0,334,1,68400,8729,66,0.3,0.58
Xplode#21163,2897,612705,165229,18,0.09,893,94387,454,0,236,226,1148,0,552,19,45,0,25,0,439722,126,36,54,37,43,15,401,3138,0,0,0,0,105,0,28800,4084,20,0.27,0.56
Nicckz#11300,2780,13318,3408,1,0.1,23,1132,18,0,6,6,23,0,12,2,2,0,0,0,9583,7,1,2,3,0,0,6,96,0,1,0,0,5,0,900,0,1,0.29,0
Elstorko1#2148,3353,103002,39131,1,0.09,121,20139,61,0,37,28,158,0,75,4,7,0,3,0,63236,22,7,9,6,6,6,57,584,0,1,0,0,5,0,3600,537,9,0.3,0.45
Wexar#2121,2824,230154,60146,2,0.13,480,46296,269,0,86,86,410,0,199,14,21,0,7,0,166433,52,22,12,18,2,1,129,1406,0,0,0,0,41,0,14400,888,15,0.29,0.33
Nanotech#21114,2609,50753,10654,0,0.14,120,12864,45,0,23,16,112,0,56,2,4,0,2,0,38379,11,5,2,4,4,4,47,253,0,0,0,0,12,0,3000,493,7,0.32,0.53
xlandk1200s#1602,2501,259,6,0,0.25,1,102,1,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,0,0,0.19,0
DAZZLENOVAK#2354,2953,32003,6676,0,0.07,41,7114,38,0,9,13,58,0,23,2,3,0,1,0,24423,9,3,3,3,1,2,26,178,0,0,0,0,4,0,2160,120,1,0.25,0.34
FLASH#25367,3615,60139,8518,3,0.11,155,8698,59,0,34,22,161,0,92,4,7,0,3,0,50645,12,4,3,4,11,5,41,291,0,0,0,0,15,0,3600,290,0,0.33,0.46
Winter#11110,2506,11661,4291,0,0.08,14,3518,16,0,2,3,11,0,3,1,1,0,0,0,7298,5,2,1,2,0,0,5,68,0,0,0,0,1,0,720,12,0,0.27,0.12
BeanFlickin#11148,3000,2793,381,0,0.04,2,436,1,0,3,1,11,0,2,0,0,0,0,0,2362,1,0,0,0,0,0,8,47,0,0,0,0,1,0,120,36,0,0.29,0
Hitsugayya#2609,2503,9616,1518,0,0.09,16,1685,11,0,1,3,22,0,15,1,1,0,0,0,7827,2,1,0,0,2,0,5,63,0,1,0,0,1,0,600,0,1,0.32,0.37
Ihasflavour#1939,3283,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0.28,0.6
Genji#12837,1824,85102,27253,2,0.09,125,11927,62,0,27,26,128,0,76,4,8,1,3,0,55712,27,8,11,8,4,1,54,612,0,0,0,0,18,0,3600,474,7,0.22,0.44
meekboaster#1461,2514,3397,864,0,0.08,6,134,6,0,1,1,2,0,1,0,0,0,0,0,2532,2,0,1,1,0,0,0,35,0,1,0,0,0,0,180,0,0,0.3,0
Lostcoco#21376,2383,163521,1380,0,0.05,208,32857,142,0,57,52,342,0,159,5,14,1,7,0,7702,45,14,15,16,9,4,157,1272,0,0,0,0,24,0,7200,687,15,0.36,0.59
VesPixX#1117,3413,235,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0.12,0
CHEN#1440,2152,116980,35125,4,0.1,193,21096,89,0,50,38,222,0,112,4,7,0,3,0,81177,19,5,9,5,14,7,71,676,0,0,0,0,33,0,3600,766,0,0.32,0.42
DeadMenTales#2737,2725,11962,4966,0,0.05,9,2003,10,0,2,2,9,0,6,1,1,0,0,0,6817,4,2,1,0,0,0,5,74,0,0,0,0,2,0,600,0,0,0.26,0.38
Terdul#1823,3070,934,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.62,0
bloodnexus#1443,2676,23038,4215,0,0.1,39,5511,30,0,5,8,27,0,13,2,2,0,0,0,18312,8,3,1,4,1,0,15,142,0,0,0,0,5,0,1740,2,1,0.23,0.18
MoJoJoJo#11650,3454,1277,1008,0,0.14,1,176,2,0,0,0,1,0,0,0,0,0,0,0,269,1,0,0,0,0,0,0,4,0,1,0,0,0,0,60,0,0,0.14,0
ChokeMe#11951,3944,151,28,0,0,0,240,1,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.16,0
ZachC#2909,2777,93452,22400,0,0.07,117,22984,104,0,24,29,192,0,90,5,8,0,3,0,68740,23,8,6,9,14,3,86,843,0,0,0,1,10,1,3600,138,4,0.27,0.36
Bow#11850,3068,41249,0,1,0.08,73,6123,37,0,19,15,92,0,53,2,4,0,2,0,0,11,3,5,3,2,2,26,168,0,0,0,0,19,0,2520,330,11,0.37,0.42
Icarus#13322,2641,25645,4947,0,0.15,66,6620,42,0,5,9,41,0,20,2,3,0,1,0,19959,6,2,3,1,1,0,14,125,0,0,0,0,6,0,1980,0,0,0.28,0.21
hehexd#21816,2851,800147,155424,30,0.11,1462,131903,696,0,418,338,1677,0,903,30,61,0,31,0,631366,150,40,62,48,43,31,516,4092,0,0,0,0,184,1,39600,6153,20,0.34,0.5
ptm#21262,3411,1541,0,0,0.03,1,339,3,0,1,1,1,0,0,0,0,0,0,0,1541,0,0,0,0,0,0,1,15,0,0,0,0,0,0,60,0,0,0.35,1.0
Inglourious#21704,3549,2661259,609154,99,0.09,4086,424010,1411,0,1396,1061,5767,0,2980,88,180,2,90,0,2016158,595,145,251,199,266,103,2015,15936,0,1,0,7,424,1,129600,24316,79,0.32,0.5
Pondman#11928,3367,31816,4967,1,0.1,54,8371,29,0,17,13,71,0,41,2,3,0,1,0,26624,8,2,5,1,3,1,16,169,0,0,0,0,11,0,1920,381,1,0.29,0.42
TSMLEAVAN#2892,1728,22700,0,0,0.11,59,4152,31,0,11,10,49,0,20,2,3,0,2,0,0,8,4,2,2,0,1,15,221,0,0,0,0,9,0,2100,20,4,0.29,0.49
RyuGa#21819,3363,2811,0,0,0.06,5,636,4,0,2,1,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,180,0,1,0.31,0
WeebMaster#2159,2325,103508,20699,3,0.07,132,25735,77,0,60,44,238,0,122,2,9,0,6,0,81540,25,10,9,6,5,3,98,794,0,0,0,0,23,0,3600,1230,1,0.29,0.7
Vodkita#11583,3000,100331,17510,3,0.07,137,23245,85,0,36,35,226,0,133,4,8,0,4,0,80105,26,10,8,8,13,0,83,834,0,0,0,0,27,2,3600,837,8,0.36,0.46
Reven#1599,3024,295380,70859,4,0.07,372,41529,223,0,119,106,622,0,278,8,20,1,11,0,219659,54,14,18,21,16,17,201,1953,0,0,0,0,45,0,14400,1800,5,0.29,0.58
Agroa#2405,2740,281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0.14,0
Jlufi#2332,2093,493,252,0,0.4,2,0,1,0,0,0,1,0,1,0,0,0,0,0,241,0,0,0,0,0,0,0,3,0,0,0,0,0,0,60,0,0,0.1,0
Ikaros#21854,3124,187422,38862,5,0.08,236,39534,135,0,76,67,354,1,181,8,13,1,4,0,146092,40,12,15,13,18,4,113,902,0,1,0,0,36,0,7200,1491,0,0.32,0.36
Deer#2885,2180,1928,0,0,0.04,2,843,3,0,0,1,6,0,2,0,0,0,0,0,1928,1,0,0,0,1,0,1,9,0,1,0,0,1,0,120,0,0,0.29,0
emil#23737,1695,206,150,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,0,0,0.44,0
Chicken#12317,3917,533032,143433,7,0.09,817,93090,370,0,212,191,997,2,474,15,32,0,17,0,382535,95,35,29,32,44,8,348,3003,0,0,0,0,53,0,25200,3670,8,0.28,0.52
Nutttz#11331,3104,99765,23326,2,0.1,159,18053,77,0,37,41,202,0,90,4,8,0,5,0,75645,18,6,4,9,1,1,95,601,0,0,0,0,15,0,3600,305,0,0.32,0.56
Happyfeet#122661,3208,446,0,0,0,0,220,2,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,6,0,0,0,0,0,0,46,0,0,0.26,1.0
Gaycob#11394,2671,32670,5757,2,0.07,53,6950,32,0,8,13,80,0,34,3,4,0,1,0,26475,10,3,2,4,2,2,16,219,0,0,0,0,6,0,2040,210,2,0.32,0.34
RICEHARD#1905,2648,6431,1649,0,0.08,10,968,13,0,0,1,12,0,2,1,1,0,0,0,4677,2,1,0,1,0,0,6,31,0,0,0,0,0,0,600,3,0,0.26,0.4
Elpikot#2844,2227,162,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,33,0,0,0,0
Flux#11711,2412,246,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0.21,0
Alex#115598,2473,3243,540,0,0.12,8,225,7,0,1,1,3,0,1,0,0,0,0,0,2702,1,0,0,1,0,0,0,5,0,0,0,0,0,0,240,0,0,0.36,0.34
Renbrane#2152,3232,2272,560,0,0.11,5,396,3,0,0,1,3,0,1,0,0,0,0,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.27,0
ScottPilgrim#2792,3015,38250,8693,0,0.08,51,5846,31,0,8,14,64,0,33,0,2,0,2,0,29050,4,0,1,2,2,0,20,140,0,0,0,0,3,0,1860,28,0,0.31,0.93
jc911142#1518,3203,111065,22090,1,0.12,234,21084,108,0,52,40,253,0,148,4,8,1,4,0,87424,21,6,8,7,13,4,85,614,0,0,0,0,36,0,3600,1453,4,0.32,0.46
Anthros#21299,1954,3930,1005,0,0.01,1,792,5,0,0,1,7,0,4,0,0,0,0,0,2728,1,0,0,0,0,0,0,40,0,1,0,0,2,0,300,0,7,0.3,1.0
Momario#1746,1967,11497,3403,0,0.03,10,2909,22,0,3,3,10,0,5,1,2,0,1,0,7553,5,2,1,1,0,0,3,47,0,0,0,0,1,0,1020,0,1,0.29,0.42
Toxicman#11796,2719,233557,40554,12,0.07,378,41411,116,0,135,85,567,0,330,4,14,1,10,0,189354,41,8,19,14,23,12,184,1079,0,0,0,0,73,2,10800,3096,13,0.36,0.72
Randyotter#2627,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.0
Illushionzz#1372,3211,319193,58376,5,0.12,667,68090,347,0,141,136,737,0,424,15,33,0,18,0,256351,82,37,19,26,35,13,231,1599,0,0,0,0,107,0,21600,1842,12,0.33,0.54
LazyTitan#215890,2138,613,0,0,0,0,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,48,0,0,0.35,1.0
Potvisjong#2571,2962,926,448,0,0.25,2,435,2,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,5,0,0,0,0,0,0,60,0,0,0.2,0.34
Satol#4438,3632,367599,69804,12,0.08,577,72887,278,0,214,143,885,0,517,13,29,0,16,0,292051,78,15,39,25,37,17,270,1676,0,0,0,1,90,1,18000,5233,5,0.37,0.54
Pentium#11250,2857,133547,30697,4,0.09,202,21616,103,0,63,54,304,0,164,5,9,0,4,0,102043,29,9,11,8,14,7,111,701,0,0,0,0,24,0,3600,1117,7,0.32,0.47
Wolf#18793,2731,4773,1480,0,0.08,6,570,6,0,1,2,4,0,3,0,0,0,0,0,3291,1,0,0,0,0,0,0,13,0,0,0,0,2,0,240,0,2,0.3,0.27
REAPER#19990,3000,279505,55254,10,0.07,431,45046,248,0,153,112,690,0,408,10,22,1,12,0,219742,66,16,23,27,53,14,169,1484,0,0,0,0,74,0,14400,3032,14,0.33,0.54
Cubby11#1314,2280,3556,848,0,0.12,9,271,4,0,0,1,3,0,2,1,1,0,0,0,2709,1,1,0,1,0,0,1,16,0,1,0,0,0,0,240,0,0,0.31,0
Parkan#2124,2890,45745,7085,1,0.09,95,7982,39,0,22,18,114,0,46,2,3,0,1,0,38479,9,2,4,3,0,0,40,279,0,0,0,0,13,0,3180,231,0,0.28,0.41
Jade#12614,2517,102171,17776,5,0.09,174,19818,46,0,54,37,245,0,131,2,7,0,5,0,82898,24,8,10,7,9,3,105,872,0,0,0,0,32,0,3600,1388,5,0.28,0.73
DvaBorga#2778,2826,1812,576,0,0.05,2,190,3,0,0,0,0,0,0,1,1,0,0,0,1186,1,1,0,0,0,0,0,1,0,0,0,0,0,0,180,0,0,0.18,0
GhostDragonX#11109,2318,420,145,0,0,0,5,1,0,0,0,2,0,1,0,0,0,0,0,275,0,0,0,0,1,0,0,0,0,1,0,0,0,0,43,0,0,0.25,1.0
Slumpen#2511,2792,139776,27647,4,0.11,246,31694,99,0,61,51,278,0,154,7,12,0,5,0,111062,29,9,12,8,18,1,97,744,0,1,0,0,32,0,3600,868,2,0.33,0.39
TheRealDust#2551,1897,205643,27382,11,0.09,326,46577,153,0,104,82,559,0,324,8,20,0,12,0,173008,58,15,21,22,20,2,200,1361,0,0,0,0,98,1,10800,2868,14,0.32,0.61
YamiOne#2996,2793,13256,2929,0,0.05,11,4748,13,0,8,4,33,0,15,0,2,0,1,0,10033,3,2,0,1,3,0,11,147,0,1,0,0,0,0,1020,0,1,0.21,0.7
Bacillus#11338,2506,2469,1282,0,0.07,3,191,3,0,0,0,3,0,3,0,0,0,0,0,1137,1,0,0,0,0,0,1,6,0,0,0,0,0,0,120,0,0,0.32,0.38
AIMGOD#1855,3385,53115,11705,1,0.09,86,6786,52,0,27,20,99,0,52,2,4,0,2,0,40616,14,4,4,6,1,1,30,223,0,0,0,0,10,0,2940,457,8,0.3,0.45
oscaroa#1923,2783,809,339,0,0,0,603,1,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0.16,0
EmeraldDuo#1147,2552,183981,57586,2,0.06,181,38258,149,0,81,57,290,0,146,10,14,0,3,0,123227,42,19,7,17,13,3,109,1282,0,0,0,0,24,0,7200,637,10,0.28,0.24
Mudkipir#1502,3634,785,302,0,0.44,4,0,2,0,0,0,1,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,2,0,0,0,0,0,0,46,0,0,0.6,0
Joerind#21482,2062,41384,5900,2,0.08,72,6135,26,0,25,19,89,0,48,2,4,0,2,0,34120,8,1,3,4,3,2,33,299,0,0,0,0,20,0,2820,39,0,0.29,0.43
sn3ugl3#2407,1903,4033,561,0,0.04,2,2189,5,0,1,1,3,0,3,0,1,0,0,0,3472,2,1,1,0,0,0,1,15,0,0,0,0,2,0,180,0,0,0.22,0.44
maricutie#1590,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
GumOnMyFace#1166,3213,22395,6036,2,0.09,28,1456,6,0,17,7,57,0,31,0,1,0,1,0,16233,3,1,2,1,2,4,19,66,0,0,0,0,3,0,780,222,0,0.3,1.0
Aiphaton#21899,2876,564,257,0,0,0,303,1,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.33,0
Spellamander#2922,2962,41340,6479,0,0.08,62,7739,30,0,19,14,92,0,60,1,2,0,1,0,31448,8,2,3,3,9,1,43,249,0,1,0,0,3,0,2100,394,6,0.33,0.46
doctorkush#11275,3574,47206,11777,0,0.08,88,5562,40,0,15,16,87,0,46,3,4,0,0,0,33473,11,4,3,5,3,1,29,220,0,0,0,0,9,0,2760,199,4,0.35,0.06
JujuSneezaer#1832,1817,220,0,0,0,0,109,1,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.25,1.0
KinSenpai#1315,2033,36221,10813,0,0.08,53,4190,48,0,10,13,59,0,26,3,5,0,2,0,24902,6,4,0,2,1,0,29,246,0,1,0,0,4,0,3120,0,2,0.2,0.45
ramon#22267,2595,112557,32075,1,0.1,185,15221,85,0,38,34,212,0,102,3,8,0,4,0,77995,20,5,7,8,1,1,65,593,0,0,0,1,12,1,3600,770,15,0.28,0.59
BlondeGetCrz#2194,3200,725332,169708,17,0.13,1461,112340,548,0,319,270,1567,0,811,18,52,0,33,0,546397,128,45,39,43,45,19,546,3752,0,0,0,0,143,0,36000,5470,38,0.29,0.64
BMxDarconer#2381,2747,3855,1079,0,0.07,5,358,3,0,1,1,7,0,3,0,0,0,0,0,2776,1,0,0,0,0,0,3,15,0,0,0,0,0,0,180,32,0,0.42,0
Shadow#113224,3228,42514,15266,1,0.12,75,9923,28,0,17,13,77,0,40,1,3,0,2,0,26756,8,4,1,2,2,1,37,327,0,0,0,0,9,0,1980,389,0,0.34,0.67
Danusional#1897,4107,165758,43139,8,0.11,254,36653,110,0,82,56,374,0,178,4,12,0,8,0,120314,37,8,17,11,21,9,126,970,0,0,0,0,23,0,7200,1446,3,0.28,0.63
Darkxan#2274,1347,20982,7891,0,0.07,23,4448,15,0,8,7,47,0,19,1,3,0,2,0,12967,5,4,0,2,0,0,19,166,0,0,0,0,3,0,1860,0,0,0.17,0.57
iStrykr#1785,3016,4360,1382,0,0.12,8,727,3,0,1,1,5,0,2,0,0,0,0,0,2978,1,0,0,1,0,0,2,9,0,0,0,0,0,0,240,0,0,0.31,0.84
CharlieMadaB#1310,1358,7372,1604,0,0.02,4,922,7,0,0,3,17,0,8,1,1,0,0,0,5714,3,1,1,1,0,0,7,89,0,0,0,0,4,0,540,0,0,0.31,0.08
Gre7n#11184,3975,80980,22490,0,0.09,122,12079,55,0,33,29,168,0,87,4,6,0,2,0,57142,23,7,8,8,9,2,76,530,0,0,0,1,13,0,3600,585,2,0.24,0.36
TomWang#11814,3000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Akaomi#11337,2598,30102,6080,1,0.1,50,4233,22,0,16,11,64,0,33,1,2,0,2,0,23780,8,6,2,0,1,1,34,286,0,0,0,0,4,0,1620,352,0,0.28,0.67
THEXX#2777,2548,1189358,228942,39,0.09,1748,259813,1091,0,634,500,2312,1,1265,35,85,4,46,0,945192,218,68,78,72,81,35,771,6232,0,0,0,0,297,3,61200,7840,23,0.28,0.57
gorgoyle#1281,1973,908,218,0,0.04,1,72,2,0,0,0,4,0,1,0,0,0,0,0,690,0,0,0,0,0,0,3,16,0,1,0,0,0,0,120,0,0,0.17,0
phazyr#1991,3654,525,0,0,0.09,1,1148,2,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.25,0
o5r#1717,3703,185,0,0,0.25,1,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.1,0
Yemenmohi#2176,2843,98979,23243,1,0.09,141,23437,124,0,42,41,190,0,102,5,8,0,4,0,75220,18,7,6,6,8,1,75,691,0,0,0,0,25,0,3600,256,0,0.26,0.45
aracoon#1859,2365,734,56,0,0.05,1,64,3,0,0,0,1,0,1,0,0,0,0,0,678,0,0,0,0,0,0,0,8,0,0,0,0,0,0,60,0,0,0.44,0
Jeckal#2354,2370,10477,1846,0,0.06,17,1921,14,0,3,4,21,0,8,0,1,0,1,0,8430,2,1,0,1,0,0,6,22,0,1,0,0,1,0,1080,0,0,0.27,0.75
Repaer#11158,2916,48122,10611,0,0.1,83,5127,26,0,24,18,98,0,46,2,4,0,2,0,37393,8,1,2,5,8,3,35,213,0,0,0,0,2,0,2220,381,5,0.29,0.54
Donut#21158,2793,39317,6888,0,0.13,91,9241,53,0,10,15,76,0,32,4,5,0,1,0,32139,7,3,1,2,3,0,22,246,0,0,0,0,8,0,3360,107,0,0.22,0.23
Metsik#1836,1677,3420,634,0,0.06,4,1200,11,0,0,2,1,0,1,1,1,0,0,0,2575,3,1,0,2,0,0,0,5,0,1,0,0,1,0,360,0,0,0.28,0
abdihak#2166,2143,27398,6382,0,0.07,32,3423,38,0,8,10,41,0,14,2,3,0,1,0,20665,3,1,0,1,0,0,19,255,0,1,0,0,2,0,2400,39,0,0.25,0.4
darkwaterboz#1109,2476,13307,3980,0,0.06,13,4102,14,0,1,3,27,0,9,1,1,0,0,0,9257,3,2,0,1,0,0,5,162,0,0,0,0,1,0,960,0,0,0.29,0.33
Nicodemius#21512,2774,7687,1726,0,0.08,11,1392,3,0,4,3,14,0,7,0,0,0,0,0,5961,1,1,0,0,0,0,9,121,0,0,0,0,0,0,240,20,0,0.41,1.0
Agent00Salty#2132,3939,12061,2561,0,0.15,32,1186,15,0,2,5,17,0,5,1,1,0,0,0,9500,3,1,0,1,1,0,7,68,0,1,0,0,0,0,720,0,0,0.28,0.31
LongJeremy#1211,2615,8998,2944,0,0.04,7,3021,9,0,1,3,8,0,5,0,1,0,0,0,4685,3,1,1,1,0,0,2,25,0,1,0,0,0,1,480,0,8,0.37,1.0
Bilibili#11247,3025,157201,35719,3,0.05,180,28035,115,0,77,61,330,0,184,6,12,1,5,0,97419,31,14,9,8,7,4,123,935,0,0,0,0,35,0,7200,1277,11,0.34,0.48
speedyturbo#1868,2115,2289,998,0,0.04,1,1377,2,0,1,1,3,0,1,0,0,0,0,0,1291,0,0,0,0,0,0,1,2,0,0,0,0,1,0,60,0,0,0.53,0
NoddyN64Barz#2837,2142,16298,2847,1,0.06,19,1157,9,0,9,7,57,0,24,0,1,0,1,0,13342,3,1,2,0,1,1,22,72,0,0,0,0,1,0,780,338,0,0.29,1.0
