battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_reflected,deaths,defensive_assists,dragonblade_kills,dragonblades,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
CurryPalace#2941,2247,375354,124310,13,0.08,419,120186,369,0,135,130,640,0,291,21,33,0,12,0,242508,99,34,40,25,11,6,308,3353,0,0,0,0,62,0,21600,1722,25,0.24,0.37
sononiz#1751,2802,9246,1989,0,0.09,19,2417,14,0,1,3,19,0,10,0,1,0,0,0,7257,3,1,0,1,1,0,11,51,0,0,0,0,3,0,780,0,0,0.4,0.4
Nahsaru#1699,2797,182129,39351,6,0.06,271,27396,104,0,90,68,407,0,218,5,14,1,8,0,139725,45,11,17,17,19,10,128,997,0,0,0,0,41,0,7200,1930,2,0.33,0.64
Akame#21375,2764,160259,34243,9,0.1,287,29021,114,0,91,64,399,0,259,7,15,0,8,0,123955,44,12,20,11,17,4,100,706,0,0,0,1,89,0,7200,1336,6,0.33,0.52
Shiina#11130,2840,110126,25163,5,0.08,159,21474,128,0,38,42,218,0,127,6,10,0,4,0,82823,28,5,13,10,15,3,64,615,0,0,0,0,17,0,3600,454,6,0.31,0.39
Castature#1343,3308,1992,1348,0,0.01,1,29,1,0,0,0,6,0,2,0,0,0,0,0,614,0,0,0,0,0,0,3,24,0,0,0,0,0,0,120,0,2,0.4,0
Kratmos#1220,2519,37800,8714,0,0.07,54,5612,25,0,13,10,84,0,47,2,2,0,1,0,28731,5,2,2,2,3,1,32,219,0,1,0,0,20,0,2160,523,3,0.34,0.35
Sun#2732,2271,56281,14044,0,0.08,73,11409,54,0,22,20,96,0,51,3,4,0,2,0,41337,9,2,4,3,7,1,35,303,0,0,0,0,10,0,3240,180,0,0.29,0.37
GriffonTek#2391,2598,175024,35972,1,0.08,274,24408,149,0,65,53,384,0,207,9,16,0,7,0,135867,31,12,5,13,11,3,138,1158,0,0,0,0,49,0,10800,920,20,0.31,0.41
JUNGEUNJI#1930,4320,74478,16881,1,0.08,100,8501,56,0,34,24,151,0,71,1,6,0,5,0,56648,17,4,6,7,4,3,56,439,0,0,0,0,5,0,3600,475,1,0.28,0.76
s0ulz#11671,2798,257604,45078,9,0.12,535,37806,189,0,110,100,510,1,281,10,18,0,8,0,210019,54,12,25,17,31,5,199,1580,0,0,0,0,65,0,10800,2324,0,0.31,0.43
HiRoSTiMe#2587,1855,16355,4639,0,0.03,12,4890,25,0,3,3,25,0,14,3,3,0,0,0,10722,7,2,3,3,2,0,5,93,0,0,0,0,6,1,1320,0,5,0.28,0.03
Sunny#2653,2650,2947,1504,0,0.03,1,100,3,0,1,1,5,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,1,13,0,0,0,0,0,0,180,0,0,0.18,0
Grafiter#11443,3029,153157,20939,5,0.09,311,27737,104,0,77,61,398,0,235,3,8,0,5,0,130207,22,4,10,8,16,8,135,892,0,0,0,0,39,0,7200,1649,7,0.34,0.62
TasuhikuXD#1935,1237,330,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,330,0,0,0,0,0,0,1,11,0,0,0,0,0,0,60,0,0,0.17,0
Deathstroke#2503,2966,1225610,277667,37,0.07,1434,264368,930,0,619,452,2393,0,1285,44,92,2,46,0,923813,290,73,127,90,77,40,901,8140,0,0,0,1,259,5,61200,10827,94,0.35,0.51
chrisTOV#11817,3496,9348,2071,0,0.02,5,2084,12,0,4,4,15,0,5,0,1,0,0,0,7277,2,0,0,1,0,0,3,20,0,0,0,0,1,0,540,0,0,0.33,0.45
Rambisco#1658,2962,119744,23529,1,0.11,250,15511,108,0,70,48,243,0,133,6,11,0,5,0,95113,27,8,7,12,11,4,76,633,0,0,0,0,26,0,7200,438,0,0.3,0.47
ShadeTail#2227,2160,2254,1072,0,0.16,3,685,3,0,0,1,5,0,3,0,0,0,0,0,1182,1,1,0,0,1,0,0,83,0,1,0,0,2,0,180,0,0,0.17,1.0
dyspo#2331,2396,91516,23851,2,0.06,104,11466,89,0,36,30,196,0,104,5,10,0,4,0,66487,32,11,10,11,3,1,79,733,0,0,0,0,15,0,3600,423,5,0.24,0.45
Pros3r#11752,2371,102121,13177,1,0.08,156,21590,113,0,47,43,226,1,130,5,10,0,5,0,85974,21,10,3,8,24,2,96,860,0,0,0,0,38,2,3600,547,17,0.31,0.5
KappaChang#1595,1968,37422,11209,0,0.06,55,9623,46,0,12,15,65,0,30,3,6,0,3,0,25799,5,3,1,2,0,0,36,484,0,0,0,0,4,0,3600,18,4,0.23,0.49
Ardroid#2624,2213,2846,0,0,0,0,607,4,0,2,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,2,0,180,0,0,0.33,0
zYzt#2911,2370,23647,4873,0,0.07,33,4384,18,0,5,8,43,0,20,1,2,0,1,0,18477,4,0,2,2,2,2,10,80,0,1,0,0,6,0,1440,95,0,0.32,0.61
CrazyMonkey#21125,3076,68062,14087,1,0.1,115,13915,48,0,36,26,152,0,83,2,5,0,2,0,52893,13,3,7,3,1,0,57,430,0,0,0,0,20,0,3480,812,2,0.37,0.5
EFFECT#31980,2412,96837,16495,6,0.12,187,25432,59,0,52,38,230,1,124,5,12,0,7,0,78188,27,9,12,6,15,4,80,642,0,0,0,0,37,1,3600,770,11,0.26,0.59
nestorojeda#2136,1385,677,0,0,0,0,54,1,0,0,0,3,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.18,0
EFFECT#31452,2320,22436,3569,0,0.14,52,5378,15,0,9,9,62,0,42,1,2,0,2,0,18811,6,4,0,2,1,2,16,57,0,0,0,0,2,0,1380,156,0,0.23,0.71
Kyrotsuke#11263,2555,9545,2902,0,0.09,12,1183,15,0,5,3,23,0,12,0,2,0,1,0,6643,3,2,0,0,1,1,7,77,0,1,0,0,1,0,840,18,0,0.17,0.7
stat#12459,2958,87565,19097,2,0.13,163,16052,70,0,48,31,164,0,93,3,6,0,3,0,67898,17,3,12,2,6,4,55,370,0,0,0,0,21,0,3600,993,1,0.31,0.45
SolidSteak#11351,3029,5590,609,0,0.12,12,934,4,0,3,2,14,0,7,0,0,0,0,0,4971,1,0,0,1,0,0,1,9,0,1,0,0,3,0,240,106,0,0.34,0
Rem#11196,2729,2081,614,0,0.02,1,675,3,0,0,1,3,0,0,0,0,0,0,0,1411,1,0,0,0,0,0,1,3,0,0,0,0,0,0,120,0,0,0.38,0
SkyKnight#21427,2785,100520,19715,4,0.1,185,20488,59,0,55,36,243,0,135,5,9,0,4,0,80070,20,4,11,5,7,5,109,608,0,1,0,0,33,0,3600,1393,1,0.26,0.47
Cthulu#3491,1731,5934,1574,0,0.05,6,584,10,0,2,3,6,0,2,0,1,0,0,0,4304,1,1,0,0,0,0,3,24,0,0,0,0,0,0,480,0,0,0.23,0.39
RusoTropical#2385,3760,2104,168,0,0.07,4,1588,6,0,0,1,8,0,4,0,1,0,0,0,1936,2,1,1,0,0,0,6,38,0,0,0,0,1,0,360,10,0,0.16,0.49
Esca#11910,2987,39147,7480,1,0.06,51,5371,45,0,17,15,86,0,46,2,3,0,1,0,31397,10,4,4,2,4,0,26,204,0,0,0,0,13,0,2700,203,0,0.34,0.41
philippwu#2822,1926,1048,112,0,0.14,4,182,4,0,0,0,2,0,1,0,0,0,0,0,936,1,0,0,0,0,0,1,2,0,0,0,0,1,0,120,0,0,0.18,0
Ovation#11669,1999,3082,1086,0,0.09,5,0,3,0,1,1,5,0,3,0,0,0,0,0,1733,1,0,0,0,0,0,0,2,0,0,0,0,1,0,180,0,0,0.3,0
sloth#12654,2216,117474,25329,3,0.05,152,20864,103,0,44,32,318,1,142,4,12,0,8,0,88761,37,13,10,13,14,9,134,879,0,0,0,1,30,0,7200,635,12,0.32,0.63
Nacho#2478,3384,64686,7722,2,0.1,139,11726,71,0,26,26,177,0,95,2,5,0,3,0,56303,12,5,5,3,9,1,46,351,0,0,0,0,22,0,3600,313,3,0.3,0.67
Mervog#2647,2884,439602,96190,8,0.09,671,78181,325,0,170,146,898,0,460,16,34,1,17,0,336013,87,40,23,25,15,6,305,2627,0,0,0,1,87,1,21600,2875,50,0.34,0.51
Yato#11107,4184,483278,96472,19,0.08,805,74547,324,0,276,168,1285,1,749,13,38,1,24,0,373439,103,27,35,40,100,30,380,2237,0,0,0,4,138,1,25200,5354,35,0.4,0.65
mutanaama#2744,3236,13166,2703,0,0.1,22,2081,15,0,4,7,25,0,10,1,1,0,0,0,10315,3,2,1,1,1,0,7,82,0,0,0,0,2,0,840,0,0,0.23,0
JustForLucky#1618,1780,116592,27433,2,0.09,173,20067,72,0,38,41,240,0,119,6,10,1,4,0,86236,27,6,8,12,7,2,117,755,0,0,0,0,26,0,3600,301,5,0.28,0.39
Mitzi#11335,2208,11014,1852,0,0.12,21,1970,8,0,8,5,29,0,17,0,1,0,0,0,8787,3,1,1,1,1,0,14,77,0,0,0,0,4,0,720,160,0,0.25,0.5
Airpork#1400,2114,631,84,0,0,0,484,1,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0.3,0
BigOVapes#1461,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0
Redziok#21256,4192,395446,68545,15,0.12,859,81937,313,0,152,154,795,0,434,15,32,1,16,0,320654,75,27,21,26,36,7,189,1179,0,0,0,0,102,0,18000,2737,1,0.29,0.52
VipersWolf#1250,2675,9783,2391,0,0.07,12,2972,14,0,1,4,24,0,8,0,1,0,0,0,7256,2,1,0,0,0,0,10,115,0,0,0,0,0,0,660,0,0,0.26,0.32
Ballerbirne#21894,2449,374,28,0,0.16,1,120,1,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.22,1.0
shrimpy#21344,2182,776803,198291,21,0.08,1068,147782,532,0,369,270,1482,0,765,28,62,2,32,0,562087,161,54,51,56,19,21,535,4500,0,1,0,0,173,2,39600,4750,37,0.27,0.53
Xcaliber4#1993,2757,753,173,0,0.11,2,55,3,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,0,3,0,0,0,0,0,0,120,0,0,0.42,1.0
AngelZachiMi#1429,2465,2916,466,0,0.09,6,545,5,0,0,1,3,0,1,0,0,0,0,0,2448,1,1,0,0,0,0,2,16,0,0,0,0,1,0,180,0,0,0.26,0
Dark#15397,2693,159204,33480,3,0.09,225,31371,137,0,81,60,391,0,191,7,11,0,5,0,123175,34,10,12,11,16,4,134,1257,0,0,0,0,43,0,7200,908,3,0.32,0.4
Cloud#32961,2874,667291,143576,33,0.09,988,120466,348,0,356,250,1461,0,841,17,47,0,30,0,515871,133,31,73,30,78,28,480,3182,0,0,0,0,123,1,28800,7090,18,0.32,0.64
Jinxmain#2826,2950,17209,5690,0,0.17,43,3084,17,0,3,5,38,0,14,0,1,0,0,0,11263,3,1,0,1,0,1,14,81,0,0,0,0,4,0,960,77,0,0.27,0.49
EFFECT#11689,2107,346185,59005,9,0.09,546,91196,325,0,171,121,850,0,500,17,35,1,17,0,279972,91,38,18,35,49,12,268,2336,0,0,0,1,81,1,25200,1836,21,0.31,0.5
SgtBubblzz#1896,2013,8027,1845,0,0.02,4,996,12,0,0,2,9,0,1,1,1,0,0,0,4674,2,1,0,1,0,0,3,56,0,0,0,0,0,0,660,44,3,0.27,0
Zander#12411,2754,9868,1663,0,0.16,28,1065,8,0,2,3,36,0,15,0,1,0,1,0,7790,2,1,0,1,0,0,11,81,0,0,0,0,2,1,480,207,2,0.28,1.0
Zwiderwurzn#21725,2563,3299,903,0,0.08,5,346,0,0,2,1,9,0,4,0,0,0,0,0,2395,0,0,0,0,0,0,4,54,0,0,0,0,2,0,120,0,0,0.25,0
Immisho#1443,2357,55898,14510,0,0.1,90,11153,52,0,25,18,105,0,44,4,6,0,1,0,40518,13,3,6,3,2,3,37,369,0,1,0,0,9,0,3360,444,0,0.28,0.22
HyruleMaster#21724,2969,849941,160740,28,0.1,1402,143233,674,0,424,334,2108,1,1266,30,72,3,39,0,681752,191,61,58,72,125,37,697,5020,0,0,0,0,262,1,50400,7733,4,0.28,0.56
MegaMegaByte#11731,1646,2385,299,0,0.14,5,575,2,0,2,1,3,0,1,0,0,0,0,0,2086,1,0,0,0,0,0,3,23,0,0,0,0,0,0,120,0,0,0.53,0
Turtle#22667,2920,363891,68436,5,0.09,605,66599,295,0,181,149,724,1,396,13,26,1,12,0,286738,66,23,19,24,26,10,240,2100,0,0,0,0,85,0,18000,2891,17,0.33,0.47
WildPants#233787,2141,44701,13482,1,0.06,38,8885,31,0,14,13,61,0,25,2,3,0,1,0,31018,9,2,4,3,1,1,26,382,0,1,0,0,3,0,2220,93,3,0.28,0.17
peachpasta#1863,2767,23590,3936,1,0.1,43,8639,24,0,10,10,47,0,27,2,2,0,0,0,19400,8,2,3,3,1,1,12,109,0,0,0,0,5,0,1440,232,0,0.32,0.23
DrXiphos#2297,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
OverFlow#11405,2337,1606,589,0,0,0,557,3,0,0,0,1,0,1,0,0,0,0,0,790,1,0,1,0,0,0,0,3,0,0,0,0,0,0,60,0,0,0.45,0
Evilsmurf#1368,1888,7895,1113,0,0.07,10,1915,35,0,2,3,7,0,4,3,3,0,0,0,6571,4,1,1,2,0,0,1,50,0,0,0,0,0,1,1500,0,3,0.15,0.03
Komplex#2205,3063,1961,357,0,0.04,2,146,1,0,0,1,5,0,0,0,0,0,0,0,1464,0,0,0,0,0,0,2,44,0,0,0,0,0,0,120,0,0,0.21,0
dbiggy#1645,1754,5592,0,0,0.03,5,582,3,0,3,3,12,0,6,0,1,0,0,0,0,2,1,0,0,0,0,5,48,0,0,0,0,1,0,420,0,0,0.28,0.5
Infacore#3692,1545,20669,0,2,0.06,24,3791,5,0,12,8,61,0,25,0,1,0,1,0,0,4,1,2,2,1,2,25,107,0,0,0,0,4,0,900,253,0,0.34,0.85
Timanaku#2105,3047,10867,2180,0,0.1,19,1192,14,0,0,4,19,0,10,0,1,0,1,0,8356,1,1,0,0,2,0,8,64,0,1,0,0,2,0,720,0,1,0.32,0.68
provost#21939,2199,116278,20164,5,0.11,205,22331,105,0,49,38,247,0,153,6,12,0,6,0,92990,41,12,13,15,11,5,98,1379,0,0,0,0,49,0,7200,1406,11,0.3,0.52
GeoBSI#2285,2737,33761,1037,0,0.09,75,4768,35,0,25,13,93,0,53,2,3,0,1,0,8148,9,4,3,3,4,3,41,315,0,0,0,0,11,0,2760,272,10,0.31,0.46
OPDAN#2160,2800,8673,1915,0,0.11,14,2936,7,0,2,3,10,0,4,0,1,0,0,0,6633,2,0,0,1,1,0,4,78,0,1,0,0,1,0,360,56,0,0.3,0.33
dizzy#12667,4043,4239,161,0,0.14,13,1064,9,0,2,2,9,0,3,0,1,0,0,0,3995,2,1,1,0,0,0,2,21,0,0,0,0,1,0,420,60,0,0.26,0.28
Legend#23775,2475,35222,9653,0,0.1,62,8158,35,0,9,10,71,0,43,1,3,0,2,0,24774,8,3,3,3,2,1,32,294,0,1,0,0,10,0,2340,165,6,0.28,0.57
DaNksta#11153,2585,10932,0,0,0.05,14,1271,7,0,4,4,28,0,10,0,1,0,1,0,0,2,1,1,0,2,0,15,105,0,0,0,0,3,0,660,5,0,0.36,0.86
yolo#2977,3660,25728,6063,0,0.11,52,4685,36,0,5,6,49,0,22,1,3,0,1,0,19526,6,2,2,2,0,0,15,266,0,0,0,0,1,0,1740,0,0,0.3,0.49
ManOfSteak#2847,2716,2787,639,0,0.09,4,480,1,0,2,1,4,0,1,0,0,0,0,0,2148,0,0,0,0,0,0,3,30,0,1,0,0,0,0,120,0,0,0.29,1.0
Angrymavis#1698,1676,3604,812,0,0.1,7,709,8,0,1,2,8,0,2,1,1,0,0,0,2792,1,1,0,0,0,0,5,40,0,0,0,0,1,0,420,0,0,0.13,0
LizardWizard#2199,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Vergilius#2152,4206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HiddenCrisis#1446,2018,888,56,0,0.04,1,18,3,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.51,0
Arguin#1981,2678,5536,429,0,0.03,5,774,5,0,1,2,16,0,9,0,1,0,0,0,5064,2,1,0,1,0,0,7,52,0,0,0,0,1,0,540,11,0,0.24,0.31
DumbasTM#2715,2230,33986,7571,0,0.11,64,5515,35,0,20,13,79,0,43,2,4,1,2,0,25708,8,7,0,1,0,1,25,150,0,0,0,0,18,0,2820,37,0,0.22,0.55
Realmz#11977,2816,172713,47285,2,0.09,236,31868,126,0,69,59,294,0,169,6,12,0,5,0,122875,32,13,10,8,10,6,120,790,0,0,0,0,39,0,7200,1100,5,0.3,0.43
Guku#1557,3226,128045,27963,0,0.09,198,25863,127,0,55,48,300,0,141,6,12,0,5,0,97623,30,13,5,12,13,4,114,1214,0,0,0,0,24,0,7200,807,21,0.3,0.45
Tracer#11125,3262,204461,35590,4,0.12,438,27147,173,0,95,77,501,0,288,5,13,0,9,0,166397,35,7,18,9,27,3,165,1265,0,0,0,0,59,0,10800,1813,8,0.34,0.66
imDovahkiin#1898,2961,1709,560,0,0.03,1,196,3,0,1,1,3,0,1,0,0,0,0,0,1149,1,1,0,1,0,0,2,0,0,0,0,0,0,0,120,0,0,0.16,1.0
Gaf#1644,2369,107271,23049,3,0.09,163,32260,110,0,36,39,220,0,88,3,8,0,5,0,82209,19,6,7,6,2,2,89,672,0,0,0,0,16,0,3600,379,4,0.3,0.57
CyanizuKitsu#1376,2605,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,46,0,0,0.04,1.0
scrim#11298,2973,35036,5147,0,0.08,59,5966,44,0,12,14,80,0,41,1,3,0,2,0,29804,7,3,2,2,3,0,28,299,0,0,0,0,7,0,2340,247,0,0.33,0.59
ElPables#2294,2576,113428,23990,2,0.1,150,34294,115,0,47,48,238,0,107,6,10,0,4,0,87873,27,15,9,4,10,3,90,678,0,0,0,0,27,0,3600,462,0,0.28,0.42
SaltyKoala#1497,2504,148532,31310,2,0.07,161,33085,161,0,54,65,230,0,104,7,13,1,5,0,115102,36,10,13,13,11,1,111,1074,0,0,0,0,19,0,7200,431,5,0.31,0.37
JasoNN#2550,2932,118149,21679,6,0.1,259,19105,59,0,57,40,303,0,178,2,11,0,8,0,93829,32,5,20,7,12,5,96,517,0,0,0,0,31,0,3600,1648,18,0.37,0.77
Newsha#11234,2424,11543,2663,0,0.07,13,2122,8,0,7,3,19,0,12,0,1,0,1,0,8880,2,1,1,0,1,1,4,59,0,0,0,0,4,0,540,18,0,0.26,0.93
markarije#2936,2756,11483,4205,0,0.13,22,1753,14,0,3,3,25,0,11,1,1,0,0,0,6960,2,1,1,0,2,0,9,146,0,0,0,0,1,0,840,0,0,0.29,0.0
Cereal#11410,3773,10130,3199,0,0.06,11,2681,14,0,1,3,18,0,9,1,1,0,0,0,6827,2,1,0,0,0,1,7,38,0,0,0,0,3,0,720,0,0,0.19,0
Mastercorp#2186,2023,4967,0,0,0.08,11,479,15,0,0,3,12,0,7,1,1,0,0,0,0,3,1,1,1,0,0,5,56,0,0,0,0,4,0,660,0,2,0.24,0.15
dandodo1813#2330,2759,2790,1341,0,0.15,6,457,3,0,0,0,7,0,3,0,1,0,1,0,1449,2,0,0,2,0,0,2,6,0,0,0,0,1,0,240,0,0,0.22,1.0
Fruitcakeily#1289,3042,50788,11785,0,0.09,74,7337,54,0,29,20,112,0,53,2,4,0,2,0,36498,8,3,2,3,2,1,42,354,0,0,0,0,7,0,3060,420,8,0.28,0.5
AgentAJ3600#1734,674,20509,6390,0,0.04,13,5648,34,0,2,9,34,0,4,3,4,0,1,0,13617,5,4,0,1,0,0,19,263,0,0,0,0,1,0,2220,19,0,0.22,0.17
pancakesauce#11226,2309,63989,8123,3,0.11,136,5956,43,0,35,31,169,0,109,1,5,0,4,0,55001,16,3,7,7,10,1,49,247,0,0,0,0,31,0,3540,555,1,0.39,0.8
irene#11499,2478,7968,0,0,0.06,13,772,11,0,1,2,8,0,3,1,1,0,0,0,0,3,1,1,0,1,0,6,105,0,0,0,0,1,0,600,0,0,0.27,0.38
kaskeT#21697,2604,21184,3842,0,0.12,51,3791,16,0,12,8,44,0,20,1,2,0,1,0,16316,5,1,3,1,0,0,14,153,0,0,0,0,6,2,1380,139,7,0.32,0.57
Feonix#11230,2310,69851,13698,2,0.1,133,9358,52,0,37,23,168,0,102,2,5,0,3,0,55747,15,4,6,5,6,6,68,392,0,1,0,0,21,0,3600,688,0,0.32,0.52
MaxFries#1680,2312,91025,15363,4,0.08,118,27439,126,0,40,39,204,0,99,5,10,1,4,0,74446,26,11,7,8,7,1,104,1083,0,0,0,0,31,0,3600,466,5,0.25,0.49
Veedu#2888,3321,123453,28459,0,0.1,212,22103,125,0,53,47,265,0,155,5,10,0,4,0,91540,28,10,8,11,11,4,94,902,0,0,0,0,39,0,3600,1322,5,0.28,0.41
Ryder#12773,3074,275731,58558,4,0.09,446,51520,207,0,114,109,558,0,272,9,20,0,11,0,212031,54,18,19,16,26,7,234,1743,0,0,0,0,40,1,14400,1857,3,0.34,0.57
KOREA#32703,2315,51792,12687,1,0.07,85,9659,63,0,25,20,109,0,64,4,6,0,1,0,38353,20,5,8,8,2,2,32,354,0,0,0,0,16,0,3600,341,0,0.39,0.25
Romanouchet#2389,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
IsetTheRules#2453,2699,534338,120920,14,0.11,947,105243,414,0,273,229,1079,0,585,17,44,2,25,0,405967,93,37,25,30,24,18,372,2841,0,0,0,0,136,0,28800,3017,13,0.26,0.6
blob#11892,2602,86271,21670,0,0.08,109,10176,78,0,30,33,150,0,64,3,7,0,4,0,62355,15,4,2,9,3,3,55,531,0,0,0,0,12,0,3600,187,3,0.3,0.5
DATBOI#21312,3675,7407,1250,0,0.13,18,1127,9,0,3,3,14,0,11,1,1,0,0,0,6155,2,0,1,1,2,0,2,20,0,1,0,0,1,0,540,18,0,0.32,0
Fabian#2821,3355,25523,5573,0,0.07,34,5742,47,0,8,11,45,0,17,3,3,0,0,0,19713,4,1,1,1,0,1,16,146,0,0,0,0,6,0,2220,21,0,0.25,0.12
Jpc#11215,2121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Shinoa#21373,2383,127908,22673,1,0.09,221,21654,119,0,60,59,268,1,140,5,10,0,6,0,103806,25,8,6,11,10,0,81,896,0,1,0,0,44,0,7200,832,13,0.31,0.54
Nzskater#1995,3019,39951,9920,0,0.09,65,8010,47,0,14,14,73,0,47,3,4,0,1,0,29687,14,5,5,5,2,0,23,269,0,0,0,0,9,0,2700,213,4,0.28,0.2
Imagine#21548,3000,6779,1232,0,0.07,10,1212,11,0,2,2,9,0,7,0,1,0,0,0,5547,1,1,0,0,1,0,4,48,0,0,0,0,1,0,540,48,0,0.25,0.48
MosesOfDoom#11922,4008,43811,8612,1,0.07,70,6803,15,0,27,15,107,0,64,0,2,0,2,0,34027,7,1,4,3,7,1,39,221,0,0,0,0,12,1,1740,787,11,0.41,1.0
Roxas#2148,1871,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,62,0,0,0,0,0,0,120,0,0,0,0
OOxyProxy#2839,2018,113364,26634,0,0.09,179,23732,118,0,49,41,225,0,113,9,12,0,3,0,84487,15,4,5,6,6,2,87,703,0,1,0,0,24,0,7200,288,13,0.28,0.25
The7thPlanet#11954,2008,139983,25830,1,0.08,188,30905,135,0,63,56,278,0,145,6,12,1,5,0,109484,30,11,9,9,10,3,106,1195,0,1,0,0,39,0,7200,451,4,0.31,0.43
Moik#21251,3143,25849,4878,0,0.08,37,5287,22,0,16,10,58,0,27,1,3,0,1,0,20494,7,1,1,4,2,1,18,183,0,0,0,0,4,0,1500,69,0,0.26,0.46
Saltiest#2313,2517,26891,6275,0,0.09,48,3378,29,0,13,9,43,0,21,1,2,0,2,0,19271,5,2,1,3,1,0,14,156,0,0,0,0,9,0,1680,121,3,0.31,0.7
olivier#11474,2712,5332,1960,0,0.04,6,684,9,0,1,2,11,0,5,1,1,0,0,0,3357,1,1,1,0,0,0,5,96,0,0,0,0,1,0,600,0,0,0.25,0.13
Sleyus#21304,2504,12950,3666,0,0.14,31,2643,12,0,4,5,31,0,13,0,1,0,1,0,8958,3,1,1,1,1,0,14,48,0,0,0,0,1,0,780,137,2,0.3,0.53
NeckBeard#21349,2265,4722,1299,0,0.02,2,810,7,0,1,1,3,0,2,0,0,0,0,0,2985,1,1,0,0,0,0,0,7,0,0,0,0,1,1,240,0,0,0.33,0
Flajt#2680,956,40860,5622,2,0.09,83,9028,38,0,13,10,142,0,73,1,5,0,3,0,31949,14,4,3,6,5,1,54,428,0,0,0,0,26,0,3420,553,15,0.24,0.73
DeadShot#12962,2330,12294,4697,0,0.1,16,4277,17,0,5,2,22,0,12,1,1,0,0,0,7594,3,1,0,1,0,0,7,28,0,1,0,0,3,0,660,67,3,0.3,0.28
JDUBZ#11891,49,16464,0,0,0.05,22,4970,19,0,8,0,33,0,16,0,2,0,1,0,0,3,1,1,1,0,0,12,55,0,0,0,0,6,0,1320,15,0,0.33,0.42
EYE#22576,2863,72839,13583,2,0.09,110,14701,58,0,39,28,139,0,64,2,4,0,2,0,57092,17,6,6,5,3,3,64,633,0,1,0,0,17,1,3600,565,7,0.29,0.43
MistKO#1490,3361,3243,1092,0,0.17,8,1170,5,0,0,0,2,0,0,0,0,0,0,0,2037,1,0,0,0,0,0,0,8,0,0,0,0,0,0,180,0,0,0.37,0
D7oom4Ever#2218,2596,380004,81473,6,0.08,536,63878,335,0,176,131,857,0,465,17,33,0,16,0,293079,81,26,25,30,44,11,314,2615,0,0,0,0,98,1,21600,3140,13,0.29,0.49
Nano#2533,3093,85178,15626,3,0.07,156,17899,73,0,49,34,243,0,143,2,7,0,5,0,65740,22,5,9,8,8,3,73,588,0,0,0,0,23,1,3600,1075,15,0.36,0.7
Pixelmc#1441,2568,9672,3568,0,0.04,6,1468,12,0,3,2,12,0,6,1,1,0,0,0,4833,1,1,0,0,1,0,4,30,0,0,0,0,0,0,600,18,2,0.26,0
Jericho#2889,1983,2273,358,0,0.05,3,272,1,0,0,1,3,0,0,0,0,0,0,0,1915,1,1,0,0,0,0,3,23,0,0,0,0,0,0,120,0,0,0.5,0
Poseidon#12984,2529,2145600,449977,70,0.11,3443,446662,1686,0,1178,918,4733,0,2646,76,173,2,95,0,1650877,450,149,136,165,262,67,1672,12312,0,0,0,1,649,13,118800,16631,96,0.25,0.55
