battletag,SR,all_damage_done,barrier_damage_done,blizzard_kills,cards,critical_hit_accuracy,critical_hits,damage_blocked,deaths,defensive_assists,eliminations,enemies_frozen,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,self_healing,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
reiwnds#1637,2788,6167,599,4,0,0.26,9,13317,10,0,25,19,0,10,0,1,0,1,0,5562,2,0,1,1,0,0,13,165,6,0,1283,0,0,0,720,270,0,0.29,0.91
Rustik#11509,2285,1872,0,0,0,0.28,4,802,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,0,94,0,0,0,120,0,0,0.43,0
Victoria#11305,2431,872,461,0,0,0.33,1,696,0,0,2,1,0,2,0,0,0,0,0,411,0,0,0,0,0,0,0,6,1,0,59,0,0,0,60,0,0,0.08,0.86
parakoopa11#2243,2275,346,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,346,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0.5,0
Noraj#21744,1889,1037,140,0,0,0.5,1,1301,2,0,0,4,0,0,0,0,0,0,0,897,1,1,0,0,0,0,0,30,0,0,192,0,0,0,120,0,0,0.14,0
Arlanta#1688,3099,72,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,72,0,0,0,0,0,0,0,1,0,0,52,0,0,0,33,0,0,0,0
goblin#11539,2753,9053,0,6,0,0.17,13,6974,18,0,25,18,0,12,1,2,0,1,0,0,3,1,1,1,2,1,11,79,0,0,1537,0,4,0,1260,20,1,0.32,0.45
Hartik#21742,3321,2544,360,0,0,0.41,5,2859,7,0,7,7,0,2,0,0,0,0,0,2183,1,0,1,1,0,0,4,38,1,0,293,0,1,0,300,22,0,0.23,0.57
Edison#21788,2329,2570,701,1,0,0.1,2,893,6,0,6,4,0,1,1,1,0,0,0,1867,1,1,0,1,0,0,2,19,2,0,345,0,1,0,360,0,0,0.27,0
Sleek65#1166,2943,5462,1180,1,0,0.11,4,9371,9,0,28,10,0,7,0,1,0,1,0,4268,2,1,0,1,0,0,5,52,4,1,1046,0,0,0,780,0,0,0.27,0.66
Aristora#1142,1223,16772,2892,27,0,0.09,5,48878,58,0,101,58,0,17,2,5,0,3,0,13727,8,4,1,3,0,3,59,469,28,0,6005,0,0,0,3600,150,3,0.4,0.55
Damianation#1854,2685,1639,116,0,0,0.07,1,3800,4,0,2,4,0,1,0,0,0,0,0,1417,1,0,1,0,0,0,2,42,0,0,633,0,0,0,120,0,0,0.46,0
Kimchipower#11716,2425,144494,43778,47,1,0.11,118,119297,176,0,320,168,0,101,9,17,0,8,0,98729,42,21,10,11,2,1,167,1501,81,0,12653,0,6,0,10800,403,23,0.31,0.46
instinct#22468,1538,32074,3702,21,1,0.11,21,60804,60,0,111,113,0,36,5,6,0,2,0,27056,17,8,5,3,6,0,37,527,38,0,7579,0,12,0,3600,494,27,0.41,0.25
Yang#1442,3133,8858,2605,7,0,0.07,5,15104,13,0,23,11,0,7,1,1,0,0,0,6159,2,1,1,1,1,1,17,145,6,0,1679,0,1,0,840,143,2,0.26,0.46
Clementines#1135,2686,6240,1260,1,0,0.25,9,9765,14,0,16,11,0,5,1,1,0,1,0,4923,2,1,1,0,0,0,7,71,4,0,1095,0,0,0,720,5,0,0.25,0.43
TazManianDvL#1640,2715,12937,4616,3,0,0.17,13,9726,23,0,23,18,0,9,1,1,0,0,0,8262,3,1,1,1,0,0,5,49,5,0,1362,0,2,0,1080,0,6,0.3,0.32
Amelie#21613,3520,140,0,0,0,0,0,170,1,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,2,0,0,0,0,0,0,39,0,0,0.66,0
Shmajser#2882,2566,5836,780,4,0,0.2,9,2284,11,0,27,11,0,11,1,1,0,0,0,4904,4,2,1,1,0,0,13,79,7,0,1055,0,4,0,660,0,1,0.29,0
BlackSaturn#1545,2013,5354,1768,1,1,0.13,3,24055,9,0,26,14,0,9,0,2,0,1,0,3579,5,3,0,1,0,0,8,23,7,1,1141,0,1,0,960,0,0,0.27,0.89
Bani#1354,4596,6156,1386,4,0,0.16,7,9791,11,0,9,10,0,2,1,1,0,0,0,4765,1,0,0,1,1,0,3,87,4,0,701,0,0,0,480,0,0,0.29,0.06
Gpew#1762,2554,929,625,0,0,0,0,1827,3,0,0,1,0,0,0,0,0,0,0,305,1,0,0,0,0,0,0,22,0,0,180,0,0,0,120,0,0,0.13,0.75
MrK#21299,2657,3719,2136,0,0,0,0,1057,4,0,5,6,0,0,0,0,0,0,0,1418,1,1,0,1,0,0,3,40,3,0,568,0,0,0,240,0,0,0.24,0.63
Blackdog57#11490,3044,877,185,0,0,0.2,1,359,1,0,0,1,0,0,0,0,0,0,0,690,0,0,0,0,0,0,0,8,0,0,63,0,0,0,52,0,0,0.25,0
LOWELOXD#2908,4136,343,193,0,0,1.0,1,540,1,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,13,0,0,213,0,0,0,27,0,0,0.12,0
oOYunaOo#1382,2998,31834,8155,24,2,0.18,35,27129,52,0,91,58,0,36,4,6,0,1,0,23566,10,5,3,2,7,0,51,460,17,1,6329,0,5,0,3600,126,1,0.26,0.26
ImEricForman#1993,3800,9914,1724,2,0,0.11,10,6520,7,0,22,4,0,11,0,1,0,0,0,7408,3,2,0,1,1,0,13,97,1,0,702,0,2,0,840,67,0,0.24,0.51
Fox#15307,2636,5351,1272,2,0,0.4,12,2506,8,0,14,14,0,6,1,1,0,0,0,4068,2,1,1,0,0,0,7,81,5,0,483,0,2,0,540,76,0,0.52,0.04
RABBITTRON#11282,2369,9893,2396,3,0,0.19,8,9047,18,0,26,26,0,8,1,2,0,1,0,7456,4,1,1,2,0,0,14,138,10,0,1088,0,1,0,1140,85,0,0.27,0.6
Kidua#1411,3448,2277,0,2,0,0.14,3,1370,1,0,9,6,0,6,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3,0,180,0,0,0.32,1.0
MrEnigma#1953,1711,4757,2278,1,0,0,0,2073,8,0,9,6,0,4,1,1,0,0,0,2439,1,1,0,0,0,0,3,73,1,0,761,0,1,0,480,0,0,0.2,0
Nyam#21585,3427,3879,656,5,0,0.21,7,1434,2,0,15,7,0,6,1,1,0,0,0,3223,1,0,0,1,0,0,8,16,2,0,357,0,1,0,240,0,0,0.42,0
Skyraff#2517,2935,6834,2179,3,0,0.17,8,3304,4,0,14,10,0,4,0,1,0,0,0,4583,2,0,0,1,0,0,6,47,5,0,624,0,1,0,360,0,0,0.27,0.44
Flqmingg#1554,1838,6350,1602,2,0,0.2,11,6470,19,0,12,12,0,3,1,2,0,0,0,4721,4,2,0,2,0,0,8,161,3,0,1629,0,0,0,960,19,0,0.38,0.17
Ulux#11276,2888,2327,388,0,0,0.35,5,3445,6,0,6,3,0,1,0,0,0,0,0,1939,0,0,0,0,0,0,1,20,1,0,362,0,0,0,240,0,0,0.28,0
Noobcake#11860,2309,89772,17147,54,5,0.16,122,71086,132,0,256,200,0,121,7,12,0,5,0,71651,33,14,8,11,4,3,104,964,57,0,11027,0,44,0,7200,807,22,0.39,0.4
LowBot#21186,2513,867,0,0,0,0.16,1,748,5,0,3,4,0,1,1,1,0,0,0,867,1,1,0,0,0,0,1,15,2,0,94,0,0,0,240,0,0,0.18,0
DaTacoBoy#1995,3551,4105,1162,0,0,0.14,5,1794,4,0,9,8,0,8,0,0,0,0,0,2935,2,0,1,1,0,0,5,71,2,0,385,0,1,0,360,0,0,0.31,0.58
LegoknektN#2276,2897,28299,6567,12,1,0.16,34,21857,21,0,87,38,0,37,2,3,0,2,0,20989,9,4,2,3,0,1,32,263,15,0,1750,0,4,0,2160,155,2,0.34,0.49
ston3z#11574,3063,8827,2670,4,0,0.07,5,12049,15,0,31,15,0,5,1,1,1,0,0,5511,5,3,1,1,0,0,13,103,9,1,474,0,2,0,1020,7,1,0.27,0.17
BabyAzerty#2220,2428,5965,439,4,0,0.41,12,2135,5,0,14,21,0,9,0,1,0,0,0,5521,2,0,1,1,1,0,5,60,4,0,990,0,2,0,420,107,0,0.34,0.52
mijojr#11100,2476,12462,0,12,0,0.12,12,22670,20,0,30,37,0,9,1,2,0,0,0,0,4,3,1,0,1,1,23,273,0,0,2011,0,1,0,1260,250,0,0.31,0.29
Kai#32770,2349,8687,795,4,0,0.23,17,4011,14,0,26,21,0,15,0,1,0,1,0,7576,4,3,0,1,1,0,12,69,7,1,1963,0,3,0,840,19,0,0.31,0.85
Joey6060#2561,2940,372,0,0,0,0,0,243,1,0,1,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,1,7,0,0,145,0,0,0,30,0,0,0.75,0
KvExperience#1594,2582,790,450,0,0,0,0,1105,4,0,1,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,1,12,0,0,202,0,0,0,120,8,0,0.57,0.06
Mclobin#2966,1689,20064,2553,12,0,0.23,21,20387,55,0,70,83,0,36,4,5,0,1,0,17244,9,5,2,2,0,0,26,315,18,1,4349,0,13,0,3420,141,1,0.44,0.18
JuiceStub3k#1419,2608,10763,1472,8,0,0.12,9,13456,16,0,33,29,0,11,0,1,0,1,0,9272,5,2,1,2,0,0,16,223,11,0,1560,0,3,0,1200,43,0,0.37,0.83
RickHentai#1267,3079,1999,817,1,0,0.2,1,3382,2,0,3,3,0,2,0,0,0,0,0,1082,1,0,1,0,0,0,2,29,1,0,264,0,0,0,120,0,0,0.16,1.0
ren#21423,2859,2575,202,5,0,0.16,3,1698,1,0,13,8,0,7,0,0,0,0,0,2373,1,0,0,1,0,2,8,28,1,0,450,0,0,0,240,5,0,0.19,1.0
Dash1269#11313,2847,3732,1371,0,0,0.16,3,5328,2,0,12,7,0,4,0,0,0,0,0,2298,1,0,0,1,0,0,2,48,3,0,297,0,0,0,300,0,0,0.19,1.0
WampTime#1583,2229,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,20,0,0,0,0,0,0,240,0,0,0,0
Ezsence#1293,2508,28610,8374,13,0,0.14,21,24663,60,0,56,63,0,11,4,5,0,1,0,19840,11,6,2,3,0,2,25,228,23,1,5133,0,0,0,3180,55,0,0.25,0.24
Wapa#21996,2987,35027,7994,22,0,0.14,38,39417,34,0,91,51,0,36,2,5,0,3,0,26741,14,4,4,6,1,2,44,213,21,0,4145,0,2,0,2640,232,0,0.37,0.59
xLuigiDragon#2543,2830,136,0,0,0,0.5,1,0,1,0,1,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.2,0
QManRay#1240,1295,1357,584,0,0,0.14,1,1892,6,0,5,3,0,2,0,0,0,0,0,542,1,1,0,0,0,0,4,40,0,0,281,0,1,0,240,0,3,0.38,0.27
Pastrami#11104,2042,68973,14137,43,0,0.17,96,65717,97,0,205,170,0,67,4,11,1,5,0,53419,29,13,7,9,4,2,120,1181,50,0,10405,0,15,0,7200,449,7,0.36,0.56
ChooChooWho#1669,2736,6909,1504,4,0,0.27,10,4535,6,0,21,16,0,6,0,0,0,0,0,5382,2,1,0,0,0,0,8,125,7,0,1872,0,1,0,540,0,0,0.24,0
Fox#15539,4065,5017,989,1,0,0.06,2,18297,31,0,15,9,0,3,0,1,0,1,0,3947,2,1,0,1,0,0,9,172,1,0,2143,0,0,0,1140,32,0,0.19,0.62
ole#22528,2522,1555,854,0,0,0.16,1,3482,4,0,8,1,0,3,0,0,0,0,0,701,1,0,0,0,1,0,3,15,1,0,386,0,1,0,120,0,0,0.27,0
Paws#11998,2846,13627,4413,7,0,0.09,9,9053,16,0,28,18,0,12,1,1,0,1,0,8798,3,2,0,1,0,1,12,137,10,0,1226,0,2,0,1020,178,8,0.36,0.41
Radly#11785,3028,15551,2231,10,0,0.21,21,20175,16,0,56,37,0,18,0,2,1,1,0,13074,6,1,2,3,1,0,31,219,16,0,2689,0,5,0,1440,526,0,0.28,0.65
Craxium#21783,2779,31037,0,29,0,0.15,42,38461,25,0,103,61,0,45,1,3,0,2,0,0,11,6,2,3,1,0,47,331,0,0,2653,0,12,0,2880,531,0,0.36,0.63
MortuusComet#2725,2452,570,301,0,0,1.0,1,502,2,0,1,1,0,1,0,0,0,0,0,267,0,0,0,0,0,0,0,10,0,0,381,0,0,0,120,0,0,0.06,0.98
Germanshower#1701,3895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
Ruse#21733,2504,36513,2576,28,1,0.25,61,44063,49,0,112,106,0,37,3,5,0,1,0,14193,13,4,5,4,0,0,67,631,32,0,6334,0,8,0,3600,891,0,0.34,0.22
Balrog#11149,3076,150,77,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,4,0,0,0,0,0,0,29,0,0,0,1.0
oznah#11813,3429,12717,1176,7,0,0.2,22,24646,36,0,31,23,0,18,4,4,0,0,0,11193,3,3,0,0,0,0,9,95,4,0,3298,0,4,0,3000,39,4,0.36,0
PeteZahHutt#11931,2934,800,150,0,0,0.12,1,0,1,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,54,0,0,0,56,0,0,0.3,0
IRENE#21375,1964,236,0,0,0,0,0,30,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,0,0,0.28,0
Loopster#2172,3070,1351,79,0,0,0,0,2682,8,0,9,2,0,4,0,0,0,0,0,1271,0,0,0,0,0,0,4,74,0,0,660,0,0,0,300,33,0,0.32,0.77
FireBird#2406,2012,1470,16,0,0,0.2,2,1799,4,0,2,4,0,0,0,0,0,0,0,1454,0,0,0,0,0,0,1,20,1,0,420,0,0,0,180,0,0,0.32,0
Addwaah#1915,2684,10636,0,4,0,0.09,9,8626,9,0,43,24,0,16,1,2,0,1,0,0,3,0,1,1,0,0,22,147,0,0,1557,0,3,0,1200,13,0,0.36,0.44
Sabe#11667,1811,9831,2150,6,0,0.1,8,8949,7,0,21,16,0,7,0,1,1,0,0,7561,3,1,0,1,0,0,8,44,7,0,1431,0,1,0,960,18,0,0.25,0
Bluesage#11300,2951,13957,3457,4,0,0.29,18,11118,16,0,29,38,0,8,1,1,0,0,0,10396,5,3,1,1,0,0,14,170,11,1,2019,0,1,0,1200,129,0,0.29,0
Link#12843,1318,28625,0,26,0,0.1,13,25591,50,0,128,108,0,27,3,6,1,2,0,0,16,6,4,6,4,3,63,513,0,0,4197,0,6,0,3600,282,0,0.32,0.36
wasabi7200#1300,2934,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.5,0
eaks#1789,2469,11342,4444,5,0,0.07,7,10137,13,0,26,22,0,9,1,2,0,1,0,6708,4,1,0,2,0,0,13,86,7,0,2443,0,0,0,1200,18,0,0.42,0.32
PR04GAMER#1703,1603,30408,6692,16,0,0.13,41,24180,41,0,61,43,0,28,2,4,0,2,0,21543,11,4,4,3,0,0,34,322,14,0,3600,0,4,0,2580,194,0,0.38,0.46
Stormogeon#1902,2976,62998,11269,35,1,0.23,97,53641,72,0,170,133,0,68,5,9,0,4,0,50923,32,18,9,6,1,4,79,665,47,0,10143,0,9,0,3600,409,0,0.28,0.45
Biohazard#2733,2615,7848,3806,4,0,0.02,1,7323,15,0,19,5,0,2,2,2,0,0,0,4042,2,1,1,0,0,0,13,32,2,0,1587,0,0,0,900,0,0,0.22,0
Buizil#2484,3000,744,0,0,0,0,0,359,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,213,0,0,0,60,0,0,0.37,0
InfernoNinja#11433,3656,1844,0,0,0,0.21,3,391,2,0,9,3,0,3,0,0,0,0,0,1669,1,0,0,0,0,0,3,4,2,0,73,0,0,0,120,0,0,0.38,0
numommam#1918,1742,12780,0,9,0,0.1,12,21520,25,0,27,24,0,7,1,2,0,1,0,0,6,1,3,2,1,1,16,310,0,0,4334,0,2,0,1680,40,0,0.35,0.37
Roran#1362,1148,5482,1079,3,0,0.05,2,4548,12,0,17,10,0,1,0,1,0,0,0,4384,1,1,0,1,0,0,10,82,3,0,921,0,0,0,780,0,3,0.24,0.49
Francisco#1170,2077,2107,667,0,0,0.2,1,1145,3,0,7,5,0,5,0,0,0,0,0,1438,0,0,0,0,0,0,3,10,2,0,369,0,0,0,240,0,0,0.18,0
TallTom101#2544,2757,54860,13661,20,0,0.15,81,42010,69,0,113,83,0,45,3,6,1,2,0,39334,18,7,5,6,0,2,57,344,24,0,6437,0,13,0,3600,168,10,0.41,0.4
JinX#22973,2714,3126,1197,0,0,0.31,5,8227,11,0,5,7,0,3,0,0,0,0,0,1924,1,0,0,1,0,0,2,47,3,0,616,0,0,0,360,0,0,0.22,0.16
Inabi#11744,3618,65,0,0,0,0,0,1029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,123,0,0,0,31,0,0,0,0
Remilia#21159,2771,976,0,0,0,0.25,2,269,0,0,5,4,0,3,0,0,0,0,0,975,0,0,0,0,0,0,4,23,1,0,151,0,1,0,60,12,0,0.57,1.0
Rulo#2356,2818,880,312,0,0,0,0,407,3,0,2,2,0,0,0,0,0,0,0,568,1,0,0,1,0,0,2,17,1,0,426,0,0,0,180,0,0,0.35,0.39
RavenNoodles#1921,3017,4872,1145,1,0,0.14,4,7568,9,0,11,13,0,4,0,1,0,0,0,3614,2,1,1,0,0,0,10,102,1,0,902,0,0,0,600,15,0,0.37,0.49
MicroChelik#2365,2800,1961,162,0,0,0.06,1,6802,4,0,2,7,0,1,0,0,0,0,0,1791,1,1,0,0,1,0,0,9,1,0,268,0,0,0,240,0,0,0.29,0
MrBarker#2899,2059,7778,3691,6,0,0.21,6,3947,9,0,17,13,0,5,1,1,0,0,0,4083,3,1,2,0,0,0,11,113,3,1,1025,0,1,0,600,44,0,0.23,0
ChickenCoop#11821,2619,2801,328,1,0,0.4,6,943,5,0,7,6,0,5,0,0,0,0,0,2473,1,1,0,0,1,0,3,29,3,0,652,0,0,0,240,68,0,0.28,0
Sokka#11731,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mike9922Silv#1363,2599,7629,1726,3,0,0.27,10,21040,15,0,12,26,0,8,1,1,0,0,0,5787,2,1,1,0,0,0,8,225,6,1,1695,0,3,0,900,73,0,0.33,0
Apathy#1833,2348,11563,4708,7,0,0.12,7,6417,11,0,29,21,0,8,0,1,0,1,0,6766,2,1,0,1,0,2,9,174,9,0,653,0,0,0,960,0,0,0.34,0.68
PaypayTR#21414,2270,13411,2659,10,1,0.06,6,12805,30,0,50,39,0,14,2,2,0,0,0,10698,11,4,2,4,2,0,15,185,19,0,3315,0,3,0,1800,87,3,0.31,0.02
Spuk#2802,3487,3019,90,0,0,0.3,7,5718,6,0,5,7,0,3,1,1,0,0,0,2873,1,0,0,0,1,0,0,10,2,1,648,0,0,0,300,0,0,0.31,0
Archy#1707,2591,1583,248,0,0,0.25,2,3687,8,0,2,4,0,1,1,1,0,0,0,1331,2,1,0,1,0,0,0,18,1,0,488,0,1,0,360,5,0,0.21,0.22
Dana#1934,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
darioushs#1181,3207,1289,64,1,0,0.18,2,756,4,0,2,2,0,0,2,2,0,0,0,1225,1,0,0,1,0,0,1,3,1,0,493,0,0,0,780,0,0,0.12,0
EDGE#1404,2962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
DatAshe#2818,2383,4053,1020,3,0,0.23,5,6497,10,0,9,6,0,3,0,1,0,1,0,3033,1,0,0,1,0,0,9,77,3,0,1013,0,0,0,540,0,0,0.17,1.0
Soul#14746,1912,9155,418,7,1,0.26,14,11547,6,0,43,36,0,16,1,1,0,1,0,3056,6,2,2,3,2,0,22,163,16,0,1743,0,2,0,900,279,0,0.37,0.36
LazyTitan#115572,1560,7001,1208,6,0,0.15,6,15438,14,0,16,21,0,6,0,1,0,1,0,5778,2,1,1,1,0,0,5,55,7,0,1257,0,0,0,780,0,0,0.43,1.0
Noivern#11521,2504,7848,1073,4,0,0.12,8,8583,10,0,16,14,0,9,1,1,0,0,0,6769,2,0,0,1,0,0,11,95,5,0,919,0,1,0,720,31,0,0.29,0
WINTER#31850,2013,11811,3524,4,1,0.13,10,10089,15,0,24,23,0,7,1,1,0,0,0,7990,4,3,1,1,0,0,14,131,7,0,2594,0,3,0,1140,0,3,0.26,0.39
EMo#12108,1832,60208,0,47,4,0.12,44,30987,80,0,230,188,0,69,3,8,0,5,0,0,15,6,5,3,5,1,78,601,0,0,10628,0,17,0,3600,418,0,0.3,0.61
FireDragon#1874,2526,642,298,0,0,0.33,1,396,2,0,1,2,0,1,0,0,0,0,0,344,0,0,0,0,0,0,1,13,1,0,332,0,0,0,60,0,0,0.15,1.0
Samosso#1744,2406,572,74,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,72,0,0,0,60,0,0,0.36,1.0
Zoofy777#2652,1911,2280,399,1,0,0.14,2,2180,4,0,2,6,0,1,0,0,0,0,0,1881,1,0,0,0,0,0,1,33,2,0,446,0,0,0,180,0,0,0.53,0.47
Ake#12111,2317,4069,397,2,0,0.27,8,1989,7,0,9,8,0,5,0,0,0,0,0,3670,1,0,0,0,0,0,3,22,2,0,451,0,1,0,300,0,0,0.52,0
Defille#1448,2284,15133,4430,9,0,0.1,16,8303,21,0,42,20,0,11,1,2,0,1,0,9759,4,1,1,1,0,1,17,198,10,0,1386,0,2,0,1440,64,3,0.41,0.57
micklemore#11639,2102,12617,0,12,0,0.13,15,10230,16,0,25,29,0,8,1,2,0,0,0,0,4,2,0,2,0,0,12,111,0,0,1877,0,1,0,1260,85,3,0.34,0.24
iNvert#1785,2890,1632,462,1,0,0.16,1,5654,4,0,2,5,0,1,0,0,0,0,0,1162,1,0,0,0,0,0,0,59,1,0,500,0,0,0,120,153,0,0.54,1.0
Zenxencen#1391,3502,393,0,0,0,0.22,2,120,2,0,1,0,0,1,0,0,0,0,0,393,1,0,0,0,0,0,1,0,0,0,0,0,0,0,120,0,0,0.16,1.0
Confide#11254,2703,11768,1101,8,0,0.2,21,14861,19,0,40,21,0,17,0,2,0,2,0,10285,5,2,1,2,0,0,19,150,10,0,2747,0,2,0,1260,100,0,0.31,0.8
Gloostar#1858,1083,1030,0,0,0,0.14,1,5021,4,0,3,4,0,1,0,1,0,1,0,1029,1,0,0,1,0,0,0,12,1,0,724,0,0,0,300,0,0,0.18,0.64
Joof#11257,2632,92,0,0,0,0,0,702,1,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,1,0,0,60,0,0,0,39,0,0,0.12,1.0
JackPoptarts#1267,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Mikentti#2285,3056,1459,408,0,0,0.25,2,4720,1,0,4,3,0,1,0,0,0,0,0,976,1,0,0,0,0,0,0,1,2,0,425,0,0,0,120,0,0,0.14,0
Khai#11350,2619,5612,0,5,0,0.08,3,10106,16,0,21,20,0,11,1,1,0,0,0,0,3,1,1,1,0,0,9,83,0,0,869,0,3,0,900,71,0,0.34,0.38
JoshCM#1893,2775,3668,533,2,0,0.18,4,3594,4,0,13,8,0,3,0,0,0,0,0,3043,1,0,1,0,0,1,6,25,4,0,441,0,0,0,300,0,0,0.32,0
Ollez#21152,2551,77921,16628,52,5,0.19,111,42176,106,0,271,212,0,94,5,12,1,5,0,56724,37,11,14,12,6,4,138,1220,103,0,15155,0,17,0,7200,1127,37,0.41,0.47
Hikaa#2693,2268,5269,789,3,0,0.06,3,6681,14,0,14,8,0,1,1,1,0,0,0,4378,2,0,0,2,0,0,2,101,4,0,1324,0,1,0,780,23,4,0.25,0.11
bebku#2479,1973,2689,650,2,0,0.12,3,3991,3,0,4,3,0,0,1,1,0,0,0,962,2,0,0,2,0,0,1,28,2,0,430,0,0,0,240,0,0,0.48,0
markvoops#1877,2322,7334,1891,4,0,0.14,7,4811,9,0,16,17,0,5,1,2,0,0,0,5188,1,1,0,0,0,0,4,62,5,1,1056,0,2,0,660,0,0,0.34,0.26
Hilex#21261,3123,4200,0,3,0,0.14,6,6719,7,0,21,9,0,10,1,1,0,0,0,0,3,1,0,1,0,0,8,42,0,0,611,0,1,0,480,65,0,0.35,0.0
MOHCTP#2945,3969,137,76,0,0,0,0,1141,1,0,1,1,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,4,0,0,140,0,0,0,60,0,0,0,0
kun2#1304,3351,7231,0,0,0,0.13,11,4353,5,0,11,9,0,4,0,1,0,0,0,0,2,1,0,1,0,0,6,48,3,0,542,0,1,0,420,0,0,0.44,0.32
Psych#1572,2477,4676,606,0,0,0.14,5,2366,4,0,16,6,0,4,0,1,0,1,0,3997,2,1,1,0,0,0,13,82,1,0,824,0,0,0,480,0,0,0.34,1.0
Unfun#2352,3142,1810,414,1,0,0.21,3,1546,1,0,4,0,0,1,0,0,0,0,0,1395,0,0,0,0,0,0,4,13,0,0,294,0,0,0,120,0,0,0.19,1.0
Newtype#21541,3704,2961,467,0,0,0.19,6,5523,9,0,6,1,0,3,1,1,0,0,0,2494,3,2,1,1,0,0,3,24,0,0,890,0,1,0,480,0,0,0.25,0.01
Fae#2926,4323,8758,2883,0,0,0.09,6,12016,19,0,19,5,0,9,0,1,0,1,0,5800,3,1,1,1,1,0,12,108,1,0,1061,0,2,0,720,224,0,0.38,0.86
Zird#1797,3334,486,0,0,0,0.25,1,9,1,0,2,1,0,1,0,0,0,0,0,486,0,0,0,0,0,0,0,0,1,0,204,0,1,0,52,0,0,0.4,0
Midnan#2237,3847,852,0,0,0,0.33,2,2231,3,0,1,3,0,1,0,0,0,0,0,844,0,0,0,0,0,0,1,22,0,0,432,0,0,0,120,0,0,0.23,0
Khan#1898,2743,134,0,0,0,0,0,533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,40,0,0,0,24,0,0,0.5,0
Grett#1462,2918,2526,402,0,0,0.03,1,1926,6,0,3,1,0,2,0,0,0,0,0,2124,1,1,0,0,0,0,1,4,0,1,647,0,0,0,240,0,0,0.41,0.53
FrostyDog#137990,2227,1526,349,0,0,0,0,947,2,0,1,2,0,0,1,1,0,0,0,1177,1,0,0,0,0,0,0,16,0,0,255,0,0,0,180,0,0,0.32,0
DirtyAndRaw#1602,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Kombustor#21360,2020,9039,2061,6,0,0.18,9,6706,21,0,35,31,0,13,1,2,0,1,0,6948,7,3,2,1,0,1,18,168,10,0,1761,0,4,0,1200,6,2,0.37,0.62
SHIRTLESS#11738,3958,502,122,0,0,0.5,1,267,4,0,0,2,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,8,0,0,222,0,0,0,60,0,0,0.33,0.36
