battletag,SR,all_damage_done,barrier_damage_done,blizzard_kills,cards,critical_hit_accuracy,critical_hits,damage_blocked,deaths,defensive_assists,eliminations,enemies_frozen,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,self_healing,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
FunkyPants#165901,2913,16976,3890,9,0,0.16,22,5337,15,0,37,12,0,15,0,2,0,1,0,12799,3,1,1,2,0,0,16,66,6,0,1432,0,4,0,1140,105,0,0.31,0.77
CptRose#1487,3000,372,126,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,1,0,0,98,0,0,0,49,0,0,0.33,0
AnGunner#1902,2050,1940,295,1,0,0.4,2,782,6,0,8,7,0,2,0,0,0,0,0,1641,1,0,0,0,0,0,5,42,2,0,469,0,1,0,360,0,0,0.41,0.75
WillSquill#1593,3155,1197,150,0,0,0.16,2,1397,2,0,6,1,0,2,0,0,0,0,0,1047,0,0,0,0,0,0,4,7,1,0,38,0,0,0,60,0,0,0.4,0.99
Oleczek#2400,3259,203784,0,111,7,0.15,319,111543,149,0,544,286,0,216,6,23,1,16,0,0,66,25,13,27,3,8,201,1107,0,0,17029,0,53,0,14400,1788,11,0.37,0.68
RUSIFER#1527,965,18369,0,8,0,0.08,18,13352,55,0,53,27,0,19,5,6,0,1,0,0,8,5,0,3,0,0,18,226,0,0,3636,0,6,0,3120,0,7,0.31,0.16
swEn#2728,2932,13175,2592,6,1,0.18,11,18077,23,0,51,40,0,10,2,2,0,1,0,10351,6,3,1,1,0,1,13,119,21,0,2378,0,2,0,1500,30,0,0.32,0.35
DeLuna#21935,2191,2993,237,1,0,0.16,4,1482,4,0,6,8,0,2,0,0,0,0,0,2648,0,0,0,0,0,0,1,38,2,0,494,0,0,0,240,0,0,0.31,1.0
ShadowBladeX#1951,3088,3800,0,0,0,0.21,7,2309,5,0,6,7,0,3,1,1,0,0,0,0,2,1,0,1,1,0,2,50,0,0,536,0,2,0,360,34,0,0.4,0
MrGwak#2880,2580,28923,4143,19,0,0.18,40,25004,39,0,78,46,0,33,2,4,0,2,0,24634,9,6,2,1,0,1,32,230,22,0,5055,0,8,0,2820,352,0,0.27,0.53
Nova#13775,3732,1857,446,0,0,0.14,2,1644,5,0,5,2,0,1,0,0,0,0,0,1410,1,1,0,0,0,0,4,35,0,0,526,0,0,0,240,0,0,0.3,0.85
Fern#11976,3150,1848,229,0,0,0.1,2,827,2,0,4,0,0,3,0,0,0,0,0,1618,1,0,0,0,0,0,1,12,0,0,503,0,2,0,120,0,0,0.36,0
Neon#4485,2783,4533,726,0,0,0.11,5,4200,2,0,8,4,0,3,0,1,0,1,0,3807,1,1,0,0,0,0,3,34,2,0,796,0,1,0,300,0,0,0.36,1.0
Ladybug#11408,2733,17899,4573,4,0,0.13,17,14843,17,0,49,27,0,14,2,3,0,2,0,13240,9,4,3,3,3,0,22,190,8,0,1601,0,1,0,1740,43,0,0.24,0.51
James#13675,1949,1631,857,0,0,0.11,1,4072,4,0,3,0,0,2,0,1,0,1,0,774,0,0,0,0,0,0,3,32,0,0,495,0,0,0,480,0,0,0.18,1.0
Succboozled#2907,1939,28372,3924,22,0,0.23,40,39073,38,0,101,83,0,24,3,6,0,3,0,22755,12,7,4,2,0,3,37,449,27,0,5644,1,5,0,3360,203,7,0.34,0.5
Player1#12921,3724,34604,12623,11,0,0.12,27,22030,54,0,60,34,0,18,3,5,0,2,0,21707,11,6,1,4,3,0,27,452,12,0,3860,0,1,0,3480,13,0,0.23,0.39
Carfalgrof#1489,2113,56469,0,33,1,0.08,48,25810,43,0,121,83,0,32,2,5,0,3,0,0,14,4,8,3,1,3,78,710,0,0,3230,0,4,0,3600,615,1,0.38,0.54
Akuna#11319,1683,3589,560,3,0,0.17,4,1452,3,0,9,9,0,1,0,0,0,0,0,3029,1,0,1,0,0,1,1,20,3,0,475,0,0,0,240,0,0,0.41,1.0
PenAir#2943,2865,5261,1383,1,0,0.11,4,1479,6,0,23,10,0,6,0,0,0,0,0,3866,2,1,1,0,0,0,15,202,3,0,305,0,1,0,480,38,0,0.27,0.29
somejota#1621,2649,6003,811,3,0,0.33,12,3218,15,0,10,16,0,6,1,1,0,0,0,5026,1,1,0,0,0,0,4,54,3,0,1152,0,2,0,540,0,0,0.47,0
Elyxi#11826,3176,6445,1349,4,0,0.15,7,14463,8,0,17,14,0,5,1,1,0,0,0,4962,1,1,0,0,0,0,9,26,7,0,540,0,2,0,540,0,0,0.41,0
PooPooLover#1725,2179,23209,4857,15,0,0.1,20,21938,25,0,59,39,0,20,1,2,0,1,0,18043,8,3,2,3,3,1,26,177,16,1,1929,0,4,0,1980,196,0,0.31,0.62
rdz#21969,2748,18107,3744,9,0,0.15,24,9512,14,0,47,23,0,17,1,2,0,1,0,13872,7,4,1,2,1,1,29,253,10,0,1422,0,1,1,1500,0,4,0.31,0.42
Phiaciti#1928,2836,676,75,0,0,0.2,1,1119,2,0,5,1,0,2,0,0,0,0,0,601,0,0,0,0,0,0,5,31,0,0,16,0,0,0,60,14,0,0.29,0.46
blaster#11598,2288,17633,0,8,0,0.19,31,9737,48,0,59,37,0,24,3,6,1,2,0,0,4,3,1,0,1,1,23,218,0,0,3306,0,5,0,3420,190,6,0.34,0.31
TypicalEgirl#2226,3601,29898,3576,17,1,0.24,54,27635,33,0,82,71,0,37,1,3,0,2,0,26120,14,5,4,4,0,2,42,239,22,0,3971,0,3,0,2160,719,0,0.42,0.64
zeewhy#11671,2307,5051,1830,4,0,0.13,4,4704,5,0,12,10,0,4,0,1,0,0,0,3145,1,0,0,1,0,0,9,73,4,0,916,0,0,0,420,18,0,0.29,0.78
KanielDing#1742,2478,5687,1511,2,0,0.24,8,2703,7,0,20,9,0,4,0,1,0,1,0,4172,3,1,1,1,0,1,17,155,4,0,1279,0,0,0,540,42,0,0.4,0.77
Sovie#21466,2522,471,0,0,0,0.25,1,1715,2,0,1,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,1,13,0,0,184,0,0,0,58,0,0,0.8,0
RidingRomeo#1920,1205,57394,9912,36,0,0.14,73,77711,79,0,165,89,0,69,13,18,0,4,0,46697,29,13,6,10,0,0,72,693,32,0,6498,0,18,0,7200,572,7,0.28,0.24
LuckySmith#2437,2297,4342,0,2,0,0.4,10,3488,10,0,7,18,0,1,1,1,0,0,0,4342,2,1,0,2,0,0,3,31,5,1,819,0,0,0,360,0,0,0.35,0
Dwishy#1920,2429,21588,1142,14,0,0.21,36,13288,23,0,66,64,0,22,1,3,0,2,0,4725,6,2,3,1,0,1,37,313,23,0,4040,0,4,0,2220,255,0,0.38,0.71
Edgar#12813,2531,22753,4612,10,0,0.22,34,19498,16,0,73,47,0,27,1,2,0,1,0,17946,8,1,3,4,0,0,30,228,16,0,2614,0,4,0,1680,417,4,0.32,0.64
SaikyoIzuna#2599,2417,6252,1241,2,0,0.28,11,3332,4,0,23,15,0,10,0,1,0,1,0,5009,1,0,0,1,0,0,7,46,5,0,619,0,0,0,480,32,0,0.36,1.0
TXSL#1750,2432,2700,834,0,0,0.1,2,560,2,0,4,4,0,3,0,0,0,0,0,1866,0,0,0,0,0,0,3,10,0,0,300,0,0,0,120,0,0,0.47,0
NeutronSt0r#1338,3400,856,177,0,0,0.12,1,1292,4,0,1,0,0,1,0,0,0,0,0,677,0,0,0,0,0,0,1,2,0,0,209,0,0,0,60,0,0,0.57,0
JumpyWizard#213774,1103,2387,75,0,0,0.12,1,3763,15,0,8,5,0,4,1,1,0,0,0,326,1,0,1,1,0,0,5,89,2,0,605,0,0,0,600,0,0,0.47,0
Daydream#2348,2522,443,38,0,0,0,0,656,1,0,0,1,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,8,0,0,150,0,0,0,56,0,0,0.75,0
DietAnal55#1165,2054,650,399,0,0,0,0,1094,3,0,3,1,0,0,0,0,0,0,0,251,0,0,0,0,0,0,2,25,0,0,328,0,0,0,240,0,0,0.06,0.21
redkode#2416,2392,2937,644,2,0,0.08,2,7713,2,0,18,8,0,6,0,1,0,0,0,2292,2,1,0,1,0,0,7,66,1,0,526,0,1,0,660,0,0,0.18,0.73
Freez0r#21401,2834,150,0,0,0,1.0,1,475,1,0,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,4,0,0,150,0,0,0,120,0,0,0.05,0.74
exten#2771,4045,16129,4059,4,0,0.15,22,6716,14,0,26,10,0,10,2,2,0,0,0,12051,4,3,1,1,0,0,12,128,6,0,1383,0,0,0,1140,0,0,0.38,0
haZeR#2725,4317,774,0,0,0,0.14,1,180,1,0,2,2,0,2,0,0,0,0,0,729,1,1,0,0,0,0,0,0,0,0,464,0,2,0,180,0,0,0.26,0
StaRLorD#11325,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.0
Sharko#11697,2582,970,770,0,0,0,0,120,1,0,0,1,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,6,0,0,100,0,0,0,50,0,0,0.13,1.0
Nayru#21310,2723,939,692,0,0,0,0,576,1,0,0,1,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,1,0,0,202,0,0,0,60,0,0,0.25,0
TaterTots#1334,3437,604,354,0,0,0,0,316,2,0,1,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,6,0,0,0,0,0,0,60,0,0,0.41,1.0
PINTI#21535,3012,4991,913,4,0,0.16,6,6699,6,0,19,6,0,6,0,1,0,0,0,3978,2,1,0,0,1,0,12,98,3,0,774,0,0,0,540,64,0,0.24,0.65
Blush#11273,3358,3696,0,2,0,0.09,3,5541,7,0,6,6,0,2,0,0,0,0,0,0,1,0,1,1,0,0,4,65,0,0,333,0,1,0,240,46,0,0.44,1.0
TheHoundDog#2935,2499,1521,515,0,0,0.09,1,4182,3,0,0,3,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,3,0,0,268,0,0,0,120,0,0,0.33,0.86
davidson361#3508,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Vince#12180,2898,393,102,0,0,0,0,1552,2,0,0,3,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,2,0,0,159,0,0,0,60,0,0,0,0
Raikou#11666,2354,0,0,0,0,0,0,222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0.95
SayHi#21517,2369,1089,518,0,0,0,0,587,2,0,2,2,0,1,0,0,0,0,0,572,0,0,0,0,0,0,2,14,1,0,147,0,0,0,120,0,0,0.4,0.45
Shraber#2729,3564,4750,882,1,0,0.16,7,1762,11,0,2,6,0,1,1,1,0,0,0,3761,2,1,1,0,0,0,1,42,1,0,1300,0,1,0,480,0,0,0.29,0.09
SJin#4496,2022,4558,458,5,0,0.1,2,5784,11,0,18,18,0,8,1,1,0,0,0,2362,2,1,0,1,1,0,6,73,5,0,1481,0,2,0,660,0,0,0.33,0.17
DeskPunch#1920,2884,3778,954,1,0,0.08,2,2658,6,0,17,5,0,0,0,1,0,1,0,2820,2,0,0,1,0,0,12,222,4,0,459,0,0,0,480,0,0,0.23,0.87
Fyke#2665,1971,453,0,0,0,0,0,1087,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,150,0,0,0,120,0,0,0.27,0.65
Hello#12587,2256,10052,3438,2,0,0.07,7,10017,20,0,25,19,0,9,2,2,0,1,0,6482,6,3,2,2,0,0,11,139,6,0,2155,0,6,0,1440,60,0,0.29,0.3
olp#11257,2634,11094,1617,2,0,0.1,11,13723,22,0,25,14,0,8,0,1,0,1,0,9406,3,1,1,1,0,0,13,159,4,0,822,0,1,0,900,16,0,0.38,0.59
Vava#2922,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Heinz0r#2635,2598,5655,796,5,0,0.25,9,7083,8,0,20,15,0,7,0,1,0,1,0,4749,2,1,0,2,0,0,14,82,6,0,512,0,1,0,540,361,1,0.29,1.0
tinki#2808,2255,10503,5748,4,0,0.14,7,8108,5,0,16,7,0,5,0,1,0,1,0,4755,2,1,0,1,0,0,8,20,6,0,1137,0,0,0,540,37,0,0.25,0.69
Jmaster555#1470,1982,518,0,0,0,0.5,2,839,2,0,1,0,0,1,0,0,0,0,0,518,0,0,0,0,0,0,1,11,0,0,146,0,0,0,60,1,0,0.57,0.14
dommaspro#2342,2265,98453,29878,63,3,0.13,107,37137,110,0,308,189,0,92,4,12,1,7,0,67021,26,9,6,11,0,4,137,969,82,0,13303,0,19,0,7200,617,22,0.45,0.64
tucan1429#1659,2334,8402,0,6,0,0.28,17,3995,14,0,25,21,0,10,1,1,0,0,0,0,4,3,0,1,0,0,12,147,0,0,1902,0,1,0,1020,0,8,0.41,0.04
Brojii#1306,2347,2327,0,1,0,0.08,2,716,3,0,5,7,0,1,0,0,0,0,0,2327,1,1,0,0,0,0,4,23,0,0,411,0,0,0,120,0,0,0.31,0
TerribleAU#1818,2236,4925,1358,9,1,0.12,4,6524,12,0,14,3,0,4,1,1,0,0,0,3517,4,0,2,1,0,1,9,106,2,1,1208,0,2,0,540,35,0,0.23,0.15
KingMatt#11768,2876,1324,187,1,0,0.33,2,845,3,0,6,5,0,2,0,0,0,0,0,1135,0,0,0,0,0,0,4,24,3,0,128,0,0,0,120,0,0,0.19,0.0
LankeyLad#2895,2373,23369,2762,11,1,0.29,46,9816,29,0,40,42,0,14,2,3,1,0,0,20357,9,5,1,3,0,0,15,196,16,0,3711,0,3,0,1920,0,1,0.43,0.06
goddammitgoo#1798,3064,989,225,0,0,0.14,1,2999,2,0,1,2,0,0,0,0,0,0,0,762,2,1,0,1,0,0,1,14,0,0,220,0,0,0,120,0,0,0.41,0.22
FuzionVizion#1695,3821,47,25,0,0,0,0,1308,2,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,126,0,0,0,53,0,0,0,0.41
FLEXICUTION#1672,2945,816,77,0,0,0.4,2,313,2,0,0,2,0,0,0,0,0,0,0,732,1,0,0,0,0,0,0,3,0,0,87,0,0,0,60,0,1,0.5,0
Hoo#1535,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Kydrak#1935,2490,20491,5202,4,0,0.17,26,19055,16,0,46,25,0,14,0,2,0,2,0,14988,5,3,1,0,2,0,27,309,7,0,2611,0,4,0,1500,188,0,0.37,0.79
oxymoron#2280,2284,8728,1805,1,0,0.14,10,15813,16,0,14,10,0,4,1,2,0,0,0,6777,2,1,1,0,0,0,10,109,2,0,1580,0,1,0,1200,0,0,0.25,0.18
Redrevolver#21309,2281,1804,572,0,0,0.17,3,702,3,0,2,4,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,2,25,0,0,187,0,0,0,60,21,0,0.6,0
Shaq#2835,2637,443,209,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.42,0
Kellaric#1178,2652,2091,243,1,0,0.41,7,3895,8,0,7,2,0,4,0,0,0,0,0,1808,1,0,0,1,0,0,5,37,0,0,502,0,0,0,300,1,0,0.24,0.93
TheBigDChen#1126,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
AirplaneM#1616,2622,1112,250,1,0,0.14,1,1042,2,0,5,2,0,2,0,0,0,0,0,814,1,0,0,0,0,0,3,17,0,0,239,0,0,0,120,0,0,0.3,1.0
AnHero#11365,3073,40986,10387,16,0,0.17,56,25785,31,0,79,56,0,44,1,3,0,2,0,30162,9,5,2,2,1,1,35,270,18,0,3051,0,5,0,2820,196,0,0.33,0.76
Nebbia#21165,2118,5689,2313,1,0,0.21,4,975,7,0,13,21,0,4,0,0,0,0,0,3376,1,0,0,0,0,0,4,47,3,0,672,0,2,0,360,52,0,0.25,1.0
Hermus#21241,2122,2048,473,2,0,0.12,1,2797,2,0,8,8,0,3,0,0,0,0,0,1576,1,0,0,0,0,0,7,27,3,0,520,0,1,0,180,86,0,0.25,1.0
larikon#1346,1706,583,146,0,0,0.33,1,268,1,0,3,0,0,1,0,0,0,0,0,437,1,0,0,0,0,0,2,2,0,0,150,0,0,0,120,0,0,0.1,0
Daddy76#21985,3192,55239,5929,30,3,0.22,101,30524,41,0,179,89,0,69,2,7,0,5,0,48156,17,7,5,5,3,2,65,464,32,0,4731,0,15,0,3600,833,3,0.38,0.77
Brishna#21603,3406,970,375,0,0,0.25,2,1353,1,0,3,1,0,1,0,0,0,0,0,595,0,0,0,0,0,0,1,1,1,0,52,0,0,0,60,0,0,0.36,0
Tom13720#2277,2842,5703,1133,2,1,0.19,9,9865,12,0,17,9,0,9,1,1,0,0,0,4570,4,1,1,1,0,0,11,78,2,0,932,0,3,0,600,56,0,0.29,0.44
kofik#21640,3381,30881,5276,13,0,0.2,49,16274,39,0,79,52,0,26,3,4,0,1,0,25213,11,4,2,4,1,2,28,233,27,0,4212,0,1,0,2820,294,0,0.3,0.32
Crocforce#2410,1927,245205,59164,156,11,0.16,265,145690,256,0,657,446,0,258,19,34,1,14,0,183020,91,47,24,20,8,8,282,2162,172,0,32967,0,87,0,21600,1463,26,0.32,0.43
Kirino#11285,2630,6354,2604,2,0,0.07,4,4392,6,0,16,11,0,6,0,1,0,0,0,3744,3,2,0,1,1,0,7,58,4,0,689,0,1,0,480,68,0,0.43,0.6
HLGShepherd#1375,3051,539,95,0,0,0,0,1718,3,0,2,1,0,0,0,0,0,0,0,444,0,0,0,0,0,0,2,26,0,0,373,0,0,0,120,0,0,0.25,0.65
HappyFeet#133638,2108,950,215,0,0,0.2,1,285,1,0,0,2,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,14,0,0,73,0,0,0,52,0,0,0.35,0
AlternateXy#1393,1800,59305,13617,38,0,0.15,48,52012,104,0,185,139,0,72,7,11,0,4,0,44990,30,12,7,11,0,2,77,634,46,1,6292,0,16,0,3600,233,5,0.39,0.35
Epsylon#1162,2224,330,0,0,0,0,0,2569,1,0,0,2,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,18,0,1,300,0,0,0,45,0,0,1.0,0
vVv#11532,3744,59022,0,27,2,0.14,87,46932,44,0,151,70,0,60,2,6,0,5,0,0,13,5,4,5,3,1,32,178,0,0,5222,0,8,0,3600,245,0,0.47,0.72
ludojeu115#2999,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Shinigami#13543,3153,54970,0,26,0,0.09,56,39700,57,0,118,84,0,38,4,6,1,2,0,0,19,9,4,5,3,3,55,313,0,0,4796,0,8,0,3600,317,0,0.45,0.25
EliteDC#1123,2018,303,49,0,0,0,0,1093,2,0,0,2,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,20,0,0,115,0,0,0,60,0,0,0,0.51
L2PSmurf#2618,1733,122649,26465,85,6,0.14,147,96012,137,0,441,297,0,156,9,16,1,6,0,85815,44,16,13,15,0,6,233,1665,111,0,15227,0,43,0,10800,1357,22,0.33,0.41
nacon#21662,2463,1036,418,0,0,0.2,1,4631,3,0,0,2,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,15,0,0,300,0,0,0,120,0,0,0.33,0
FerrariF#1282,2589,13954,2172,8,0,0.28,27,6461,17,0,24,21,0,12,1,1,0,0,0,11782,6,3,1,1,1,0,11,272,6,0,2778,0,4,0,1080,246,0,0.3,0.09
SIANON#21430,1384,2912,375,0,0,0.08,3,404,3,0,2,2,0,1,0,0,0,0,0,2453,1,0,0,0,0,0,0,20,1,0,288,0,1,0,180,52,0,0.55,0
MercilessNA#1576,2696,13401,0,13,0,0.13,16,12847,13,0,30,38,0,17,1,2,1,0,0,0,6,2,2,2,0,1,22,192,0,0,2259,0,5,0,1140,223,0,0.35,0.03
jessemaner#1639,1906,3011,241,0,1,0.21,6,1459,1,0,17,3,0,7,0,1,0,1,0,2630,1,1,1,0,2,0,4,8,2,1,173,0,2,0,240,13,0,0.41,0.99
Tatsu#12313,2725,1475,0,1,0,0.28,4,0,2,0,7,0,0,1,0,0,0,0,0,1475,2,0,0,2,0,0,0,11,0,0,114,0,0,0,120,0,0,0.25,0
Spader#1534,2194,4671,1062,6,0,0.26,6,3404,6,0,24,8,0,9,0,1,0,0,0,3606,1,1,0,0,0,1,5,7,8,0,390,0,0,0,420,18,0,0.23,0.68
LittleLump#1267,1784,4133,832,5,0,0.28,6,4084,9,0,12,13,0,8,1,1,0,0,0,3292,3,1,0,1,0,1,5,49,3,0,785,0,2,0,480,39,0,0.33,0
Jdamito#2830,1732,40297,14609,17,0,0.06,27,44920,46,0,92,45,0,33,3,6,1,3,0,25587,18,6,5,6,0,1,51,374,12,0,5945,0,12,0,3600,160,0,0.32,0.47
Harlski#1835,2331,39,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2,0,0,150,0,0,0,16,0,0,0,0
jLett#1588,3511,1598,0,0,0,0.23,4,653,5,0,4,0,0,2,0,0,0,0,0,1498,1,0,0,0,0,0,2,9,0,0,196,0,0,0,180,0,0,0.47,0
jvhjarno#2794,2068,4213,624,6,0,0.26,7,3513,5,0,11,13,0,7,0,0,0,0,0,3589,0,0,0,0,0,0,9,63,2,0,709,0,2,0,360,66,0,0.43,1.0
HRZN#21244,4078,2538,549,1,0,0.23,4,1602,2,0,9,2,0,1,0,0,0,0,0,1989,1,0,0,0,0,0,1,33,2,0,334,0,0,0,300,0,0,0.14,0.01
GOLDBERG#21730,3546,2478,398,2,0,0.15,3,2768,2,0,10,8,0,3,0,0,0,0,0,2076,1,0,0,0,1,0,9,63,2,0,503,0,1,0,120,32,2,0.45,1.0
Shadowrabbit#1142,2827,26984,6670,15,0,0.14,25,14153,31,0,55,46,0,13,3,3,0,0,0,19295,9,2,2,6,0,0,18,213,18,0,2643,0,1,0,2400,0,1,0.35,0.13
Minty#2330,2838,626,0,0,0,0,0,345,2,0,5,1,0,3,0,1,0,1,0,626,1,1,0,0,0,0,0,0,1,0,92,0,0,0,240,0,0,0.07,1.0
Yvsushi#2483,1630,152,0,0,0,0,0,1045,2,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,3,0,0,82,0,0,0,60,0,0,0.33,1.0
minijavi19#1878,1838,3204,615,1,0,0.21,4,3260,6,0,7,6,0,4,0,1,0,0,0,2589,2,1,1,1,0,0,0,19,2,0,577,0,1,0,360,0,0,0.46,0.23
pqinator#1545,2630,9575,1569,7,0,0.12,10,3843,10,0,19,11,0,9,1,1,0,0,0,7751,2,1,0,1,0,1,8,52,5,0,806,0,3,0,840,18,0,0.33,0.33
Oignon#21495,2522,12953,2001,8,0,0.24,18,16393,25,0,53,34,0,22,1,2,0,1,0,10637,5,3,1,1,0,1,18,107,8,0,829,0,3,0,1560,104,0,0.29,0.52
Zod1acz#1511,1774,6736,1478,2,0,0.12,7,10149,7,0,23,7,0,10,0,1,1,0,0,4943,2,1,0,1,1,0,10,86,1,1,824,0,0,0,720,6,0,0.24,0.99
NicuBoni#2215,1918,693,0,0,0,0,0,645,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,118,0,0,0,60,0,0,0.75,0
RcCrispy#1512,2197,1545,198,0,0,0.1,1,1811,5,0,1,5,0,1,0,0,0,0,0,1347,1,0,0,0,0,0,1,16,1,0,203,0,0,0,120,0,0,0.35,0.42
xPlayx#1137,3782,1202,458,0,0,0.12,1,40,1,0,4,3,0,2,0,0,0,0,0,742,0,0,0,0,0,0,1,4,1,0,133,0,1,0,120,0,0,0.25,1.0
Ghinter#2736,2619,18626,1642,10,0,0.15,16,30131,33,0,69,57,0,20,1,3,0,2,0,8264,6,2,1,2,1,1,29,249,24,0,2446,0,6,0,2280,284,0,0.46,0.62
Jadekick#1364,3017,24826,6777,14,0,0.17,29,15177,17,0,60,30,0,26,0,1,0,1,0,17316,4,2,0,1,3,1,25,247,15,1,2148,0,6,0,1560,84,5,0.36,0.9
Wicca#1134,2299,63021,16539,33,0,0.15,48,76495,111,0,191,168,0,66,4,8,0,3,0,44713,18,4,6,9,2,1,95,1584,62,1,8559,0,10,0,3600,409,1,0.3,0.44
Bair#11364,2998,34,0,0,0,0,0,68,2,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,230,0,0,0,58,0,0,0,0.67
UReadMYName#11877,2653,17686,4588,11,0,0.18,20,8712,20,0,41,37,0,23,1,2,0,1,0,12865,5,1,2,1,0,1,14,186,12,0,2002,0,3,0,1380,124,0,0.39,0.6
cubiicubii#2735,2788,10659,2614,6,0,0.12,9,10093,15,0,30,15,0,11,0,1,0,1,0,7964,2,1,0,1,0,1,11,101,7,0,1377,0,2,0,1020,21,0,0.22,0.65
Randance#2607,2033,7097,525,0,0,0.17,12,5040,9,0,11,8,0,4,1,2,0,1,0,6540,2,1,1,0,0,0,6,62,1,0,633,0,0,0,660,0,0,0.32,0.31
FlyingSquid#2469,2363,744,0,0,0,1.0,1,606,1,0,4,4,0,1,0,0,0,0,0,744,1,0,0,0,0,0,3,27,2,0,367,0,1,0,60,18,0,0.33,0.75
Hello#12425,1649,5331,1426,3,0,0.27,5,4305,14,0,8,14,0,1,1,1,0,0,0,3698,2,1,1,1,0,0,4,79,2,0,993,0,0,0,660,0,0,0.33,0.19
magic#2322,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nozz#11720,1848,3881,791,2,0,0.13,3,8800,11,0,8,8,0,2,1,1,0,0,0,3066,2,1,0,1,0,0,5,41,4,0,1473,0,0,0,540,0,0,0.28,0
JustAyyCat#11988,2792,143,9,0,0,0,0,1433,2,0,2,0,0,2,0,0,0,0,0,134,0,0,0,0,0,0,0,3,0,0,150,0,0,0,60,0,0,0,0
Ronba#2409,4006,5695,997,0,0,0.19,10,4510,6,0,12,4,0,5,0,1,0,0,0,4698,1,1,0,0,0,0,4,32,1,0,336,0,0,0,420,0,0,0.35,0.46
Cockstocking#1245,2373,14453,2642,5,0,0.18,18,10631,18,0,30,23,0,12,0,2,0,2,0,11414,6,3,1,2,0,0,9,301,9,0,1756,0,2,0,1200,19,1,0.36,0.83
Danny#11443,2042,32434,6656,20,0,0.23,51,27658,28,0,76,71,0,29,2,3,1,0,0,25129,11,6,3,2,0,1,33,403,30,0,3409,0,6,0,2160,690,2,0.44,0.16
Melinda#1306,2666,349163,76534,236,11,0.19,554,220298,262,0,868,578,0,370,17,40,0,23,0,265932,99,40,17,42,15,13,315,2324,238,0,48289,1,99,3,25200,2772,29,0.34,0.56
Psionic#1478,1520,6454,1440,5,1,0.12,3,9986,17,0,26,18,0,10,1,2,0,1,0,4934,3,2,1,1,3,0,10,90,8,1,1573,0,2,0,1080,0,0,0.33,0.33
LOWQUALITY#11579,2274,6603,7,7,0,0.17,11,4779,8,0,20,9,0,8,0,1,0,0,0,6594,1,0,1,0,1,1,4,29,5,0,1121,0,2,0,540,108,0,0.43,0.43
